GT Program,Benchmark Info,Semantics,Question Selector,Correct?,Initial Synthesis Time,Active Learning Time,Initial Program Space Size,Final Program Space Size,Input Space Size,Question Space Size,Avg. Answer Space Size per Question,Avg. Prediction Set Size,# Rounds,Time Per Round
(fold mult 1 (map_imgs pred_int input-list)),,standard,LearnSy,True,1.9743502920027822,24.657640874851495,791,31,100,448,7.330357142857143,2.5057471264367814,17,"[12.180164417019114, 0.4218931251671165, 0.41058350005187094, 0.4165862090885639, 0.41126258322037756, 0.4070923749823123, 0.4015641249716282, 0.3991057078819722, 0.39560279180295765, 0.39253491605632007, 0.38822737499140203, 0.38480629096738994, 0.3793032090179622, 0.37941395794041455, 0.376319709001109, 0.3708391247782856, 0.40003324998542666]"
(fold max 0 (map_imgs pred_int input-list)),,standard,LearnSy,False,2.0423993750009686,15.856488415971398,97,37,100,448,7.330357142857143,2.5057471264367814,5,"[2.909983957884833, 1.6727561671286821, 1.65857437485829, 1.6507156670559198, 1.6093878329265863]"
(length (filter (curry ge (apply pred_int input-img)) (map_imgs pred_int input-list))),,standard,LearnSy,True,1.9053329590242356,8.056915833149105,101,6,100,448,7.330357142857143,2.5057471264367814,22,"[2.482157291844487, 0.07030316698364913, 0.03217149991542101, 0.031036833068355918, 0.031046666903421283, 0.030863165855407715, 0.030589750036597252, 0.030413457890972495, 0.029965583002194762, 0.03049512510187924, 0.03538341703824699, 0.014194166986271739, 0.014190457994118333, 0.013808583142235875, 0.014011082937940955, 0.01388395787216723, 0.013856708072125912, 0.013869083020836115, 0.013723332900553942, 0.013952125096693635, 0.013967833016067743, 0.013962292112410069]"
(length (filter (curry le 0) (map_imgs pred_int input-list))),,standard,LearnSy,True,2.0067060829605907,67.13268449995667,129,115,100,448,7.330357142857143,2.5057471264367814,20,"[3.7132399999536574, 3.2200344169978052, 3.1538877920247614, 3.0821060419548303, 3.0567352920770645, 2.993133791955188, 2.9752015001140535, 2.925915249856189, 2.914519916055724, 2.891946875024587, 2.8851227078121156, 2.8352140421047807, 2.7729900418780744, 2.7432774580083787, 2.730378207983449, 2.6963889580219984, 2.663937375182286, 2.6620453749783337, 2.631128625012934, 2.600073166191578]"
(fold max 0 (filter (curry ge 5) (map_imgs pred_int input-list))),,standard,LearnSy,FAIL,2.0886534999590367,81.93910804204643,671,4,100,448,7.330357142857143,2.5057471264367814,30,"[13.046003042021766, 11.280144290998578, 10.958459040848538, 7.761755374958739, 4.091358707984909, 4.0755759999156, 4.006491875043139, 2.887128791073337, 1.2160134161822498, 1.0833579159807414, 1.0842192498967052, 1.0583340828306973, 1.0616517500020564, 1.0535094169899821, 1.064147374825552, 1.023456749971956, 1.0024310830049217, 1.0022511249408126, 0.9838333749212325, 0.9692984998691827, 0.9666439162101597, 0.9522438340354711, 0.9357062079943717, 0.9373198749963194, 0.9287095000036061, 0.9184032077901065, 0.19739541597664356, 0.19565254193730652, 0.1929901670664549, 0.18967041606083512]"
(fold max 0 (filter (curry le (apply pred_int input-img)) (map_imgs pred_int input-list))),,standard,LearnSy,FAIL,1.950137082953006,19.070869290968403,312,4,100,448,7.330357142857143,2.5057471264367814,14,"[7.2587445001117885, 1.212668125052005, 1.1499986669514328, 1.136490250006318, 1.1242875000461936, 1.1215006250422448, 0.4453850828576833, 0.44074754207395017, 0.0601303749717772, 0.060678666923195124, 0.059291332960128784, 0.05921695800498128, 0.058318583061918616, 0.05697949999012053]"
(fold plus 0 (map (curry mult 6) (map_imgs pred_int input-list))),,standard,LearnSy,True,1.8989893749821931,5.752903250046074,24,19,100,448,7.330357142857143,2.5057471264367814,1,[0.14554633293300867]
(fold plus 0 (filter (curry ge 2) (map_imgs pred_int input-list))),,standard,LearnSy,FAIL,2.0007240830454975,8.19041599985212,79,4,100,448,7.330357142857143,2.5057471264367814,2,"[2.081205500056967, 1.30919412500225]"
(length (filter (curry ge (apply pred_int input-img)) (map (curry plus 4) (map_imgs pred_int input-list)))),,standard,LearnSy,True,2.0232714999001473,185.035027124919,3194,1,100,448,7.330357142857143,2.5057471264367814,30,"[7.301183790899813, 7.954563540872186, 7.535022834083065, 8.17814891715534, 7.988089916994795, 7.648793250089511, 7.750062375096604, 7.761527749942616, 7.314373624976724, 7.924132291926071, 7.692559750052169, 7.5066037501674145, 7.629545332863927, 7.39942124998197, 7.349423457868397, 7.882128125056624, 7.020023292163387, 7.3072451669722795, 7.455123959109187, 7.2113096250686795, 7.1897045420482755, 7.08873095898889, 6.761736209038645, 7.258020665962249, 0.00491070793941617, 0.0041017921175807714, 0.0038512919563800097, 0.0040311249904334545, 0.004004708956927061, 0.0021430421620607376]"
(length (filter (curry ge (apply pred_int input-img)) (filter (curry le 7) (map_imgs pred_int input-list)))),,standard,LearnSy,True,1.9699437920935452,22.342073417035863,283,1,100,448,7.330357142857143,2.5057471264367814,3,"[7.2209226249251515, 10.272498124977574, 0.004174083936959505]"
(length (filter (curry ge 2) (map_imgs pred_int input-list))),,standard,LearnSy,True,1.931363832904026,31.84678433299996,3019,71,100,448,7.330357142857143,2.5057471264367814,10,"[7.376485791988671, 7.890749207930639, 1.169735792092979, 1.1552765830419958, 1.1387706249952316, 1.1648183749057353, 1.122339416993782, 1.1087222078349441, 1.0944597499910742, 1.0885382909327745]"
(fold plus 0 (map (curry mult (apply pred_int input-img)) (map_imgs pred_int input-list))),,standard,LearnSy,True,1.9335902910679579,5.304024250013754,10,7,100,448,7.330357142857143,2.5057471264367814,7,"[0.03505666693672538, 0.021397833013907075, 0.022111207945272326, 0.02132054208777845, 0.021331374999135733, 0.020844124956056476, 0.020846416940912604]"
(fold max 0 (map (curry plus (apply pred_int input-img)) (map_imgs pred_int input-list))),,standard,LearnSy,FAIL,1.9248091659974307,148.1598500830587,186,4,100,448,7.330357142857143,2.5057471264367814,30,"[12.924982541939244, 5.400965832872316, 5.3577050000894815, 5.236762375105172, 5.179468417074531, 5.089520291890949, 4.956405708100647, 4.833455458050594, 4.826408124994487, 4.726440249942243, 4.733950459165499, 4.679731375072151, 4.648673250107095, 4.514216040959582, 4.515000624815002, 4.506793708074838, 4.44799391599372, 4.340448083123192, 4.345190333900973, 4.210123124998063, 4.236802249914035, 4.214507166063413, 4.11022595805116, 4.0441140830516815, 3.998357375152409, 3.926328916102648, 3.9129734998568892, 3.8647290831431746, 3.822251999983564, 3.766664625145495]"
(length (filter (curry ge 4) (map_imgs pred_int input-list))),,standard,LearnSy,FAIL,2.0392590411938727,6.769869583193213,74,4,100,448,7.330357142857143,2.5057471264367814,2,"[1.1193567081354558, 0.8373586251400411]"
(fold max 0 (map (curry plus 5) (map_imgs pred_int input-list))),,standard,LearnSy,FAIL,1.8955604578368366,4.785096124978736,6,4,100,448,7.330357142857143,2.5057471264367814,1,[0.01029779203236103]
(length (filter (curry ge 5) (map_imgs pred_int input-list))),,standard,LearnSy,True,1.9318326250649989,23.147425208007917,193,59,100,448,7.330357142857143,2.5057471264367814,2,"[8.758974290918559, 7.449358291924]"
(length (filter (curry ge 3) (map_imgs pred_int input-list))),,standard,LearnSy,True,1.9440513339359313,15.701900624902919,81,60,100,448,7.330357142857143,2.5057471264367814,10,"[1.104556875070557, 1.0487709580920637, 0.8319996669888496, 0.8233020841144025, 0.8249518750235438, 0.8102685830090195, 0.7996368340682238, 0.8046171248424798, 0.7968905831221491, 0.7791987909004092]"
(length (filter (curry le (apply pred_int input-img)) (map (curry plus 2) (map_imgs pred_int input-list)))),,standard,LearnSy,True,2.0075364590156823,25.70460837497376,5193,1,100,448,7.330357142857143,2.5057471264367814,6,"[10.109554040944204, 10.700996625004336, 0.01143029099330306, 0.0013757089618593454, 0.0013902080245316029, 0.0013984590768814087]"
(length (filter (curry le (apply pred_int input-img)) (map (curry plus 1) (map_imgs pred_int input-list)))),,standard,LearnSy,True,1.9207966250833124,37.70242662518285,1526,1,100,448,7.330357142857143,2.5057471264367814,3,"[11.07206895807758, 10.80883233412169, 10.941994457971305]"
(fold plus 1 (map (curry max 8) (filter (curry ge 4) (map_imgs pred_int input-list)))),,standard,LearnSy,True,2.0616236249916255,4.9702097091358155,19,1,100,448,7.330357142857143,2.5057471264367814,1,[0.1238771250937134]
(fold plus 0 (filter (curry le (apply pred_int input-img)) (map_imgs pred_int input-list))),,standard,LearnSy,False,1.926503290887922,5.016705333953723,22,1,100,448,7.330357142857143,2.5057471264367814,1,[0.15822666697204113]
(fold mult 1 (map (curry max 1) (map_imgs pred_int input-list))),,standard,LearnSy,True,1.8986112920101732,22.581764083821326,179,43,100,448,7.330357142857143,2.5057471264367814,9,"[8.115024375030771, 0.999460541876033, 0.9959937499370426, 0.9790114590432495, 0.9817522920202464, 0.9757202919572592, 0.9613500840496272, 0.9454522500745952, 0.957204916048795]"
(fold mult 1 (filter (curry ge 2 ) (filter (curry le 4) (map_imgs pred_int input-list)))),,standard,LearnSy,True,1.9413801659829915,5.563513083849102,38,6,100,448,7.330357142857143,2.5057471264367814,1,[0.45481499982997775]
(fold plus 0 (map (curry mult 3) (map_imgs pred_int input-list))),,standard,LearnSy,FAIL,1.888475792016834,4.761982082854956,0,4,100,448,7.330357142857143,2.5057471264367814,0,[]
(length (filter (curry ge 1) (filter (curry le 9) (map_imgs pred_int input-list)))),,standard,LearnSy,FAIL,1.9841635420452803,88.04797420813702,3930,4,100,448,7.330357142857143,2.5057471264367814,30,"[7.145534666022286, 5.582709207898006, 5.459157708100975, 5.34308158303611, 5.331750540994108, 5.245255584130064, 5.223924499936402, 2.282019999809563, 2.2838634999934584, 2.1094725001603365, 2.0638770419172943, 2.0401296250056475, 2.0263263748493046, 2.027067125076428, 2.002347916830331, 1.986409375211224, 1.965922374976799, 1.9611349999904633, 2.103484791936353, 1.8492847089655697, 1.799059165874496, 1.8245380418375134, 1.7778845408465713, 1.7842914999928325, 1.7448186250403523, 1.692820040974766, 1.678180875023827, 1.6797788748517632, 1.6412597501184791, 1.6084408748429269]"
(fold plus 0 (filter (curry ge 3) (map_imgs pred_int input-list))),,standard,LearnSy,FAIL,1.9581180419772863,4.7982807089574635,3,4,100,448,7.330357142857143,2.5057471264367814,1,[0.0034897089935839176]
(length (filter (curry ge 3) (map (curry plus 1) (map_imgs pred_int input-list)))),,standard,LearnSy,True,1.9606451250147074,74.58649954199791,242,71,100,448,7.330357142857143,2.5057471264367814,15,"[9.246610709000379, 9.150725916028023, 4.0082591669633985, 3.9556370419450104, 3.941172916907817, 3.9039368748199195, 3.8559224589262158, 3.806296082912013, 3.791009249864146, 3.761754458071664, 3.616147582884878, 3.5502304579131305, 3.5619383330922574, 3.4983794160652906, 3.5004397919401526]"
(fold plus 0 (map (curry plus 2) (map (curry mult (apply pred_int input-img)) (map_imgs pred_int input-list)))),,standard,LearnSy,True,1.9424926249776036,5.1489882920868695,8,7,100,448,7.330357142857143,2.5057471264367814,1,[0.024139625020325184]
(fold max 0 (filter (curry le 9) (map_imgs pred_int input-list))),,standard,LearnSy,FAIL,1.9899463329929858,321.672027207911,1527,4,100,448,7.330357142857143,2.5057471264367814,34,"[11.227939541917294, 10.844093875028193, 10.620882999850437, 10.565110458061099, 10.547317958902568, 10.499040582915768, 10.378925916040316, 10.11158737493679, 10.16531770909205, 9.96106354217045, 9.967605917016044, 9.926000957842916, 9.868209791835397, 9.72131925006397, 9.648135958006606, 9.336074582999572, 9.404874166939408, 9.337371583096683, 9.039834042079747, 9.034963249927387, 8.86782033299096, 8.76210237503983, 8.85251008416526, 8.73701654188335, 8.612940665800124, 8.477514541009441, 8.421601791167632, 8.211395875085145, 8.182847625110298, 8.086057292064652, 7.952571332920343, 7.930726582882926, 7.884489041054621, 7.686062083113939]"
(fold max 0 (filter (curry le (apply pred_int input-img)) (map (curry mult 5) (map_imgs pred_int input-list)))),,standard,LearnSy,FAIL,2.0220914999954402,256.75943991704844,4909,4,100,448,7.330357142857143,2.5057471264367814,57,"[10.107694040983915, 11.318590499926358, 10.495976417092606, 10.606945916078985, 10.683572957990691, 11.04535908298567, 10.432925499975681, 10.58613379090093, 10.705036292085424, 10.169075540965423, 10.873133874963969, 10.733440417097881, 10.432482708012685, 10.617373457876965, 10.441235875012353, 10.592971249949187, 10.285454749828205, 10.291194542078301, 10.406554040964693, 10.46005754196085, 10.125175792025402, 9.879874916980043, 10.173233499983326, 10.262115083867684, 0.009872667025774717, 0.00222566700540483, 0.0023787920363247395, 0.0023837920743972063, 0.0033484171144664288, 0.005176041973754764, 0.0069201248697936535, 0.005423292052000761, 0.003487042151391506, 0.0032852909062057734, 0.0035458749625831842, 0.004079374950379133, 0.0058916250709444284, 0.006393832853063941, 0.005192124983295798, 0.004119958030059934, 0.007257250137627125, 0.004790958017110825, 0.005340375006198883, 0.006004916969686747, 0.006142334081232548, 0.003462292021140456, 0.0031818330753594637, 0.003786499844864011, 0.0031649169977754354, 0.0030859580729156733, 0.00313625019043684, 0.0030338328797370195, 0.003622916992753744, 0.008189625106751919, 0.011498125037178397, 0.006688249995931983, 0.012117417063564062]"
(length (filter (curry le 5) (map (curry plus 1) (map_imgs pred_int input-list)))),,standard,SampleSy,False,2.0597618750762194,0.8506738331634551,460,64,100,448,7.330357142857143,2.5057471264367814,2,"[0.3546190410852432, 0.19653954193927348]"
(fold max 0  (map (curry plus (apply pred_int input-img)) (filter (curry le 8) (map_imgs pred_int input-list)))),,standard,SampleSy,False,1.9097609999589622,0.31352404202334583,153,1,100,448,7.330357142857143,2.5057471264367814,1,[0.3133738748729229]
(fold plus 0 (map (curry plus (apply pred_int input-img)) (filter (curry le 6) (map_imgs pred_int input-list)))),,standard,SampleSy,True,1.9173330408520997,0.006594707956537604,3,1,100,448,7.330357142857143,2.5057471264367814,1,[0.0064977919682860374]
(length (filter (curry ge (apply pred_int input-img)) (map (curry mult 2)  (map_imgs pred_int input-list)))),,standard,SampleSy,True,1.9613692909479141,0.3165245000272989,122,1,100,448,7.330357142857143,2.5057471264367814,4,"[0.20964575000107288, 0.09577349992468953, 0.007149375043809414, 0.003818791825324297]"
(fold max 0 (map (curry plus (apply pred_int input-img)) (filter (curry le 2)  (map_imgs pred_int input-list)))),,standard,SampleSy,True,1.9652283750474453,0.06882808287627995,32,1,100,448,7.330357142857143,2.5057471264367814,2,"[0.057482958072796464, 0.011238165898248553]"
(fold plus 0 (filter (curry ge (apply pred_int input-img)) (map_imgs pred_int input-list))),,standard,SampleSy,True,1.969311583088711,0.49745704093948007,215,7,100,448,7.330357142857143,2.5057471264367814,2,"[0.4100145420525223, 0.05302779213525355]"
(fold mult 1 (filter (curry le (apply pred_int input-img)) (map (curry mult 3) (map_imgs pred_int input-list)))),,standard,SampleSy,True,1.9064394999295473,0.7916171250399202,1730,1,100,448,7.330357142857143,2.5057471264367814,3,"[0.4325796249322593, 0.3529518749564886, 0.005941542098298669]"
(length (filter (curry le 8) (filter (curry ge 8) (map_imgs pred_int input-list)))),,standard,SampleSy,False,1.9438818751368672,0.90676120785065,330,1,100,448,7.330357142857143,2.5057471264367814,3,"[0.3484665839932859, 0.21464491682127118, 0.34350462490692735]"
(fold plus (apply pred_int input-img) (filter (curry ge (apply pred_int input-img)) (map_imgs pred_int input-list))),,standard,SampleSy,False,1.944311625091359,0.15894745802506804,79,2,100,448,7.330357142857143,2.5057471264367814,1,[0.15271916589699686]
(fold plus 0 (map (curry mult 2) (map_imgs pred_int input-list))),,standard,SampleSy,True,1.9233822920359671,0.10894625005312264,22,13,100,448,7.330357142857143,2.5057471264367814,1,[0.046624792041257024]
(fold max (apply pred_int input-img) (filter (curry ge 5) (map_imgs pred_int input-list))),,standard,SampleSy,False,2.039760832907632,0.7756922910921276,140,43,100,448,7.330357142857143,2.5057471264367814,2,"[0.266507999971509, 0.29129737499170005]"
(fold plus 0 (map (curry plus (apply pred_int input-img)) (map_imgs pred_int input-list))),,standard,SampleSy,True,1.9041644160170108,0.05942904110997915,12,6,100,448,7.330357142857143,2.5057471264367814,1,[0.030845625093206763]
(length (filter (curry le (apply pred_int input-img)) (map_imgs pred_int input-list))),,standard,SampleSy,FAIL,1.9733162499032915,0.09524699999019504,42,4,100,448,7.330357142857143,2.5057471264367814,3,"[0.08171316608786583, 0.00972712505608797, 0.003718166844919324]"
(fold mult 1 (map (curry mult 7) (map_imgs pred_int input-list))),,standard,SampleSy,True,1.9057271669153124,0.10177487484179437,26,10,100,448,7.330357142857143,2.5057471264367814,1,[0.054552749963477254]
(length (filter (curry ge 4) (filter (curry le 8) (map_imgs pred_int input-list)))),,standard,SampleSy,True,1.9401468329597265,0.5192583750467747,276,2,100,448,7.330357142857143,2.5057471264367814,3,"[0.31066720793023705, 0.19871008396148682, 0.005238875048235059]"
(fold max 0 (filter (curry le 2) (map_imgs pred_int input-list))),,standard,SampleSy,False,1.92670474993065,0.05960137490183115,23,2,100,448,7.330357142857143,2.5057471264367814,2,"[0.04141933401115239, 0.013321541016921401]"
(fold plus 0 (filter (curry ge 8) (map_imgs pred_int input-list))),,standard,SampleSy,True,2.014144374988973,1.4061947921290994,5191,41,100,448,7.330357142857143,2.5057471264367814,4,"[0.6409129998646677, 0.3571748328395188, 0.15038187499158084, 0.07453958410769701]"
(fold max 0 (map (curry mult 2) (map_imgs pred_int input-list))),,standard,SampleSy,FAIL,1.9486145831178874,0.27933908300474286,146,4,100,448,7.330357142857143,2.5057471264367814,1,[0.2792502499651164]
(fold max 0 (map (curry mult 2) (filter (curry ge 5) (map_imgs pred_int input-list)))),,standard,SampleSy,FAIL,1.945682791993022,0.039376625092700124,21,4,100,448,7.330357142857143,2.5057471264367814,1,[0.039320999989286065]
(length (filter (curry ge 1) (map_imgs pred_int input-list))),,standard,SampleSy,True,1.9639648329466581,1.6428564169909805,3299,94,100,448,7.330357142857143,2.5057471264367814,3,"[0.5093769999220967, 0.3489965829066932, 0.324518958106637]"
(fold mult 1 (map_imgs pred_int input-list)),,standard,SampleSy,FAIL,1.9151894999668002,0.7514803749509156,791,4,100,448,7.330357142857143,2.5057471264367814,2,"[0.41150716692209244, 0.33983674994669855]"
(fold max 0 (map_imgs pred_int input-list)),,standard,SampleSy,FAIL,2.0317163749132305,0.16414466686546803,97,4,100,448,7.330357142857143,2.5057471264367814,1,[0.16409191698767245]
(length (filter (curry ge (apply pred_int input-img)) (map_imgs pred_int input-list))),,standard,SampleSy,FAIL,1.9388363750185817,0.32989383302628994,101,4,100,448,7.330357142857143,2.5057471264367814,3,"[0.17721258290112019, 0.08285145903937519, 0.06975616584531963]"
(length (filter (curry le 0) (map_imgs pred_int input-list))),,standard,SampleSy,True,1.999483749968931,1.0626857080496848,129,115,100,448,7.330357142857143,2.5057471264367814,2,"[0.21565416594967246, 0.3420533749740571]"
(fold max 0 (filter (curry ge 5) (map_imgs pred_int input-list))),,standard,SampleSy,False,2.094559541903436,0.9168391670100391,671,1,100,448,7.330357142857143,2.5057471264367814,4,"[0.37494708388112485, 0.3078004999551922, 0.14898274978622794, 0.08489641710184515]"
(fold max 0 (filter (curry le (apply pred_int input-img)) (map_imgs pred_int input-list))),,standard,SampleSy,FAIL,1.9060122908558697,0.36511191609315574,312,4,100,448,7.330357142857143,2.5057471264367814,1,[0.3650505000259727]
(fold plus 0 (map (curry mult 6) (map_imgs pred_int input-list))),,standard,SampleSy,True,1.934738541021943,0.18636095803231,24,19,100,448,7.330357142857143,2.5057471264367814,1,[0.09245391609147191]
(fold plus 0 (filter (curry ge 2) (map_imgs pred_int input-list))),,standard,SampleSy,FAIL,2.0122699581552297,0.1568333338946104,79,4,100,448,7.330357142857143,2.5057471264367814,2,"[0.15019791689701378, 0.0065466659143567085]"
