GT Program,Benchmark Info,Semantics,Question Selector,Correct?,Initial Synthesis Time,Active Learning Time,Initial Program Space Size,Final Program Space Size,Input Space Size,Question Space Size,Avg. Answer Space Size per Question,Avg. Prediction Set Size,# Rounds,Time Per Round
(fold max (apply pred_int input-img) (filter (curry ge 5) (map_imgs pred_int input-list))),,standard,LearnSy,True,2.0662068750243634,178.5906988750212,2811,31,100,448,7.330357142857143,2.5057471264367814,26,"[13.621408417122439, 11.778318000026047, 11.559817041968927, 11.585999832954258, 11.319185166852549, 11.31261929194443, 11.216259374981746, 11.2503777500242, 11.079468291951343, 10.884836457902566, 11.037339500151575, 10.730882291914895, 10.604929583147168, 10.5370043751318, 1.4143338329158723, 1.1965173329226673, 1.1878745001740754, 1.1676712499465793, 1.1563419590238482, 1.1490537079516798, 1.1273077500518411, 1.1232792499940842, 1.1060264171101153, 1.097219250164926, 1.0926488328259438, 1.0696216668002307]"
(fold plus 0 (map (curry plus (apply pred_int input-img)) (map_imgs pred_int input-list))),,standard,LearnSy,FAIL,1.9564284589141607,4.8118509580381215,0,4,100,448,7.330357142857143,2.5057471264367814,0,[]
(length (filter (curry le (apply pred_int input-img)) (map_imgs pred_int input-list))),,standard,LearnSy,True,1.9062283330131322,18.24573183292523,1772,6,100,448,7.330357142857143,2.5057471264367814,23,"[11.244845792185515, 1.1587138331960887, 0.04806737508624792, 0.045230374904349446, 0.04494016687385738, 0.044833416817709804, 0.044372292002663016, 0.0440507500898093, 0.04394408408552408, 0.04369120881892741, 0.04386933404020965, 0.043029458029195666, 0.04285375005565584, 0.04260391602292657, 0.04275624989531934, 0.04242583294399083, 0.04200441692955792, 0.0422997921705246, 0.04162900010123849, 0.03377708303742111, 0.014128250069916248, 0.014040709007531404, 0.014175500022247434]"
(fold mult 1 (map (curry mult 7) (map_imgs pred_int input-list))),,standard,LearnSy,True,2.1558717091102153,5.2419933748897165,10,10,100,448,7.330357142857143,2.5057471264367814,0,[]
(length (filter (curry ge 4) (filter (curry le 8) (map_imgs pred_int input-list)))),,standard,LearnSy,True,1.968051791889593,4.999219499994069,22,2,100,448,7.330357142857143,2.5057471264367814,2,"[0.13005858310498297, 0.005751291988417506]"
(fold max 0 (filter (curry le 2) (map_imgs pred_int input-list))),,standard,LearnSy,True,1.9454779999796301,91.49067516694777,1349,26,100,448,7.330357142857143,2.5057471264367814,12,"[12.453229374950752, 12.092743791174144, 12.373984625097364, 12.132651082938537, 11.946348791942, 11.797367583028972, 11.716910166898742, 0.2805965421721339, 0.22197862504981458, 0.22136450000107288, 0.2194011250976473, 0.21867650002241135]"
(fold plus 0 (filter (curry ge 8) (map_imgs pred_int input-list))),,standard,LearnSy,FAIL,2.054991540964693,51.154387374874204,293,4,100,448,7.330357142857143,2.5057471264367814,30,"[11.551353333052248, 11.566461957991123, 9.72104770806618, 1.7870957918930799, 0.5111403751652688, 0.4993331248406321, 0.4908137919846922, 0.4899322499986738, 0.4846652920823544, 0.4777922499924898, 0.47519095800817013, 0.47221566596999764, 0.4671637499704957, 0.46039691590704024, 0.4574318330269307, 0.4560794171411544, 0.44994574994780123, 0.4447217080742121, 0.4432287090457976, 0.43492641602642834, 0.43395916698500514, 0.44210012489929795, 0.42800295795314014, 0.4212447090540081, 0.41955391690135, 0.4147878331132233, 0.42585674999281764, 0.4225795001257211, 0.4098428329452872, 0.4013419169932604]"
(fold max 0 (map (curry mult 2) (map_imgs pred_int input-list))),,standard,LearnSy,FAIL,2.02201283397153,321.7308659169357,423,4,100,448,7.330357142857143,2.5057471264367814,30,"[11.704542167019099, 12.163885249989107, 12.107945250114426, 12.033409500028938, 11.904051417019218, 11.700297083007172, 11.644029375165701, 11.442259916104376, 11.409020292107016, 11.22144191688858, 11.0910837079864, 10.971554042072967, 10.92322695814073, 10.79994620801881, 10.692118833074346, 10.543614458991215, 10.447873292025179, 10.310582290869206, 10.136482916073874, 10.023067416856065, 9.923880249960348, 9.757240166887641, 9.642877749865875, 9.572652207920328, 9.454879999859259, 9.254637790843844, 9.223101084120572, 9.060597208095714, 8.928652041824535, 8.845758874900639]"
(fold max 0 (map (curry mult 2) (filter (curry ge 5) (map_imgs pred_int input-list)))),,standard,LearnSy,True,1.971278291894123,5.333025458035991,26,2,100,448,7.330357142857143,2.5057471264367814,26,"[0.21665449999272823, 0.029049667064100504, 0.028930958127602935, 0.029872208135202527, 0.02854670793749392, 0.029007582925260067, 0.024047750048339367, 0.010874832980334759, 0.0020382909569889307, 0.0021256248001009226, 0.0022172501776367426, 0.0021056251134723425, 0.0021626250818371773, 0.002175958128646016, 0.0022314998786896467, 0.002257874934002757, 0.002344916807487607, 0.002404249971732497, 0.0025237498339265585, 0.0024658329784870148, 0.0024779171217232943, 0.0024791669566184282, 0.002530875150114298, 0.0025605419650673866, 0.0026560418773442507, 0.0028372080996632576]"
(length (filter (curry ge 1) (map_imgs pred_int input-list))),,standard,LearnSy,FAIL,1.9836561661213636,15.3974935838487,3258,4,100,448,7.330357142857143,2.5057471264367814,5,"[7.198059207992628, 0.8564744999166578, 0.8457577498629689, 0.8418341670185328, 0.8255329579114914]"
(fold mult 1 (map_imgs pred_int input-list)),,standard,LearnSy,True,1.8978765001520514,34.94890237506479,244,31,100,448,7.330357142857143,2.5057471264367814,16,"[11.397341749863699, 1.441185292089358, 1.403869790956378, 1.4025264999363571, 1.388567249989137, 1.4082810410764068, 1.363794749835506, 1.3434970418456942, 1.3351162502076477, 1.3240328337997198, 1.3181289578787982, 1.2952464998234063, 1.2930652080103755, 0.3774612909182906, 0.3711288331542164, 0.3640137920156121]"
(fold max 0 (map_imgs pred_int input-list)),,standard,LearnSy,FAIL,2.06433237507008,361.11905245808885,4440,4,100,448,7.330357142857143,2.5057471264367814,39,"[11.059632583055645, 10.929125166963786, 11.114019875181839, 10.930943582905456, 11.262241834076121, 10.834746582899243, 10.913122583879158, 10.627873708028346, 10.844861374935135, 10.391246709041297, 10.701662041945383, 10.418944375123829, 10.332254457985982, 10.442568541970104, 10.036860874854028, 9.596374749904498, 9.535161332925782, 9.371874041156843, 9.263328457949683, 9.254186917096376, 9.302027917001396, 9.066667958861217, 8.924596792086959, 8.90637333295308, 8.808528000023216, 8.648756542010233, 8.661438834154978, 7.761510708136484, 7.542081957915798, 7.581522874999791, 7.540571166900918, 7.3263032080139965, 7.135865750024095, 7.0488882921636105, 7.137078833999112, 6.883269082987681, 6.846372709143907, 6.763778416905552, 6.554140042047948]"
(length (filter (curry ge (apply pred_int input-img)) (map_imgs pred_int input-list))),,standard,LearnSy,True,2.0810046249534935,15.362843916984275,4869,6,100,448,7.330357142857143,2.5057471264367814,23,"[9.76936529087834, 0.08474387507885695, 0.032315833028405905, 0.030922167003154755, 0.030666083097457886, 0.03011345909908414, 0.030171291902661324, 0.029716917080804706, 0.030318083940073848, 0.02953237504698336, 0.029514417052268982, 0.03490245807915926, 0.01393258385360241, 0.013902250211685896, 0.014108166797086596, 0.013932208064943552, 0.013737166998907924, 0.01392608298920095, 0.013837208040058613, 0.013839500024914742, 0.013765458017587662, 0.013938917079940438, 0.013791791861876845]"
(length (filter (curry le 0) (map_imgs pred_int input-list))),,standard,LearnSy,True,2.000849333126098,79.29457529098727,4845,115,100,448,7.330357142857143,2.5057471264367814,19,"[9.729978250106797, 8.259045124985278, 3.3578368751332164, 3.2938146248925477, 3.3000674578361213, 3.241698290919885, 3.216572416946292, 3.203070000046864, 3.1226860829629004, 3.0863355421461165, 3.082219624891877, 3.0350097499322146, 2.9942254999186844, 2.968891334021464, 2.9260496250353754, 2.9032871660310775, 2.8784580000210553, 2.864098000107333, 2.801567291840911]"
(fold max 0 (filter (curry ge 5) (map_imgs pred_int input-list))),,standard,LearnSy,True,1.9534505000337958,19.905876457924023,249,29,100,448,7.330357142857143,2.5057471264367814,2,"[13.646967916982248, 0.2507818329613656]"
(fold max 0 (filter (curry le (apply pred_int input-img)) (map_imgs pred_int input-list))),,standard,LearnSy,FAIL,2.060527916997671,6.537612208165228,51,4,100,448,7.330357142857143,2.5057471264367814,15,"[0.7591005000285804, 0.11977554205805063, 0.08584945811890066, 0.08542879205197096, 0.08487391704693437, 0.08360995794646442, 0.084457625169307, 0.05472779204137623, 0.050841167103499174, 0.05024741613306105, 0.049594208132475615, 0.05002883402630687, 0.0495237500872463, 0.049272082978859544, 0.048980334075167775]"
(fold plus 0 (map (curry mult 6) (map_imgs pred_int input-list))),,standard,LearnSy,True,1.9322196249850094,5.797622583108023,24,19,100,448,7.330357142857143,2.5057471264367814,1,[0.1462440409231931]
(fold plus 0 (filter (curry ge 2) (map_imgs pred_int input-list))),,standard,LearnSy,True,1.9824995000381023,20.793330082902685,610,17,100,448,7.330357142857143,2.5057471264367814,9,"[12.2553060001228, 0.43098212499171495, 0.3801448750309646, 0.37837545899674296, 0.37418695795349777, 0.37306429212912917, 0.36859320802614093, 0.3639159589074552, 0.3605788750573993]"
(length (filter (curry ge (apply pred_int input-img)) (map (curry plus 4) (map_imgs pred_int input-list)))),,standard,LearnSy,True,2.0175177499186248,203.6688017079141,2524,1,100,448,7.330357142857143,2.5057471264367814,32,"[7.910193999996409, 8.011627041967586, 7.681616000132635, 8.142314000055194, 8.020432875026017, 7.832463790895417, 7.237993499962613, 7.540102291852236, 7.179236749885604, 7.851179709192365, 7.502092833165079, 7.384290541987866, 7.455106041859835, 7.359965707873926, 7.348232582909986, 7.433406249852851, 7.033037875080481, 7.20320100011304, 7.171345416922122, 7.062009957851842, 7.057663000188768, 7.023659458151087, 6.716892292024568, 7.174792249919847, 6.9345410000532866, 6.804070041049272, 6.734808124834672, 0.0051318330224603415, 0.00388187519274652, 0.003871541004627943, 0.003980041015893221, 0.002274458995088935]"
(length (filter (curry ge (apply pred_int input-img)) (filter (curry le 7) (map_imgs pred_int input-list)))),,standard,LearnSy,True,1.9964015420991927,10.45655129197985,166,1,100,448,7.330357142857143,2.5057471264367814,5,"[5.104082416975871, 0.4953479168470949, 0.0031795830000191927, 0.0031730420887470245, 0.003103791968896985]"
(length (filter (curry ge 2) (map_imgs pred_int input-list))),,standard,LearnSy,True,1.956972915912047,30.723710415884852,318,71,100,448,7.330357142857143,2.5057471264367814,7,"[6.7401334589812905, 7.555267333984375, 1.8341579579282552, 1.8114208329934627, 1.79041524999775, 1.757429959019646, 1.7381535419262946]"
(fold plus 0 (map (curry mult (apply pred_int input-img)) (map_imgs pred_int input-list))),,standard,LearnSy,True,1.9573448339942843,5.48321070894599,23,7,100,448,7.330357142857143,2.5057471264367814,7,"[0.16941899992525578, 0.02163900015875697, 0.021350707858800888, 0.020969624863937497, 0.020972624886780977, 0.02059162501245737, 0.020615541841834784]"
(fold max 0 (map (curry plus (apply pred_int input-img)) (map_imgs pred_int input-list))),,standard,LearnSy,FAIL,1.9672653749585152,394.69472420797683,298,4,100,448,7.330357142857143,2.5057471264367814,31,"[15.12204054207541, 14.92679649987258, 14.633215625071898, 14.30590824992396, 15.517969749867916, 15.317587916040793, 15.047383500030264, 14.674565291963518, 14.423497749958187, 14.35589341702871, 14.354436042020097, 14.16822116705589, 13.888935249997303, 13.701570292003453, 13.585661957971752, 13.384214166086167, 13.800314542138949, 13.110793499974534, 13.001406541094184, 10.530689041828737, 10.61840712488629, 10.399774000048637, 10.10250783385709, 10.027870041783899, 10.080765874823555, 9.75014620902948, 9.634327333886176, 9.531415667152032, 9.3934927911032, 9.218289459124207, 9.246103417128325]"
(length (filter (curry ge 4) (map_imgs pred_int input-list))),,standard,LearnSy,True,1.9103637910448015,46.03987937490456,1431,58,100,448,7.330357142857143,2.5057471264367814,11,"[11.326615125173703, 11.051591166993603, 3.3165617079939693, 3.2603158329147846, 3.218344833003357, 3.199263042071834, 0.7380880420096219, 0.7382454159669578, 0.7312117079272866, 0.7247949577867985, 0.7199398749507964]"
(fold max 0 (map (curry plus 5) (map_imgs pred_int input-list))),,standard,LearnSy,FAIL,2.0068298750557005,6.678964666090906,82,4,100,448,7.330357142857143,2.5057471264367814,1,[1.8818528749980032]
(length (filter (curry ge 5) (map_imgs pred_int input-list))),,standard,LearnSy,FAIL,2.0000600409694016,4.769590749870986,0,4,100,448,7.330357142857143,2.5057471264367814,0,[]
(length (filter (curry ge 3) (map_imgs pred_int input-list))),,standard,LearnSy,True,1.9284318750724196,29.53134983405471,193,60,100,448,7.330357142857143,2.5057471264367814,4,"[8.653437500121072, 7.42085966700688, 3.2201511249877512, 3.1640791660174727]"
(length (filter (curry le (apply pred_int input-img)) (map (curry plus 2) (map_imgs pred_int input-list)))),,standard,LearnSy,True,1.9642731251660734,4.949930625036359,17,1,100,448,7.330357142857143,2.5057471264367814,11,"[0.057830250123515725, 0.005834250012412667, 0.006116250064224005, 0.00582179194316268, 0.0013776661362498999, 0.0013982919044792652, 0.0014251249376684427, 0.001579084200784564, 0.001477499958127737, 0.0015000421553850174, 0.0015422080177813768]"
(length (filter (curry le (apply pred_int input-img)) (map (curry plus 1) (map_imgs pred_int input-list)))),,standard,LearnSy,True,1.9969589579850435,24.079558458179235,5193,1,100,448,7.330357142857143,2.5057471264367814,3,"[10.072413959074765, 7.572414792142808, 1.596491958014667]"
(fold plus 1 (map (curry max 8) (filter (curry ge 4) (map_imgs pred_int input-list)))),,standard,LearnSy,True,1.9427696249913424,4.859395083971322,5,1,100,448,7.330357142857143,2.5057471264367814,1,[0.010038707870990038]
(fold plus 0 (filter (curry le (apply pred_int input-img)) (map_imgs pred_int input-list))),,standard,LearnSy,FAIL,1.9704734168481082,14.674907209118828,166,4,100,448,7.330357142857143,2.5057471264367814,15,"[7.908044832991436, 0.9711600409355015, 0.37724320916458964, 0.0550285829231143, 0.05159833305515349, 0.051556667080149055, 0.052003208082169294, 0.0501955000218004, 0.050792875001206994, 0.05043729208409786, 0.04924837499856949, 0.04924037493765354, 0.05018579191528261, 0.04852595808915794, 0.048442000057548285]"
(fold mult 1 (map (curry max 1) (map_imgs pred_int input-list))),,standard,LearnSy,FAIL,1.8782807500101626,4.79776274994947,0,4,100,448,7.330357142857143,2.5057471264367814,0,[]
(fold mult 1 (filter (curry ge 2 ) (filter (curry le 4) (map_imgs pred_int input-list)))),,standard,LearnSy,True,1.9236714160069823,37.02223391691223,1710,6,100,448,7.330357142857143,2.5057471264367814,8,"[10.769582249922678, 12.656468624947593, 1.9560747498180717, 1.933348000049591, 1.924089499982074, 1.9097697499673814, 0.41102141700685024, 0.4081672918982804]"
(fold plus 0 (map (curry mult 3) (map_imgs pred_int input-list))),,standard,LearnSy,True,1.9603539579547942,5.835557958111167,20,14,100,448,7.330357142857143,2.5057471264367814,7,"[0.10416899994015694, 0.05423795897513628, 0.05403512506745756, 0.05397829180583358, 0.05276358313858509, 0.053251042030751705, 0.05329370801337063]"
(length (filter (curry ge 1) (filter (curry le 9) (map_imgs pred_int input-list)))),,standard,LearnSy,False,1.9747205420862883,14.527147916844115,2775,51,100,448,7.330357142857143,2.5057471264367814,1,[7.652907500043511]
(fold plus 0 (filter (curry ge 3) (map_imgs pred_int input-list))),,standard,LearnSy,True,2.0177042498253286,17.560497208032757,1320,21,100,448,7.330357142857143,2.5057471264367814,1,[11.829274750081822]
(length (filter (curry ge 3) (map (curry plus 1) (map_imgs pred_int input-list)))),,standard,LearnSy,False,1.9775679998565465,12.174892500042915,166,1,100,448,7.330357142857143,2.5057471264367814,2,"[6.712779333116487, 0.6265689169522375]"
(fold plus 0 (map (curry plus 2) (map (curry mult (apply pred_int input-img)) (map_imgs pred_int input-list)))),,standard,LearnSy,True,1.9042788329534233,5.325569458073005,10,7,100,448,7.330357142857143,2.5057471264367814,7,"[0.0357192091178149, 0.028245292138308287, 0.028285167180001736, 0.027141791069880128, 0.027166542131453753, 0.027116874931380153, 0.026732000056654215]"
(fold max 0 (filter (curry le 9) (map_imgs pred_int input-list))),,standard,LearnSy,FAIL,2.062841792125255,367.8258245829493,9221,4,100,448,7.330357142857143,2.5057471264367814,39,"[12.233125583035871, 12.453443709062412, 11.238528709160164, 11.25038362503983, 11.243937083985656, 11.135679750004783, 10.958623624872416, 10.685226208996028, 10.864528541918844, 10.52686983300373, 10.655869875103235, 10.51047099987045, 10.406819582916796, 10.432051291223615, 10.206360459094867, 9.828835749998689, 9.700511458795518, 9.402673792093992, 9.380725832888857, 9.364908291958272, 9.335704666096717, 9.104930208064616, 9.089504583040252, 9.105496458010748, 8.893512124894187, 8.806763500208035, 8.77620158297941, 8.60645025013946, 7.632736416999251, 7.6155707919970155, 7.484085999894887, 7.434379667043686, 7.1785850001033396, 7.063822417054325, 7.101806250168011, 6.948210750008002, 6.885796624934301, 6.808475500205532, 6.639670208794996]"
(fold max 0 (filter (curry le (apply pred_int input-img)) (map (curry mult 5) (map_imgs pred_int input-list)))),,standard,LearnSy,FAIL,2.0694708328228444,256.04984179185703,10755,4,100,448,7.330357142857143,2.5057471264367814,59,"[11.40219287504442, 11.211911624995992, 11.346788791939616, 10.670863167149946, 10.391394458012655, 10.430600624997169, 10.23006849992089, 10.466552375117317, 10.566062917001545, 10.551359792007133, 10.821869708131999, 10.451811542036012, 10.260333416052163, 10.585975707974285, 10.271185707999393, 10.459170792018995, 9.970783915836364, 10.12288387492299, 9.996580583043396, 10.185389500111341, 10.26668804185465, 9.936982000013813, 10.23630933300592, 10.259828999871388, 0.010108208982273936, 0.0022369998041540384, 0.0023110408801585436, 0.002468584105372429, 0.002342415973544121, 0.002320125000551343, 0.0023708329536020756, 0.00239762500859797, 0.00242620799690485, 0.002624667016789317, 0.0025593331083655357, 0.002508917124941945, 0.0025227919686585665, 0.002567457966506481, 0.0026056249625980854, 0.0026660000439733267, 0.0030465000309050083, 0.0030570828821510077, 0.002916750032454729, 0.002968583023175597, 0.0029097090009599924, 0.0030973339453339577, 0.003057915950194001, 0.0029952500481158495, 0.002924583153799176, 0.0029909168370068073, 0.003028417006134987, 0.0031196249183267355, 0.0033413751516491175, 0.0031190409790724516, 0.0030577080324292183, 0.003127582836896181, 0.003172874916344881, 0.003213374875485897, 0.0033258330076932907]"
(length (filter (curry le 5) (map (curry plus 1) (map_imgs pred_int input-list)))),,standard,SampleSy,False,2.1062934591900557,1.3138897919561714,1970,57,100,448,7.330357142857143,2.5057471264367814,3,"[0.4486155000049621, 0.3332624579779804, 0.2602381659671664]"
(fold max 0  (map (curry plus (apply pred_int input-img)) (filter (curry le 8) (map_imgs pred_int input-list)))),,standard,SampleSy,False,2.0530530409887433,0.4159824592061341,239,2,100,448,7.330357142857143,2.5057471264367814,1,[0.41076354193501174]
(fold plus 0 (map (curry plus (apply pred_int input-img)) (filter (curry le 6) (map_imgs pred_int input-list)))),,standard,SampleSy,True,1.9053555000573397,0.04129120800644159,14,1,100,448,7.330357142857143,2.5057471264367814,2,"[0.034274542005732656, 0.006925292080268264]"
(length (filter (curry ge (apply pred_int input-img)) (map (curry mult 2)  (map_imgs pred_int input-list)))),,standard,SampleSy,True,1.9747970420867205,0.8764102910645306,3617,1,100,448,7.330357142857143,2.5057471264367814,2,"[0.5220179171301425, 0.35426370799541473]"
(fold max 0 (map (curry plus (apply pred_int input-img)) (filter (curry le 2)  (map_imgs pred_int input-list)))),,standard,SampleSy,FAIL,1.915070666000247,0.45476779085583985,1630,4,100,448,7.330357142857143,2.5057471264367814,1,[0.4546832079067826]
(fold plus 0 (filter (curry ge (apply pred_int input-img)) (map_imgs pred_int input-list))),,standard,SampleSy,True,1.9082601249683648,0.0865532080642879,25,7,100,448,7.330357142857143,2.5057471264367814,1,[0.052834542002528906]
(fold mult 1 (filter (curry le (apply pred_int input-img)) (map (curry mult 3) (map_imgs pred_int input-list)))),,standard,SampleSy,FAIL,2.185747249983251,1.5361931670922786,14775,4,100,448,7.330357142857143,2.5057471264367814,2,"[1.1921169999986887, 0.3439759169705212]"
(length (filter (curry le 8) (filter (curry ge 8) (map_imgs pred_int input-list)))),,standard,SampleSy,True,1.9422919999342412,0.15010624984279275,85,2,100,448,7.330357142857143,2.5057471264367814,2,"[0.13569850008934736, 0.00993220810778439]"
(fold plus (apply pred_int input-img) (filter (curry ge (apply pred_int input-img)) (map_imgs pred_int input-list))),,standard,SampleSy,FAIL,1.9056282078381628,0.30023991712369025,165,4,100,448,7.330357142857143,2.5057471264367814,1,[0.30017229192890227]
(fold plus 0 (map (curry mult 2) (map_imgs pred_int input-list))),,standard,SampleSy,FAIL,1.8628242909908295,0.03203237499110401,13,4,100,448,7.330357142857143,2.5057471264367814,1,[0.031984749948605895]
(fold max (apply pred_int input-img) (filter (curry ge 5) (map_imgs pred_int input-list))),,standard,SampleSy,True,2.0583201250992715,1.9870150410570204,2811,31,100,448,7.330357142857143,2.5057471264367814,5,"[0.5507302910555154, 0.4570503330323845, 0.453260957961902, 0.23779191682115197, 0.12892287503927946]"
(fold plus 0 (map (curry plus (apply pred_int input-img)) (map_imgs pred_int input-list))),,standard,SampleSy,FAIL,1.9063547500409186,4.8791058361530304e-05,0,4,100,448,7.330357142857143,2.5057471264367814,0,[]
(length (filter (curry le (apply pred_int input-img)) (map_imgs pred_int input-list))),,standard,SampleSy,True,1.9470454580150545,0.7182087500113994,1772,6,100,448,7.330357142857143,2.5057471264367814,4,"[0.4345327499322593, 0.2047573330346495, 0.0311836670152843, 0.02255450002849102]"
(fold mult 1 (map (curry mult 7) (map_imgs pred_int input-list))),,standard,SampleSy,True,2.054727124981582,0.04771866695955396,10,10,100,448,7.330357142857143,2.5057471264367814,0,[]
(length (filter (curry ge 4) (filter (curry le 8) (map_imgs pred_int input-list)))),,standard,SampleSy,True,1.932571791112423,0.052873499924317,22,2,100,448,7.330357142857143,2.5057471264367814,2,"[0.0353749580681324, 0.012947042006999254]"
(fold max 0 (filter (curry le 2) (map_imgs pred_int input-list))),,standard,SampleSy,True,1.9469928329344839,0.685952499974519,1349,26,100,448,7.330357142857143,2.5057471264367814,2,"[0.41226612497121096, 0.14928887481801212]"
(fold plus 0 (filter (curry ge 8) (map_imgs pred_int input-list))),,standard,SampleSy,True,2.088638166896999,0.744114792207256,293,41,100,448,7.330357142857143,2.5057471264367814,3,"[0.3445191669743508, 0.14790358301252127, 0.07231279206462204]"
(fold max 0 (map (curry mult 2) (map_imgs pred_int input-list))),,standard,SampleSy,FAIL,1.9827320000622422,0.3849435420706868,423,4,100,448,7.330357142857143,2.5057471264367814,1,[0.3848564999643713]
(fold max 0 (map (curry mult 2) (filter (curry ge 5) (map_imgs pred_int input-list)))),,standard,SampleSy,True,1.9050455410033464,0.08750358293764293,26,2,100,448,7.330357142857143,2.5057471264367814,4,"[0.04632316599600017, 0.019608167000114918, 0.010851457947865129, 0.005686582997441292]"
(length (filter (curry ge 1) (map_imgs pred_int input-list))),,standard,SampleSy,FAIL,1.9805218330584466,3.665450165979564,3258,4,100,448,7.330357142857143,2.5057471264367814,4,"[0.5114925422240049, 1.0211383330170065, 1.044254999840632, 1.0883883340284228]"
(fold mult 1 (map_imgs pred_int input-list)),,standard,SampleSy,True,1.9323330409824848,0.699981999816373,244,31,100,448,7.330357142857143,2.5057471264367814,2,"[0.3795091661158949, 0.16669808304868639]"
