GT Program,Benchmark Info,Semantics,Question Selector,Correct?,Initial Synthesis Time,Active Learning Time,Initial Program Space Size,Final Program Space Size,Input Space Size,Question Space Size,Avg. Answer Space Size per Question,Avg. Prediction Set Size,# Rounds,Time Per Round
(fold mult 1 (map_imgs pred_int input-list)),,standard,LearnSy,FAIL,1.8810763750225306,4.804177500074729,0,4,100,448,7.330357142857143,2.5057471264367814,0,[]
(fold max 0 (map_imgs pred_int input-list)),,standard,LearnSy,FAIL,2.0070227498654276,367.7429437909741,3301,4,100,448,7.330357142857143,2.5057471264367814,39,"[11.572733458131552, 11.144537499872968, 11.30717191612348, 11.102927124826238, 11.06793054100126, 11.134902333142236, 10.910049249883741, 10.783023166935891, 10.909314125077799, 10.692056375090033, 10.759199541062117, 10.55255858390592, 10.520323375007138, 10.588572917040437, 10.298910999903455, 10.133947958005592, 9.904700000071898, 9.604313416872174, 9.489070540992543, 9.388640959048644, 9.475959833012894, 9.315058375010267, 9.206339291064069, 9.139270500047132, 9.021862332941964, 8.877636833116412, 8.841115832794458, 7.839889290975407, 7.708980041090399, 7.693283041007817, 7.548402375075966, 7.5029219589196146, 7.2825935408473015, 7.127684084000066, 7.124207499902695, 6.933219208149239, 6.895311624975875, 6.781746832886711, 6.714291375130415]"
(length (filter (curry ge (apply pred_int input-img)) (map_imgs pred_int input-list))),,standard,LearnSy,True,2.031522666104138,5.275362709071487,26,6,100,448,7.330357142857143,2.5057471264367814,1,[0.14915974996984005]
(length (filter (curry le 0) (map_imgs pred_int input-list))),,standard,LearnSy,True,1.9915107919368893,90.80392650002614,234,115,100,448,7.330357142857143,2.5057471264367814,20,"[8.47051504184492, 8.51874512503855, 8.496126333018765, 8.66376983304508, 3.198003791971132, 3.1758285420946777, 3.1652439581230283, 3.105809416854754, 3.090012124972418, 3.053399167023599, 3.0307869168464094, 2.994276709156111, 2.949126041959971, 2.9195113328751177, 2.8940533329732716, 2.8630456251557916, 2.850210125092417, 2.792046417016536, 2.782939791912213, 2.7167321250308305]"
(fold max 0 (filter (curry ge 5) (map_imgs pred_int input-list))),,standard,LearnSy,FAIL,2.0520138749852777,89.23397354199551,634,4,100,448,7.330357142857143,2.5057471264367814,29,"[13.004781290888786, 11.276246666908264, 10.908487624954432, 10.248285499867052, 6.114393583033234, 5.9759199579712, 5.99384683300741, 2.901893666945398, 1.2081746668554842, 1.07463666703552, 1.0887186250183731, 1.0529498748946935, 1.04061762499623, 1.0326762089971453, 1.0204504581633955, 1.0117005829233676, 1.0067858749534935, 0.9950370830483735, 1.0148818329907954, 0.9736617500893772, 0.9557172500062734, 0.9508287911303341, 0.9363074579741806, 0.9261793750338256, 0.929834500188008, 0.196868458064273, 0.1925448749680072, 0.192361457971856, 0.18998349993489683]"
(fold max 0 (filter (curry le (apply pred_int input-img)) (map_imgs pred_int input-list))),,standard,LearnSy,FAIL,2.1290560830384493,62.47352233319543,253,4,100,448,7.330357142857143,2.5057471264367814,14,"[13.868461624952033, 11.610913000069559, 11.389647291973233, 10.24710225011222, 10.109714416088536, 0.06304474989883602, 0.059784916928038, 0.04510783404111862, 0.04193995799869299, 0.04192787501960993, 0.04157774988561869, 0.04137520818039775, 0.041535374941304326, 0.0410289999563247]"
(fold plus 0 (map (curry mult 6) (map_imgs pred_int input-list))),,standard,LearnSy,FAIL,1.9104495418723673,4.802699667168781,0,4,100,448,7.330357142857143,2.5057471264367814,0,[]
(fold plus 0 (filter (curry ge 2) (map_imgs pred_int input-list))),,standard,LearnSy,True,1.921205542050302,13.412695625098422,103,17,100,448,7.330357142857143,2.5057471264367814,7,"[2.697330916998908, 0.8794249999336898, 0.8737097079865634, 0.8643951250705868, 0.8653544171247631, 0.8473887080326676, 0.8501340420916677]"
(length (filter (curry ge (apply pred_int input-img)) (map (curry plus 4) (map_imgs pred_int input-list)))),,standard,LearnSy,True,1.934272041078657,16.100143374875188,229,1,100,448,7.330357142857143,2.5057471264367814,5,"[11.180119582917541, 0.019960290985181928, 0.020959166809916496, 0.02160808304324746, 0.019910915987566113]"
(length (filter (curry ge (apply pred_int input-img)) (filter (curry le 7) (map_imgs pred_int input-list)))),,standard,LearnSy,True,2.0006696251221,21.69422149984166,1774,1,100,448,7.330357142857143,2.5057471264367814,3,"[9.616148167056963, 7.199868582887575, 0.009574708063155413]"
(length (filter (curry ge 2) (map_imgs pred_int input-list))),,standard,LearnSy,True,1.9613528749905527,31.568036459153518,3127,71,100,448,7.330357142857143,2.5057471264367814,10,"[7.206620000069961, 7.855817042058334, 1.1577099170535803, 1.145870542153716, 1.148967333137989, 1.1186180000659078, 1.128253832925111, 1.0985435000620782, 1.0857232920825481, 1.078959124861285]"
(fold plus 0 (map (curry mult (apply pred_int input-img)) (map_imgs pred_int input-list))),,standard,LearnSy,True,1.964622916886583,5.325318832881749,10,7,100,448,7.330357142857143,2.5057471264367814,6,"[0.03175245807506144, 0.02322600013576448, 0.02191354101523757, 0.02107308292761445, 0.020787582965567708, 0.021073583979159594]"
(fold max 0 (map (curry plus (apply pred_int input-img)) (map_imgs pred_int input-list))),,standard,LearnSy,FAIL,1.9025343749672174,4.777278125053272,0,4,100,448,7.330357142857143,2.5057471264367814,0,[]
(length (filter (curry ge 4) (map_imgs pred_int input-list))),,standard,LearnSy,True,1.9636789578944445,14.454407959012315,59,58,100,448,7.330357142857143,2.5057471264367814,10,"[0.7884037080220878, 0.7838526249397546, 0.7703442499041557, 0.7598105829674751, 0.7513958329800516, 0.748331582872197, 0.7415950419381261, 0.7309552079532295, 0.7310162500943989, 0.7196955420076847]"
(fold max 0 (map (curry plus 5) (map_imgs pred_int input-list))),,standard,LearnSy,FAIL,1.9287147501017898,328.70367341605015,402,4,100,448,7.330357142857143,2.5057471264367814,29,"[12.226652499986812, 12.597364665940404, 12.66472979192622, 12.677722166059539, 12.458580458071083, 12.218194250017405, 12.344591374974698, 12.036193082807586, 11.694655457977206, 12.146111957961693, 11.198423499939963, 11.940437415847555, 11.687449207995087, 11.12130287499167, 11.165472791995853, 10.708069832995534, 10.926734375068918, 10.860427625011653, 10.869979249779135, 10.624728458933532, 10.544214792083949, 10.238401292124763, 10.291820584097877, 9.777210583910346, 9.73919358314015, 10.151805249974132, 9.843148124869913, 9.491776041919366, 9.604397875024006]"
(length (filter (curry ge 5) (map_imgs pred_int input-list))),,standard,LearnSy,FAIL,1.967949999962002,83.33521079202183,1672,4,100,448,7.330357142857143,2.5057471264367814,18,"[8.990448666037992, 9.062619749922305, 9.058345790952444, 9.025370082817972, 9.070493542123586, 3.311553291976452, 3.226610792102292, 3.177884167060256, 3.1558108751196414, 3.12205083318986, 3.083978333044797, 3.0733610840979964, 3.017797959037125, 3.0006905409973115, 2.966499208007008, 0.7311495419126004, 0.7179208339657634, 0.705901375040412]"
(length (filter (curry ge 3) (map_imgs pred_int input-list))),,standard,LearnSy,True,1.942437624791637,55.43531958409585,3262,60,100,448,7.330357142857143,2.5057471264367814,11,"[7.099210124928504, 9.283705834066495, 4.023641208885238, 4.026082833996043, 3.963200791971758, 3.909910917049274, 3.871657957788557, 3.806139332940802, 3.7934429589658976, 3.773576834006235, 0.8026240000035614]"
(length (filter (curry le (apply pred_int input-img)) (map (curry plus 2) (map_imgs pred_int input-list)))),,standard,LearnSy,True,1.953656041994691,14.288160624913871,336,1,100,448,7.330357142857143,2.5057471264367814,6,"[9.18683149991557, 0.16585545800626278, 0.07164050010032952, 0.0013615000061690807, 0.0013552079908549786, 0.0014152501244097948]"
(length (filter (curry le (apply pred_int input-img)) (map (curry plus 1) (map_imgs pred_int input-list)))),,standard,LearnSy,True,2.013747291173786,4.854917082935572,1,1,100,448,7.330357142857143,2.5057471264367814,0,[]
(fold plus 1 (map (curry max 8) (filter (curry ge 4) (map_imgs pred_int input-list)))),,standard,LearnSy,True,1.9007599169854075,6.111363708041608,41,1,100,448,7.330357142857143,2.5057471264367814,2,"[0.7203742910642177, 0.5059337089769542]"
(fold plus 0 (filter (curry le (apply pred_int input-img)) (map_imgs pred_int input-list))),,standard,LearnSy,FAIL,1.9749504171777517,8.042752416804433,76,4,100,448,7.330357142857143,2.5057471264367814,15,"[1.7423082089517266, 0.4946019579656422, 0.4902244589757174, 0.04715649993158877, 0.042531791841611266, 0.04287054087035358, 0.04188754106871784, 0.042261291993781924, 0.041423166170716286, 0.041194042190909386, 0.042211916064843535, 0.05256087495945394, 0.04323633317835629, 0.041087582940235734, 0.041431917110458016]"
(fold mult 1 (map (curry max 1) (map_imgs pred_int input-list))),,standard,LearnSy,True,1.9178324998356402,8.00421579205431,70,43,100,448,7.330357142857143,2.5057471264367814,1,[1.293056583032012]
(fold mult 1 (filter (curry ge 2 ) (filter (curry le 4) (map_imgs pred_int input-list)))),,standard,LearnSy,True,1.996992041124031,31.38494045799598,240,6,100,448,7.330357142857143,2.5057471264367814,8,"[14.248944249935448, 2.28305641701445, 2.2504812909755856, 2.2287522919941694, 2.2115055001340806, 2.1945897091645747, 0.45392833300866187, 0.44337204191833735]"
(fold plus 0 (map (curry mult 3) (map_imgs pred_int input-list))),,standard,LearnSy,True,1.9270365829579532,5.687226000009105,30,14,100,448,7.330357142857143,2.5057471264367814,1,[0.2584230420179665]
(length (filter (curry ge 1) (filter (curry le 9) (map_imgs pred_int input-list)))),,standard,LearnSy,FAIL,1.9343912079930305,74.54924137494527,2921,4,100,448,7.330357142857143,2.5057471264367814,29,"[8.014538041083142, 6.902452499838546, 3.4280281658284366, 2.329537665937096, 2.2323653327766806, 2.2628206668887287, 2.2176182919647545, 2.1843883330002427, 2.1688221250660717, 2.1637352500110865, 2.1272912910208106, 2.0984114999882877, 2.0916332080960274, 2.0583246669266373, 2.038299750071019, 2.0110900830477476, 1.9876349170226604, 2.1200687079690397, 1.8626402080990374, 1.8518604580312967, 1.8089888328686357, 1.7905474167782813, 1.7687139161862433, 1.7511230411473662, 1.7463575839065015, 1.716308374889195, 1.6945022500585765, 1.6713402911555022, 1.6491310419514775]"
(fold plus 0 (filter (curry ge 3) (map_imgs pred_int input-list))),,standard,LearnSy,True,1.947425417136401,24.195427583064884,134,21,100,448,7.330357142857143,2.5057471264367814,9,"[4.814876375021413, 3.1783791249617934, 3.1479254998266697, 1.6686909578274935, 1.6461760830134153, 1.664079749956727, 1.6240112078376114, 0.3621306670829654, 0.3575287500862032]"
(length (filter (curry ge 3) (map (curry plus 1) (map_imgs pred_int input-list)))),,standard,LearnSy,True,1.9753558340016752,59.92932025017217,2041,71,100,448,7.330357142857143,2.5057471264367814,5,"[9.609640541952103, 9.588200916070491, 9.271409665932879, 12.129181290976703, 11.782458208035678]"
(fold plus 0 (map (curry plus 2) (map (curry mult (apply pred_int input-img)) (map_imgs pred_int input-list)))),,standard,LearnSy,True,1.937902000034228,5.972319291904569,38,7,100,448,7.330357142857143,2.5057471264367814,7,"[0.6260507910046726, 0.06538108293898404, 0.02114712493494153, 0.021212208084762096, 0.020853084046393633, 0.021066333167254925, 0.02053287485614419]"
(fold max 0 (filter (curry le 9) (map_imgs pred_int input-list))),,standard,LearnSy,FAIL,2.0649977908469737,367.7128590410575,8002,4,100,448,7.330357142857143,2.5057471264367814,39,"[11.995721166953444, 11.315283625153825, 11.342724291840568, 11.31763962493278, 11.399870082968846, 11.188065583119169, 11.158030749997124, 10.742597250035033, 10.978089415933937, 10.577294709160924, 10.636351624969393, 10.660977541934699, 10.452451791148633, 10.407471291022375, 10.205115583958104, 9.89934341609478, 9.669643374858424, 9.576255833962932, 9.498995875008404, 9.492239417042583, 9.593899125000462, 9.189567791996524, 9.039713083067909, 9.086645500035957, 8.909912041854113, 8.81460770801641, 8.803400042001158, 7.805628540925682, 7.5835679159499705, 7.663977541960776, 7.550488417036831, 7.368177541997284, 7.2678214171901345, 7.138706791214645, 7.142730250023305, 6.999428667128086, 6.913648166926578, 6.791876582894474, 6.701223916141316]"
(fold max 0 (filter (curry le (apply pred_int input-img)) (map (curry mult 5) (map_imgs pred_int input-list)))),,standard,LearnSy,FAIL,1.9723794581368566,257.4239059998654,4693,4,100,448,7.330357142857143,2.5057471264367814,57,"[10.72962020803243, 10.976065792143345, 10.524526541121304, 10.874246667139232, 10.810159333981574, 10.900911208009347, 10.706480583874509, 10.44533250015229, 10.668213250115514, 10.564883667044342, 11.093096374999732, 10.434437416028231, 10.55961350002326, 10.773166457889602, 10.366698374971747, 10.489061542088166, 9.983039999846369, 10.278311332920566, 10.13960750005208, 10.270127709023654, 10.381529541919008, 10.05327683291398, 10.173439332982525, 10.284411874832585, 0.01010466692969203, 0.002453708089888096, 0.002397499978542328, 0.0022964999079704285, 0.0022957499604672194, 0.0023334999568760395, 0.002404040889814496, 0.002417125040665269, 0.00253183301538229, 0.0025288749020546675, 0.0025278329849243164, 0.002529500052332878, 0.0025564171373844147, 0.0026270418893545866, 0.0027599160093814135, 0.0027742499951273203, 0.0027280410286039114, 0.0027393330819904804, 0.002770167076960206, 0.002828249940648675, 0.002804500050842762, 0.003123415866866708, 0.0028210000600665808, 0.002910875016823411, 0.0028945000376552343, 0.002917124889791012, 0.002970250090584159, 0.0031248750165104866, 0.0030605001375079155, 0.0030731670558452606, 0.0031473750714212656, 0.00326187489554286, 0.0033520839642733335]"
(length (filter (curry le 5) (map (curry plus 1) (map_imgs pred_int input-list)))),,standard,SampleSy,True,2.118743000086397,0.767491249833256,131,61,100,448,7.330357142857143,2.5057471264367814,2,"[0.21601716708391905, 0.2639886671677232]"
(fold max 0  (map (curry plus (apply pred_int input-img)) (filter (curry le 8) (map_imgs pred_int input-list)))),,standard,SampleSy,False,1.9396846250165254,0.5288839170243591,235,1,100,448,7.330357142857143,2.5057471264367814,3,"[0.409343000035733, 0.05498025007545948, 0.06439345912076533]"
(fold plus 0 (map (curry plus (apply pred_int input-img)) (filter (curry le 6) (map_imgs pred_int input-list)))),,standard,SampleSy,FAIL,1.935047541046515,0.43172470899298787,828,4,100,448,7.330357142857143,2.5057471264367814,2,"[0.40847758296877146, 0.023159082978963852]"
(length (filter (curry ge (apply pred_int input-img)) (map (curry mult 2)  (map_imgs pred_int input-list)))),,standard,SampleSy,False,1.9278235831297934,0.7686087088659406,2734,1,100,448,7.330357142857143,2.5057471264367814,3,"[0.48370087496005, 0.2683714998420328, 0.016421500127762556]"
(fold max 0 (map (curry plus (apply pred_int input-img)) (filter (curry le 2)  (map_imgs pred_int input-list)))),,standard,SampleSy,False,1.958041250007227,0.7771355831064284,384,1,100,448,7.330357142857143,2.5057471264367814,3,"[0.3744345000013709, 0.1970538750756532, 0.20551279187202454]"
(fold plus 0 (filter (curry ge (apply pred_int input-img)) (map_imgs pred_int input-list))),,standard,SampleSy,True,1.9430444170720875,0.13672720803879201,39,7,100,448,7.330357142857143,2.5057471264367814,2,"[0.07134008384309709, 0.03188854199834168]"
(fold mult 1 (filter (curry le (apply pred_int input-img)) (map (curry mult 3) (map_imgs pred_int input-list)))),,standard,SampleSy,True,1.938931250013411,0.3600444581825286,330,1,100,448,7.330357142857143,2.5057471264367814,2,"[0.3484767498448491, 0.011406458914279938]"
(length (filter (curry le 8) (filter (curry ge 8) (map_imgs pred_int input-list)))),,standard,SampleSy,True,1.9383759999182075,0.46068349992856383,213,2,100,448,7.330357142857143,2.5057471264367814,3,"[0.310823833104223, 0.13366804202087224, 0.011442583985626698]"
(fold plus (apply pred_int input-img) (filter (curry ge (apply pred_int input-img)) (map_imgs pred_int input-list))),,standard,SampleSy,FAIL,2.042242416879162,0.414621917065233,621,4,100,448,7.330357142857143,2.5057471264367814,1,[0.4145545419305563]
(fold plus 0 (map (curry mult 2) (map_imgs pred_int input-list))),,standard,SampleSy,FAIL,1.927325083874166,3.6082929000258446e-05,0,4,100,448,7.330357142857143,2.5057471264367814,0,[]
(fold max (apply pred_int input-img) (filter (curry ge 5) (map_imgs pred_int input-list))),,standard,SampleSy,True,2.0643357078079134,1.2551953338552266,2143,31,100,448,7.330357142857143,2.5057471264367814,3,"[0.48685012478381395, 0.4414215409196913, 0.1667924588546157]"
(fold plus 0 (map (curry plus (apply pred_int input-img)) (map_imgs pred_int input-list))),,standard,SampleSy,True,1.9108065410982817,0.11230625002644956,44,6,100,448,7.330357142857143,2.5057471264367814,1,[0.08372891717590392]
(length (filter (curry le (apply pred_int input-img)) (map_imgs pred_int input-list))),,standard,SampleSy,True,1.94174858299084,0.1937231661286205,84,6,100,448,7.330357142857143,2.5057471264367814,2,"[0.14761170791462064, 0.02035041688941419]"
(fold mult 1 (map (curry mult 7) (map_imgs pred_int input-list))),,standard,SampleSy,True,1.8819130829069763,0.10116266692057252,26,10,100,448,7.330357142857143,2.5057471264367814,1,[0.05420433287508786]
(length (filter (curry ge 4) (filter (curry le 8) (map_imgs pred_int input-list)))),,standard,SampleSy,FAIL,1.9897833331488073,0.08635820797644556,37,4,100,448,7.330357142857143,2.5057471264367814,2,"[0.06733883288688958, 0.018932833103463054]"
(fold max 0 (filter (curry le 2) (map_imgs pred_int input-list))),,standard,SampleSy,True,1.9504500410985202,1.009368458064273,1899,26,100,448,7.330357142857143,2.5057471264367814,3,"[0.4377611249219626, 0.3383120831567794, 0.11151558300480247]"
(fold plus 0 (filter (curry ge 8) (map_imgs pred_int input-list))),,standard,SampleSy,True,2.107503332896158,1.7050153340678662,10371,41,100,448,7.330357142857143,2.5057471264367814,4,"[0.9246231669094414, 0.3749450829345733, 0.14775320794433355, 0.07458120794035494]"
(fold max 0 (map (curry mult 2) (map_imgs pred_int input-list))),,standard,SampleSy,FAIL,1.9328199170995504,0.04563391604460776,21,4,100,448,7.330357142857143,2.5057471264367814,2,"[0.039384417003020644, 0.006143833044916391]"
