GT Program,Type,Benchmark Info,Semantics,Delta,Avg. Per Component Pred. Set Size,Avg. Per Input Pred. Set Size,Question Selector,Correct?,Initial Synthesis Time,Active Learning Time,Initial Program Space Size,Final Program Space Size,# Rounds,Time Per Round,Initial Examples
"Intersection[IsObject(Face), Complement(Smile)]",Edit,wedding,CCE,0.475,1.230090934141640,27.203125,SmartLabel,TRUE,5.604696754366160,3.757528845220800,9,8,1,[1.727942816913128],"[('wedding/our-wedding_7669152422_o Medium.jpeg', {'1767', '1768'}), ('wedding/our-wedding_7668635930_o Medium.jpeg', {'1060', '1058'}), ('wedding/our-wedding_7667858606_o Medium.jpeg', {'16'})]"
"Union[IsObject(Glasses), Intersection[Smile, EyesOpen]]",Search,wedding,CCE,0.475,1.230090934141640,27.203125,SmartLabel,FALSE,6.76600007340312,9.884130414575340,153,1,1,[9.539082933217287],"[('wedding/our-wedding_7669135388_o Medium.jpeg', {'1729', '1730'}), ('wedding/our-wedding_7669242588_o Medium.jpeg', {'1890'}), ('wedding/our-wedding_7669425236_o Medium.jpeg', {'2297', '2296'})]"
"Map(Map(IsObject(Face), IsObject(Face), GetRight), IsObject(Face), GetRight)",Edit,wedding,CCE,0.475,1.230090934141640,27.203125,SmartLabel,FAIL,5.950402796268460,0.5285031609237190,2,4,1,[0.5284564346075058],"[('wedding/our-wedding_7668901928_o Medium.jpeg', {'1185'}), ('wedding/our-wedding_7669405174_o Medium.jpeg', {'2267'}), ('wedding/our-wedding_7667856670_o Medium.jpeg', set())]"
"Union[EyesOpen, Intersection[IsObject(Face), Complement(MouthOpen)]]",Edit,wedding,CCE,0.475,1.230090934141640,27.203125,SmartLabel,TRUE,13.024381689727300,58.86098404228690,20552,1,6,"[19.309468179941177, 13.885401077568531, 12.19121989607811, 11.008647125214338, 1.8133882507681847, 0.45580368861556053]","[('wedding/our-wedding_7669386434_o Medium.jpeg', {'2228', '2227'}), ('wedding/our-wedding_7669009912_o Medium.jpeg', {'1411', '1412'}), ('wedding/our-wedding_7669446920_o Medium.jpeg', {'2336', '2335', '2334'}), ('wedding/our-wedding_7667888240_o Medium.jpeg', {'121'}), ('wedding/our-wedding_7668981368_o Medium.jpeg', {'1323', '1326', '1321', '1322', '1324', '1325'}), ('wedding/our-wedding_7668095250_o Medium.jpeg', {'666', '665', '667'}), ('wedding/our-wedding_7669220304_o Medium.jpeg', {'1872', '1870', '1871'}), ('wedding/our-wedding_7667886840_o Medium.jpeg', {'113', '114', '115'})]"
"Union[Smile, Map(Smile, IsObject(Face), GetRight)]",Edit,wedding,CCE,0.475,1.2300909341416400,27.203125,SmartLabel,FAIL,31.90570579096680,10.556986406445500,223,4,1,[10.556919384747744],"[('wedding/our-wedding_7667915946_o Medium.jpeg', {'207', '208'}), ('wedding/our-wedding_7668081866_o Medium.jpeg', {'572', '573', '574'}), ('wedding/our-wedding_7669039040_o Medium.jpeg', {'1489', '1487', '1488', '1486'})]"
"Union[IsObject(Bride), Map(IsObject(Bride), IsObject(Face), GetLeft), Map(IsObject(Bride), IsObject(Face), GetRight)]",Edit,wedding,CCE,0.475,1.2300909341416400,27.203125,SmartLabel,TRUE,8.42070510238409,12.57660910114650,53,1,4,"[9.272742614150047, 1.3578669428825378, 1.3636520244181156, 0.41814442723989487]","[('wedding/our-wedding_7668083094_o Medium.jpeg', {'587', '589', '578'}), ('wedding/our-wedding_7669081966_o Medium.jpeg', {'1622', '1624'}), ('wedding/our-wedding_7669390412_o Medium.jpeg', {'2235', '2232'}), ('wedding/our-wedding_7667897636_o Medium.jpeg', {'155', '153'}), ('wedding/our-wedding_7667876934_o Medium.jpeg', set())]"
"Union[IsObject(Car), IsObject(Bicycle)]",Search,cars,CCE,0.475,1.2433324752283900,28.533634245777500,SmartLabel,TRUE,5.317596897482870,4.357054319232700,41,1,1,[4.326008033007383],"[('cars/014_2938008229_o.jpg', {'0', '2', '1'}), ('cars/smartbikes--farragut-square_2733925626_o.jpg', {'1259', '1267', '1258'}), ('cars/biker-on-rock-creek-trail_6277965864_o.jpg', {'461', '462'})]"
"Map(Intersection[Smile, EyesOpen], IsObject(Car), GetIsContained)",Search,cars,CCE,0.475,1.2551027339721800,29.71630913091310,SmartLabel,TRUE,5.389918647706510,9.788836441934110,1101,1,3,"[5.820550888776779, 3.464078690856695, 0.41158683598041534]","[('cars/n02958343_1902.JPEG', {'1156'}), ('cars/7283056644_e9ca3877d1_c.jpg', {'300'}), ('cars/interesting-foldy-bike_5079464538_o.jpg', set()), ('cars/7277639906_2f455d0a66_c.jpg', set()), ('cars/1957-chevrolet-bel-air_2938840328_o.jpg', set())]"
"Map(IsObject(Car), IsObject(Face), GetContains)",Edit,cars,CCE,0.475,1.26563401811135,30.774491922876500,SmartLabel,TRUE,6.199652709066870,19.039466816932000,1960,1,5,"[8.153669022023678, 5.370134104043245, 4.957669086754322, 0.39269131422042847, 0.13336081057786942]","[('cars/classic-car-rally-2008_2938842248_o.jpg', {'762'}), ('cars/n02958343_1902.JPEG', {'1163', '1162'}), ('cars/commuter-with-a-capital-bikeshare-bike_5739859831_o.jpg', set()), ('cars/7277639906_2f455d0a66_c.jpg', set()), ('cars/bikeshare-bike-and-others_6970590645_o.jpg', set()), ('cars/5421932595_68f7ab545d_c.jpg', {'275'}), ('cars/interesting-foldy-bike_5079464538_o.jpg', {'977'})]"
Complement(IsObject(Car)),Search,cars,CCE,0.475,1.275112173836610,31.726856435643600,SmartLabel,FAIL,5.3449812941253200,18.2199683226645,108,4,4,"[4.7768094800412655, 4.397639460861683, 4.717859756201506, 4.327559478580952]","[('cars/n02958343_1902.JPEG', {'1158', '1162', '1161', '1157', '1160', '1163', '1159'}), ('cars/smartbikes--farragut-square_2733925626_o.jpg', {'1259', '1258', '1261', '1260'}), ('cars/44929498572_0b602cb182_c.jpg', {'257', '258', '255', '267', '266'}), ('cars/look-up-from-your-smartphone_6824473546_o.jpg', {'1024', '1010', '1021', '1016', '1019', '1026', '1014', '1012', '1018', '1015', '1025', '1013', '1011', '1009'})]"
"Complement(Union[IsObject(Car), IsObject(Bicycle)])",Edit,cars,CCE,0.475,1.28368764806422,32.58851956624230,SmartLabel,TRUE,3.5934124551713500,0.41199951618909800,4,1,1,[0.370549950748682],"[('cars/bike-with-convenient-wine-holder_5747868888_o.jpg', {'434', '435'}), ('cars/1972-porsche-spyder-718-rsk-replica_2937995287_o.jpg', {'99'}), ('cars/1957-chevrolet-bel-air_2938840328_o.jpg', {'94', '97', '96', '93', '95'})]"
"Map(IsObject(Car), Union[IsObject(Person), IsObject(Bicycle)], GetContains)",Edit,cars,CCE,0.475,1.291483533725690,33.3718496849685,SmartLabel,TRUE,5.196774113923310,0.06273157894611360,1,1,0,[],"[('cars/1957-chevrolet-bel-air_2938840328_o.jpg', {'94', '96'}), ('cars/5421932595_68f7ab545d_c.jpg', {'270'})]"
"Intersection[EyesOpen, Complement(Map(IsObject(Car), EyesOpen, GetContains))]",Search,cars,CCE,0.475,1.2986015162861600,34.087064141196700,SmartLabel,TRUE,4.961981654167180,21.62319790571930,1336,3,3,"[8.66191216185689, 10.553972139954567, 2.1208373606204987]","[('cars/leggy-biker_6262285232_o.jpg', {'1002'}), ('cars/1957-chevrolet-bel-air_2938840328_o.jpg', {'97'}), ('cars/bikeshare-bike-and-others_6970590645_o.jpg', {'551', '549', '550'}), ('cars/5421932595_68f7ab545d_c.jpg', set()), ('cars/interesting-foldy-bike_5079464538_o.jpg', set())]"
"Map(IsObject(Person), IsObject(Car), GetIsContained)",Search,cars,CCE,0.475,1.3051263336332500,34.742677392739300,SmartLabel,TRUE,5.9951286688447,6.239187568426130,85,1,3,"[4.093867864459753, 1.7859793081879616, 0.304256334900856]","[('cars/classic-car-rally-2008_2938842248_o.jpg', {'754'}), ('cars/1957-chevrolet-bel-air_2938840328_o.jpg', {'88'}), ('cars/7277639906_2f455d0a66_c.jpg', set()), ('cars/msa-classic-car-rally-2009_3942380148_o.jpg', set()), ('cars/42695922145_9ba185ebcd_c.jpg', {'212'})]"
"Map(Map(IsObject(Helmet), IsObject(Person), GetBelow), IsObject(Bicycle), GetBelow)",Edit,cars,CCE,0.475,1.3111291655925800,35.34584158415840,SmartLabel,TRUE,5.028085183352230,18.159868333488700,1297,2,12,"[4.8959659188985825, 4.476049538701773, 3.2686638459563255, 2.2958306707441807, 1.4339119233191013, 0.29616644605994225, 0.21254291385412216, 0.258260540664196, 0.3568841703236103, 0.2881736643612385, 0.194152619689703, 0.14275117963552475]","[('cars/friends_1458870589_o.jpg', {'899'}), ('cars/biker-in-blue_1458867877_o.jpg', {'436'}), ('cars/43420571660_864dc92875_c.jpg', {'252'}), ('cars/bike-with-convenient-wine-holder_5747868888_o.jpg', set()), ('cars/biking-at-hains-point_3994789631_o.jpg', set()), ('cars/me-on-the-ivanhoe-bridge_4081410825_o.jpg', set()), ('cars/my-new-bike_2402565018_o.jpg', set()), ('cars/bikes-on-beach-drive_3897608182_o.jpg', {'515'}), ('cars/bikes_3938109841_o.jpg', {'526', '525'}), ('cars/bob-and-my-breezer-zig7-folding-bike_3005179513_o.jpg', set())]"
"Intersection[IsObject(Bicycle), Complement(Map(IsObject(Person), IsObject(Bicycle), GetBelow))]",Search,cars,CCE,0.475,1.3166702412473500,35.90260853008380,SmartLabel,TRUE,5.295385327190160,20.885777704417700,1038,1,5,"[5.217873860150576, 7.992012478411198, 3.801718231290579, 3.630759362131357, 0.16763466596603394]","[('cars/smartbikes--farragut-square_2733925626_o.jpg', {'1259', '1258'}), ('cars/foldy-bike-at-aqueduct_4730059859_o.jpg', {'861'}), ('cars/43420571660_864dc92875_c.jpg', set()), ('cars/44929498572_0b602cb182_c.jpg', set()), ('cars/biking-at-hains-point_3994789631_o.jpg', {'563'}), ('cars/bikeshare-bike-and-others_6970590645_o.jpg', {'544'}), ('cars/bicycle.jpg', {'332'})]"
"Intersection[IsObject(Bicycle), Complement(Map(EyesOpen, IsObject(Bicycle), GetBelow))]",Search,cars,CCE,0.475,1.3218008668536100,36.418133480014700,SmartLabel,TRUE,5.487999100238090,22.339722357690300,1019,1,4,"[8.595496788620949, 5.881174448877573, 3.826551165431738, 3.948657736182213]","[('cars/biking-away_4672030207_o.jpg', {'582'}), ('cars/bike-commuter-on-14th-st_6943659117_o.jpg', {'346'}), ('cars/foldy-bike_4078193508_o.jpg', {'873'}), ('cars/44929498572_0b602cb182_c.jpg', set()), ('cars/me-on-the-ivanhoe-bridge_4081410825_o.jpg', set()), ('cars/9107010_479657625c_o.jpg', {'318'})]"
"Union[IsObject(Bicycle), IsObject(Car), IsObject(Person)]",Search,cars,CCE,0.475,1.3265650192022900,36.896835219236200,SmartLabel,TRUE,4.133899133652450,3.7741619534790500,40,1,1,[3.729784984141588],"[('cars/colorful-bike_5834774314_o.jpg', {'766'}), ('cars/biker-in-blue_1458867877_o.jpg', {'436', '437'}), ('cars/biker-on-rock-creek-trail_6277965864_o.jpg', {'463', '461', '462'})]"
"Map(IsObject(Bicycle), Union[Smile, EyesOpen], GetAbove)",Edit,cars,CCE,0.475,1.3310006093200200,37.342523045408000,SmartLabel,TRUE,6.202183905988930,270.76812409609600,2655,34,26,"[8.045016754418612, 10.458615221083164, 4.813164662569761, 5.010188989341259, 4.660974685102701, 4.572094209492207, 4.10481021553278, 3.833782110363245, 3.8153502978384495, 14.333954200148582, 18.328207571059465, 17.096763212233782, 16.682906232774258, 18.00448974967003, 17.998355463147163, 4.9159454964101315, 4.362483825534582, 4.83304750174284, 17.166835863143206, 14.879871502518654, 14.21131707727909, 14.054128091782331, 14.015834052115679, 13.950877241790295, 13.935193542391062, 1.21837667375803]","[('cars/biker-on-rock-creek-trail_6277965864_o.jpg', {'470'}), ('cars/bill-line-national-parks-spokesperson-on-a-bike_6189270083_o.jpg', {'665'}), ('cars/look-up-from-your-smartphone_6824473546_o.jpg', {'1026'}), ('cars/bikeshare-bike-and-others_6970590645_o.jpg', {'551', '550'}), ('cars/1957-chevrolet-bel-air_2938840328_o.jpg', set()), ('cars/44929498572_0b602cb182_c.jpg', {'267'}), ('cars/commuter-with-a-capital-bikeshare-bike_5739859831_o.jpg', {'774'}), ('cars/43420571660_864dc92875_c.jpg', {'254'}), ('cars/7277639906_2f455d0a66_c.jpg', set()), ('cars/biker-in-blue_1496965137_o.jpg', {'449'}), ('cars/bikes_3938109841_o.jpg', {'531', '532'}), ('cars/biking-in-georgetown_3990959345_o.jpg', {'615'}), ('cars/classic-car-rally-2008_2938842248_o.jpg', set()), ('cars/foldy-bike_3981719153_o.jpg', {'869'}), ('cars/friends_1458870589_o.jpg', {'904'})]"
"Intersection[IsObject(Face), Complement(Map(IsObject(Bicycle), IsObject(Face), GetAbove))]",Search,cars,CCE,0.475,1.335140493429900,37.75849834983500,SmartLabel,TRUE,7.418658044189220,8.885004937648770,6869,1,2,"[8.476872310042381, 0.33963969722390175]","[('cars/foldy-bikes_3981720975_o.jpg', {'881', '880'}), ('cars/pose_5739852401_o.jpg', {'1212'}), ('cars/bike-dc_3906452651_o.jpg', set()), ('cars/1957-chevrolet-bel-air_2938840328_o.jpg', {'97'})]"
"Union[IsObject(Cat), IsObject(Face)]",Edit,cats,CCE,0.475,1.350599550334910,36.632322881244500,SmartLabel,TRUE,4.652440905570980,16.637430537492000,12912,1,6,"[6.698638241738081, 2.3726275227963924, 2.2656475380063057, 2.2708200700581074, 2.885671891272068, 0.1358584314584732]","[('cats/n02870880_9461.JPEG', {'635'}), ('cats/n02121808_2581.JPEG', {'319'}), ('cats/n02121808_14813.JPEG', {'101', '99', '100'}), ('cats/n02121808_28174.JPEG', {'351'}), ('cats/n02121808_19888.JPEG', set()), ('cats/n02121808_246.JPEG', {'299', '300'}), ('cats/n02121808_1153.JPEG', set()), ('cats/n02121808_118.JPEG', {'34'})]"
"Union[IsObject(Cat), EyesOpen]",Search,cats,CCE,0.475,1.365092416183350,35.57653337944090,SmartLabel,TRUE,4.448703832924370,21.522538252174900,12912,56,7,"[6.613657295703888, 2.402781415730715, 2.2674020007252693, 2.2650304324924946, 2.2469250336289406, 2.25413978099823, 2.265623562037945]","[('cats/n02121808_2112.JPEG', {'248'}), ('cats/n02121808_2581.JPEG', {'319'}), ('cats/n02121808_14813.JPEG', {'99', '100'}), ('cats/n02121808_246.JPEG', {'299', '300'}), ('cats/n02121808_118.JPEG', {'34'}), ('cats/n02121808_18978.JPEG', {'206', '204'}), ('cats/n02121808_27205.JPEG', {'340', '341'}), ('cats/n02121808_10623.JPEG', {'13'})]"
"Intersection[IsObject(Cat), Complement(Map(IsObject(Cat), IsObject(Cat), GetBelow))]",Search,cats,CCE,0.475,1.3787069265258200,34.584731120170800,SmartLabel,TRUE,4.300894510000940,65.94089292362330,12912,1,17,"[6.6084582060575485, 3.2714552246034145, 3.4807749576866627, 3.5947788171470165, 3.782502193003893, 3.9905239045619965, 3.953042257577181, 3.903398424386978, 4.149302948266268, 4.446977503597736, 6.980346582829952, 7.058627754449844, 7.08827044442296, 3.30389915779233, 0.10907622799277306, 0.10323679819703102, 0.09960993379354477]","[('cats/n02121808_3442.JPEG', {'373'}), ('cats/n02121808_2623.JPEG', {'327'}), ('cats/n02121808_14813.JPEG', {'99'}), ('cats/n02121808_118.JPEG', {'34'}), ('cats/n02121808_246.JPEG', set()), ('cats/cats.jpg', {'0'}), ('cats/n02121808_10623.JPEG', {'13'}), ('cats/n02121808_10793.JPEG', set()), ('cats/n02121808_111.JPEG', {'23'}), ('cats/n02121808_1451.JPEG', {'90'}), ('cats/n02121808_2559.JPEG', set()), ('cats/n02121808_14.JPEG', {'80'})]"
"Intersection[Map(IsObject(Cat), IsObject(Cat), GetRight), Map(IsObject(Cat), IsObject(Cat), GetLeft)]",Edit,cats,CCE,0.475,1.391520583318740,33.65127017026960,SmartLabel,TRUE,9.028622943907980,20.60169831290840,13198,1,5,"[10.431257143616676, 3.459724634885788, 2.4652132503688335, 2.3007323555648327, 1.9227002374827862]","[('cats/n02121808_52.JPEG', {'515', '516'}), ('cats/n02121808_16252.JPEG', {'134', '132'}), ('cats/n02121808_14813.JPEG', set()), ('cats/n02121808_24823.JPEG', set()), ('cats/n02121808_1153.JPEG', set())]"
