GT Program,Type,Benchmark Info,Semantics,Delta,Avg. Per Component Pred. Set Size,Avg. Per Input Pred. Set Size,Question Selector,Correct?,Initial Synthesis Time,Active Learning Time,Initial Program Space Size,Final Program Space Size,# Rounds,Time Per Round,Initial Examples
"Map(IsObject(Guitar), IsObject(Face), GetAbove)",Edit,festival,CCE,0.475,1.389755130359050,33.505924999381600,SmartLabel,FAIL,5.398595530539750,1885.6606124788500,164,4,107,"[7.930106695741415, 4.604692131280899, 4.379923149943352, 3.977859627455473, 3.919482473284006, 3.960428651422262, 2.24217127636075, 2.234678916633129, 2.227764558047056, 4.010573282837868, 20.065991561859846, 20.067204542458057, 20.023421835154295, 19.95432721078396, 19.925980657339096, 19.935113977640867, 19.982492558658123, 19.942051220685244, 19.942128386348486, 19.916414573788643, 19.890304915606976, 19.90150810778141, 19.900337669998407, 19.928463574498892, 19.878832325339317, 19.84947331249714, 19.846566528081894, 19.749338500201702, 19.69407869502902, 19.727857872843742, 19.758491821587086, 19.66561084985733, 19.686913304030895, 19.727942641824484, 19.73874080181122, 19.472137048840523, 19.332137748599052, 19.255993746221066, 19.246162224560976, 19.255820095539093, 19.240981694310904, 19.257066011428833, 19.221013516187668, 19.23651822283864, 19.217846624553204, 19.221011452376842, 19.239596128463745, 19.21518734842539, 19.098768927156925, 19.18245042487979, 19.223292279988527, 19.220930498093367, 19.204175479710102, 19.160529740154743, 19.110376954078674, 19.002625081688166, 18.99715794995427, 19.037952713668346, 19.001888688653708, 18.996901474893093, 19.011041831225157, 18.984116576611996, 18.995841447263956, 19.01073545962572, 18.909200098365545, 18.93506294488907, 18.92072432488203, 18.9056557379663, 18.905557397753, 18.912763442844152, 18.92375047877431, 18.750194143503904, 18.738869305700064, 18.750084184110165, 18.756494350731373, 18.588338896632195, 18.575883578509092, 18.592248782515526, 18.523047473281622, 18.525505512952805, 18.517566598951817, 18.415248259902, 18.410903122276068, 18.42257460206747, 18.412476152181625, 18.423783246427774, 18.419360723346472, 18.41391482949257, 18.26691471412778, 18.270932212471962, 18.258898735046387, 18.248744018375874, 18.249607421457767, 18.217366959899664, 18.208536081016064, 18.216428749263287, 18.21536435931921, 18.205375730991364, 18.180622346699238, 18.18807701393962, 18.180504489690065, 18.214330092072487, 18.189655110239983, 18.209170315414667, 18.23469326272607, 18.21344832330942, 18.203790102154016]","[('festival/aaron_rodriguez_treefort2017-363_34254689531_o Medium.jpeg', {'793'}), ('festival/aaron-rodriguez-treefort-2016-286_25678607453_o Medium.jpeg', {'94', '93'}), ('festival/aaron_rodriguez_treefort2017-230_33877627921_o Medium.jpeg', set()), ('festival/matthew-wordell-treefort2016-4616_25968630360_o Medium.jpeg', {'1612'}), ('festival/aaron_rodriguez_treefort2017-319_33574320633_o Medium.jpeg', {'701'}), ('festival/aaron_rodriguez_treefort2017-191_33877926621_o Medium.jpeg', set()), ('festival/matthew-wordell-treefort2016-3795_26134843231_o Medium.jpeg', {'1525', '1524'}), ('festival/matthew-wordell-treefort2016-8853_26177976255_o Medium.jpeg', set()), ('festival/peter_lovera_treefort2017-55_33155622604_o Medium.jpeg', set()), ('festival/peter_lovera_treefort2017-52_33999043175_o Medium.jpeg', set()), ('festival/peter_lovera_treefort2017-46_33841345962_o Medium.jpeg', {'2633'}), ('festival/peter_lovera_treefort2017-429_34013378630_o Medium.jpeg', set()), ('festival/peter_lovera_treefort2017-428_34397844855_o Medium.jpeg', {'2619'}), ('festival/peter_lovera_treefort2017-421_33587948843_o Medium.jpeg', set()), ('festival/peter_lovera_treefort2017-41_33186189373_o Medium.jpeg', set()), ('festival/peter_lovera_treefort2017-417_34013416960_o Medium.jpeg', set()), ('festival/peter_lovera_treefort2017-407_34267344251_o Medium.jpeg', set()), ('festival/peter_lovera_treefort2017-3_33155873444_o Medium.jpeg', set()), ('festival/peter_lovera_treefort2017-394_34239002692_o Medium.jpeg', set()), ('festival/peter_lovera_treefort2017-376_33588061853_o Medium.jpeg', set()), ('festival/peter_lovera_treefort2017-368_34356282936_o Medium.jpeg', set()), ('festival/peter_lovera_treefort2017-295_33588389613_o Medium.jpeg', set()), ('festival/peter_lovera_treefort2017-288_34239860072_o Medium.jpeg', set()), ('festival/peter_lovera_treefort2017-282_34356704246_o Medium.jpeg', set()), ('festival/peter_lovera_treefort2017-272_34013889250_o Medium.jpeg', set()), ('festival/peter_lovera_treefort2017-263_34267934571_o Medium.jpeg', set()), ('festival/peter_lovera_treefort2017-230_33960568066_o Medium.jpeg', set()), ('festival/peter_lovera_treefort2017-208_33960657786_o Medium.jpeg', {'2485'}), ('festival/peter_lovera_treefort2017-195_33844682752_o Medium.jpeg', set()), ('festival/peter_lovera_treefort2017-191_33872659961_o Medium.jpeg', set()), ('festival/peter_lovera_treefort2017-165_33958183296_o Medium.jpeg', set()), ('festival/peter_lovera_treefort2017-157_33958208186_o Medium.jpeg', {'2441'}), ('festival/peter_lovera_treefort2017-138_33870021961_o Medium.jpeg', set()), ('festival/peter_lovera_treefort2017-133_33958318866_o Medium.jpeg', set()), ('festival/peter_lovera_treefort2017-120_33614337370_o Medium.jpeg', set()), ('festival/peter-lovera-treefort2016-1-36_25587484964_o Medium.jpeg', set()), ('festival/peter-lovera-treefort2016-1-33_25587537034_o Medium.jpeg', set()), ('festival/peter-lovera-treefort2016--9_26173434426_o Medium.jpeg', set()), ('festival/peter-lovera-treefort2016--42_25596352343_o Medium.jpeg', set()), ('festival/peter-lovera-treefort2016--28_25926300300_o Medium.jpeg', set()), ('festival/peter-lovera-treefort2016--23_25596540543_o Medium.jpeg', set()), ('festival/peter-lovera-treefort2016--188_26176542951_o Medium.jpeg', set()), ('festival/peter-lovera-treefort2016--154_25923448650_o Medium.jpeg', set()), ('festival/matthew_wordell_treefort2017-6376_33591720450_o Medium.jpeg', {'2252'}), ('festival/matthew_wordell_treefort2017-6264_33163602983_o Medium.jpeg', set()), ('festival/matthew_wordell_treefort2017-6230_33163208933_o Medium.jpeg', set()), ('festival/matthew_wordell_treefort2017-6127_33163095663_o Medium.jpeg', set()), ('festival/matthew_wordell_treefort2017-6014_33591093840_o Medium.jpeg', set()), ('festival/matthew_wordell_treefort2017-5964_33163049913_o Medium.jpeg', set()), ('festival/matthew_wordell_treefort2017-5952_33591063330_o Medium.jpeg', set()), ('festival/matthew_wordell_treefort2017-5855_33818253782_o Medium.jpeg', set()), ('festival/matthew_wordell_treefort2017-5852_33590965280_o Medium.jpeg', set()), ('festival/matthew_wordell_treefort2017-5749_33132299854_o Medium.jpeg', set()), ('festival/matthew_wordell_treefort2017-5626_33162817123_o Medium.jpeg', set()), ('festival/matthew_wordell_treefort2017-5461_33584101540_o Medium.jpeg', set()), ('festival/matthew_wordell_treefort2017-5431_33927907156_o Medium.jpeg', set()), ('festival/matthew_wordell_treefort2017-5412_33811163772_o Medium.jpeg', set()), ('festival/matthew_wordell_treefort2017-5339_33584022860_o Medium.jpeg', set()), ('festival/matthew_wordell_treefort2017-5321_33155811253_o Medium.jpeg', set()), ('festival/matthew_wordell_treefort2017-5318_33969172495_o Medium.jpeg', set()), ('festival/matthew_wordell_treefort2017-5305_33811095632_o Medium.jpeg', set()), ('festival/matthew_wordell_treefort2017-5080_33583785180_o Medium.jpeg', set()), ('festival/matthew_wordell_treefort2017-5003_33125032814_o Medium.jpeg', set()), ('festival/matthew_wordell_treefort2017-4847_33583746910_o Medium.jpeg', set()), ('festival/matthew_wordell_treefort2017-4827_33125001664_o Medium.jpeg', set()), ('festival/matthew_wordell_treefort2017-4809_33124981724_o Medium.jpeg', set()), ('festival/matthew_wordell_treefort2017-4802_33583706710_o Medium.jpeg', set()), ('festival/matthew_wordell_treefort2017-4759_33838551931_o Medium.jpeg', set()), ('festival/matthew_wordell_treefort2017-4582_33927395906_o Medium.jpeg', set()), ('festival/matthew_wordell_treefort2017-4572_33838391681_o Medium.jpeg', set()), ('festival/matthew_wordell_treefort2017-4501_33810588602_o Medium.jpeg', set()), ('festival/matthew_wordell_treefort2017-4493_33927345056_o Medium.jpeg', set()), ('festival/matthew_wordell_treefort2017-4486_33968596095_o Medium.jpeg', set()), ('festival/matthew_wordell_treefort2017-4444_33155215953_o Medium.jpeg', set()), ('festival/matthew_wordell_treefort2017-4389_33583440800_o Medium.jpeg', set()), ('festival/matthew_wordell_treefort2017-4385_33968529785_o Medium.jpeg', {'1952'}), ('festival/matthew_wordell_treefort2017-4334_33578189150_o Medium.jpeg', set()), ('festival/matthew_wordell_treefort2017-4260_33149878893_o Medium.jpeg', set()), ('festival/matthew_wordell_treefort2017-4199_33805352872_o Medium.jpeg', set()), ('festival/matthew_wordell_treefort2017-4191_33805346172_o Medium.jpeg', set()), ('festival/matthew_wordell_treefort2017-4093_33963116255_o Medium.jpeg', set()), ('festival/matthew_wordell_treefort2017-4081_33149770813_o Medium.jpeg', set()), ('festival/matthew_wordell_treefort2017-4052_33149773953_o Medium.jpeg', set()), ('festival/matthew_wordell_treefort2017-4028_33805259232_o Medium.jpeg', set()), ('festival/matthew_wordell_treefort2017-3997_33577939360_o Medium.jpeg', set()), ('festival/matthew_wordell_treefort2017-3932_33149685243_o Medium.jpeg', set()), ('festival/matthew_wordell_treefort2017-3440_33119020794_o Medium.jpeg', set()), ('festival/matthew_wordell_treefort2017-3133_33577365040_o Medium.jpeg', set()), ('festival/matthew_wordell_treefort2017-2984_33921187666_o Medium.jpeg', set()), ('festival/matthew_wordell_treefort2017-2956_33149139723_o Medium.jpeg', set()), ('festival/matthew_wordell_treefort2017-0432_33832265671_o Medium.jpeg', set()), ('festival/matthew_wordell_treefort2017-0428_33804594412_o Medium.jpeg', set()), ('festival/matthew_wordell_treefort2017-0396_33962308295_o Medium.jpeg', set()), ('festival/matthew-wordell-treefort2016-9748_26152818676_o Medium.jpeg', set()), ('festival/matthew-wordell-treefort2016-9738_26152807006_o Medium.jpeg', set()), ('festival/matthew-wordell-treefort2016-9605_26152734876_o Medium.jpeg', set()), ('festival/matthew-wordell-treefort2016-8899_25573217614_o Medium.jpeg', set()), ('festival/matthew-wordell-treefort2016-8733_26151962316_o Medium.jpeg', {'1771'}), ('festival/matthew-wordell-treefort2016-8550_26111455731_o Medium.jpeg', set()), ('festival/matthew-wordell-treefort2016-8491_25904746530_o Medium.jpeg', set()), ('festival/matthew-wordell-treefort2016-8475_26111260551_o Medium.jpeg', set()), ('festival/matthew-wordell-treefort2016-8336_26111155341_o Medium.jpeg', set()), ('festival/matthew-wordell-treefort2016-6292_26216985956_o Medium.jpeg', set()), ('festival/matthew-wordell-treefort2016-6257_25640080023_o Medium.jpeg', {'1745'})]"
"Union[IsObject(Guitar), Map(IsObject(Guitar), IsObject(Face), GetAbove)]",Search,festival,CCE,0.475,1.3880877581193500,33.36865456020960,SmartLabel,TRUE,4.541672952473160,0.07444068416953090,1,1,0,[],"[('festival/glenn_landberg_treefort2017-7119_33167197153_o Medium.jpeg', {'1231', '1225'}), ('festival/aaron_rodriguez_treefort2017-19_33480504591_o Medium.jpeg', {'355'})]"
"Intersection[IsObject(Face), Complement(Map(IsObject(Guitar), IsObject(Face), GetAbove))]",Edit,festival,CCE,0.475,1.3865105141088200,33.23880414477660,SmartLabel,TRUE,5.908064015209680,23.616906221956000,127,1,3,"[8.44379249215126, 10.546165086328983, 4.526084616780281]","[('festival/matthew-wordell-treefort2016-8475_26111260551_o Medium.jpeg', {'1758', '1757', '1755', '1756'}), ('festival/aaron_rodriguez_treefort2017-373_34254899631_o Medium.jpeg', {'811'}), ('festival/matthew-wordell-treefort2016-4274_25928788670_o Medium.jpeg', {'1558', '1560', '1559', '1563', '1562', '1561'}), ('festival/aaron-rodriguez-treefort-2016-183_26255545346_o Medium.jpeg', {'55', '52', '53', '54'})]"
"Map(Union[IsObject(Glasses), Smile, EyesOpen], IsObject(Person), GetBelow)",Edit,wedding,CCE-NoAbs,0.475,1.3823942093728400,33.07997048307200,SmartLabelNoUB,TRUE,3.6635914221406000,462.97403806075500,3875,1,6,"[107.93893059715629, 104.11119769513607, 103.24065648391843, 94.95500964671373, 28.38887444511056, 24.101198222488165]","[('wedding/our-wedding_7667960846_o Medium.jpeg', {'270', '271'}), ('wedding/our-wedding_7667990430_o Medium.jpeg', {'326'}), ('wedding/our-wedding_7669155316_o Medium.jpeg', {'1773'}), ('wedding/our-wedding_7669054868_o Medium.jpeg', {'1540'}), ('wedding/our-wedding_7667858606_o Medium.jpeg', set()), ('wedding/our-wedding_7669146078_o Medium.jpeg', {'1746'}), ('wedding/our-wedding_7667888240_o Medium.jpeg', {'117', '116'})]"
"Union[Map(IsObject(Bride), IsObject(Face), GetRight), Map(IsObject(Bride), IsObject(Face), GetLeft)]",Edit,wedding,CCE-NoAbs,0.475,1.3784889971874300,32.92928213735220,SmartLabelNoUB,TRUE,2.344653330743310,169.78971792385000,8432,1,3,"[117.64625423401594, 44.63471852988005, 7.360738899558783]","[('wedding/our-wedding_7667901558_o Medium.jpeg', {'167', '166'}), ('wedding/our-wedding_7667875916_o Medium.jpeg', {'63'}), ('wedding/our-wedding_7669390412_o Medium.jpeg', {'2235'}), ('wedding/our-wedding_7667895274_o Medium.jpeg', set()), ('wedding/our-wedding_7669057508_o Medium.jpeg', {'1558'})]"
"Union[IsObject(Bride), Map(IsObject(Bride), IsObject(Face), GetAbove)]",Search,wedding,CCE-NoAbs,0.475,1.3747790456112800,32.78612820891840,SmartLabelNoUB,TRUE,1155.4884680360600,324.2381674386560,61,6,22,"[89.54101787880063, 89.99933583661914, 36.11460891366005, 17.75484485551715, 14.101827792823315, 13.704007558524609, 13.653452519327402, 12.35601294413209, 6.856225922703743, 4.390391256660223, 4.251427959650755, 4.232117116451263, 4.188528183847666, 2.7521147690713406, 1.598545864224434, 1.3125999942421913, 1.2486805580556393, 1.2190240733325481, 1.20796262845397, 1.2018543183803558, 1.1992329098284245, 1.1978329829871655]","[('wedding/our-wedding_7668149796_o Medium.jpeg', {'835', '841'}), ('wedding/our-wedding_7669446920_o Medium.jpeg', {'2336', '2333'}), ('wedding/our-wedding_7668916354_o Medium.jpeg', {'1198', '1199', '1202'}), ('wedding/our-wedding_7668045644_o Medium.jpeg', set()), ('wedding/our-wedding_7667917902_o Medium.jpeg', {'210', '217', '211'}), ('wedding/our-wedding_7667977420_o Medium.jpeg', set()), ('wedding/our-wedding_7668036458_o Medium.jpeg', set()), ('wedding/our-wedding_7668052228_o Medium.jpeg', set()), ('wedding/our-wedding_7668590818_o Medium.jpeg', set()), ('wedding/our-wedding_7668662792_o Medium.jpeg', set()), ('wedding/our-wedding_7668876442_o Medium.jpeg', {'1128', '1133'}), ('wedding/our-wedding_7668954596_o Medium.jpeg', {'1295', '1291'}), ('wedding/our-wedding_7669198916_o Medium.jpeg', {'1832', '1831', '1836', '1837'})]"
"Map(IsObject(Face), IsObject(Face), GetAbove)",Edit,wedding,CCE-NoAbs,0.475,1.3712500672827500,32.64995739894480,SmartLabelNoUB,TRUE,19.23882307484750,267.55304059386300,94,1,8,"[107.42141728848219, 48.36841190978885, 25.18011312186718, 20.12630969658494, 18.643891155719757, 16.145316429436207, 15.801048018038273, 15.768732197582722]","[('wedding/our-wedding_7669442380_o Medium.jpeg', {'2324', '2327'}), ('wedding/our-wedding_7669076756_o Medium.jpeg', {'1617'}), ('wedding/our-wedding_7668981368_o Medium.jpeg', {'1321', '1326', '1324'}), ('wedding/our-wedding_7668095250_o Medium.jpeg', {'667'}), ('wedding/our-wedding_7668045644_o Medium.jpeg', {'449', '450'}), ('wedding/our-wedding_7667917902_o Medium.jpeg', set()), ('wedding/our-wedding_7667996460_o Medium.jpeg', set()), ('wedding/our-wedding_7667977420_o Medium.jpeg', set()), ('wedding/our-wedding_7668036458_o Medium.jpeg', set()), ('wedding/our-wedding_7668052228_o Medium.jpeg', set())]"
"Intersection[Complement(Smile), Map(IsObject(Face), IsObject(Face), GetAbove)]",Edit,wedding,CCE-NoAbs,0.475,1.3678891355413000,32.520270913255600,SmartLabelNoUB,FAIL,30.491126019507600,100.88654686138000,33,4,2,"[87.7104417309165, 13.176051571965218]","[('wedding/our-wedding_7667907634_o Medium.jpeg', {'188'}), ('wedding/our-wedding_7669213072_o Medium.jpeg', {'1857'}), ('wedding/our-wedding_7669258646_o Medium.jpeg', set()), ('wedding/our-wedding_7668981368_o Medium.jpeg', {'1326'})]"
"Intersection[Map(IsObject(Face), IsObject(Face), GetRight), Map(IsObject(Face), IsObject(Face), GetLeft)]",Edit,wedding,CCE-NoAbs,0.475,1.3646845262064200,32.39661635713340,SmartLabelNoUB,TRUE,10.426518473774200,0.24365786463022200,1,1,0,[],"[('wedding/our-wedding_7668015714_o Medium.jpeg', {'374', '376'}), ('wedding/our-wedding_7669326520_o Medium.jpeg', {'2066', '2060', '2069', '2062', '2064'})]"
"Intersection[Smile, EyesOpen]",Search ,wedding,CCE-NoAbs,0.475,1.3616255809322200,32.27858246265310,SmartLabelNoUB,TRUE,296.9858580045400,1085.005495339630,4346,1,12,"[117.99700421467423, 118.58907801285386, 108.81522666662931, 115.42403157055378, 118.50213883072138, 117.34391637891531, 116.85452446341515, 113.70212247595191, 124.21466920152307, 11.34809548780322, 11.066143579781055, 11.028781350702047]","[('wedding/our-wedding_7669409648_o Medium.jpeg', {'2278', '2279'}), ('wedding/our-wedding_7669224504_o Medium.jpeg', {'1882', '1880'}), ('wedding/our-wedding_7669245932_o Medium.jpeg', {'1899', '1900', '1898'}), ('wedding/our-wedding_7669031674_o Medium.jpeg', set()), ('wedding/our-wedding_7667917902_o Medium.jpeg', {'217'}), ('wedding/our-wedding_7668045644_o Medium.jpeg', {'449', '452', '451', '450'}), ('wedding/our-wedding_7669312112_o Medium.jpeg', {'2032', '2030', '2037', '2036', '2035', '2039', '2031', '2029', '2033'}), ('wedding/our-wedding_7668635930_o Medium.jpeg', {'1059'}), ('wedding/our-wedding_7669425236_o Medium.jpeg', {'2297', '2296'}), ('wedding/our-wedding_7667903494_o Medium.jpeg', set()), ('wedding/our-wedding_7667888240_o Medium.jpeg', {'121'}), ('wedding/our-wedding_7667977420_o Medium.jpeg', {'306'}), ('wedding/our-wedding_7668036458_o Medium.jpeg', {'427'}), ('wedding/our-wedding_7668052228_o Medium.jpeg', {'470'})]"
"Intersection[IsObject(Face), Complement(Intersection[Smile, EyesOpen])]",Edit,wedding,CCE-NoAbs,0.475,1.3587025887813200,32.16579451903860,SmartLabelNoUB,TRUE,67.43706132471560,50.17694787308570,14,1,2,"[31.890378266572952, 18.079682916402817]","[('wedding/our-wedding_7669224504_o Medium.jpeg', {'1881'}), ('wedding/our-wedding_7669092256_o Medium.jpeg', {'1643'}), ('wedding/our-wedding_7667886840_o Medium.jpeg', {'113'}), ('wedding/our-wedding_7667888240_o Medium.jpeg', {'120'})]"
"Intersection[Smile, EyesOpen, Complement(MouthOpen)]",Search,wedding,CCE-NoAbs,0.475,1.355906683245680,32.05791039905950,SmartLabelNoUB,TRUE,2.7193920239806200,0.21574879437685000,1,1,0,[],"[('wedding/our-wedding_7668472586_o Medium.jpeg', {'853'}), ('wedding/our-wedding_7669135388_o Medium.jpeg', {'1729'})]"
"Union[Map(IsObject(Bride), IsObject(Face), GetAbove), Map(IsObject(Suit), IsObject(Face), GetAbove)]",Search,wedding,CCE-NoAbs,0.475,1.353229752413670,31.954617092696500,SmartLabelNoUB,TRUE,12.853825498372300,0.13452301546931300,1,1,0,[],"[('wedding/our-wedding_7668981368_o Medium.jpeg', {'1322', '1326'}), ('wedding/our-wedding_7667901558_o Medium.jpeg', {'167'})]"
"Intersection[IsObject(Face), Complement(Smile)]",Edit,wedding,CCE-NoAbs,0.475,1.3506643603663400,31.855627674098600,SmartLabelNoUB,TRUE,8.380165196955200,22.444918803870700,9,8,1,[20.36848345771432],"[('wedding/our-wedding_7669152422_o Medium.jpeg', {'1767', '1768'}), ('wedding/our-wedding_7668635930_o Medium.jpeg', {'1060', '1058'}), ('wedding/our-wedding_7667858606_o Medium.jpeg', {'16'})]"
"Union[IsObject(Glasses), Intersection[Smile, EyesOpen]]",Search,wedding,CCE-NoAbs,0.475,1.3482036781984900,31.760678639933400,SmartLabelNoUB,FALSE,7.219623278826480,121.11176866293000,153,1,1,[120.76425019279122],"[('wedding/our-wedding_7669135388_o Medium.jpeg', {'1729', '1730'}), ('wedding/our-wedding_7669242588_o Medium.jpeg', {'1890'}), ('wedding/our-wedding_7669425236_o Medium.jpeg', {'2297', '2296'})]"
"Map(Map(IsObject(Face), IsObject(Face), GetRight), IsObject(Face), GetRight)",Edit,wedding,CCE-NoAbs,0.475,1.3458414233173500,31.669527567134700,SmartLabelNoUB,FAIL,16.34975102543830,5.022766850888730,2,4,1,[5.02271881327033],"[('wedding/our-wedding_7668901928_o Medium.jpeg', {'1185'}), ('wedding/our-wedding_7669405174_o Medium.jpeg', {'2267'}), ('wedding/our-wedding_7667856670_o Medium.jpeg', set())]"
"Union[EyesOpen, Intersection[IsObject(Face), Complement(MouthOpen)]]",Edit,wedding,CCE-NoAbs,0.475,1.3435718058825300,31.581951046210500,SmartLabelNoUB,TRUE,55.6672778762877,503.7575743459170,20552,1,6,"[119.9200616069138, 115.4661524258554, 117.37452770769596, 126.14477088674903, 20.80207073688507, 3.8488852456212044]","[('wedding/our-wedding_7669386434_o Medium.jpeg', {'2228', '2227'}), ('wedding/our-wedding_7669009912_o Medium.jpeg', {'1411', '1412'}), ('wedding/our-wedding_7669446920_o Medium.jpeg', {'2336', '2335', '2334'}), ('wedding/our-wedding_7667888240_o Medium.jpeg', {'121'}), ('wedding/our-wedding_7668981368_o Medium.jpeg', {'1323', '1326', '1321', '1322', '1324', '1325'}), ('wedding/our-wedding_7668095250_o Medium.jpeg', {'666', '665', '667'}), ('wedding/our-wedding_7669220304_o Medium.jpeg', {'1872', '1870', '1871'}), ('wedding/our-wedding_7667886840_o Medium.jpeg', {'113', '114', '115'})]"
"Union[Smile, Map(Smile, IsObject(Face), GetRight)]",Edit,wedding,CCE-NoAbs,0.475,1.3413894814259800,31.49774285301410,SmartLabelNoUB,FAIL,178.14459452033000,129.3215282857420,223,4,1,[129.3214643187821],"[('wedding/our-wedding_7667915946_o Medium.jpeg', {'207', '208'}), ('wedding/our-wedding_7668081866_o Medium.jpeg', {'572', '573', '574'}), ('wedding/our-wedding_7669039040_o Medium.jpeg', {'1489', '1487', '1488', '1486'})]"
"Union[IsObject(Bride), Map(IsObject(Bride), IsObject(Face), GetLeft), Map(IsObject(Bride), IsObject(Face), GetRight)]",Edit,wedding,CCE-NoAbs,0.475,1.3392895088357100,31.416712327485600,SmartLabelNoUB,TRUE,347.7180429957810,140.71722339093700,53,1,4,"[109.3184459283948, 14.029255773872137, 14.033861078321934, 3.168189585208893]","[('wedding/our-wedding_7668083094_o Medium.jpeg', {'587', '589', '578'}), ('wedding/our-wedding_7669081966_o Medium.jpeg', {'1622', '1624'}), ('wedding/our-wedding_7669390412_o Medium.jpeg', {'2235', '2232'}), ('wedding/our-wedding_7667897636_o Medium.jpeg', {'155', '153'}), ('wedding/our-wedding_7667876934_o Medium.jpeg', set())]"
"Union[IsObject(Car), IsObject(Bicycle)]",Search,cars,CCE-NoAbs,0.475,1.3414359463131300,31.757546954351000,SmartLabelNoUB,TRUE,40.31242396309970,49.111218973994300,41,1,1,[49.079873736947775],"[('cars/014_2938008229_o.jpg', {'0', '2', '1'}), ('cars/smartbikes--farragut-square_2733925626_o.jpg', {'1259', '1267', '1258'}), ('cars/biker-on-rock-creek-trail_6277965864_o.jpg', {'461', '462'})]"
"Map(Intersection[Smile, EyesOpen], IsObject(Car), GetIsContained)",Search,cars,CCE-NoAbs,0.475,1.343504331518650,32.08598759478490,SmartLabelNoUB,TRUE,99.76174176856880,117.16838857531500,1101,1,3,"[64.35372800007463, 47.667619716376066, 5.052817925810814]","[('cars/n02958343_1902.JPEG', {'1156'}), ('cars/7283056644_e9ca3877d1_c.jpg', {'300'}), ('cars/interesting-foldy-bike_5079464538_o.jpg', set()), ('cars/7277639906_2f455d0a66_c.jpg', set()), ('cars/1957-chevrolet-bel-air_2938840328_o.jpg', set())]"
"Map(IsObject(Car), IsObject(Face), GetContains)",Edit,cars,CCE-NoAbs,0.475,1.3454988458239600,32.402698212346200,SmartLabelNoUB,TRUE,447.87448087334600,228.86056583747300,1960,1,5,"[75.9318273589015, 76.22034536674619, 71.32045369595289, 4.393671724945307, 0.9631206467747688]","[('cars/classic-car-rally-2008_2938842248_o.jpg', {'762'}), ('cars/n02958343_1902.JPEG', {'1163', '1162'}), ('cars/commuter-with-a-capital-bikeshare-bike_5739859831_o.jpg', set()), ('cars/7277639906_2f455d0a66_c.jpg', set()), ('cars/bikeshare-bike-and-others_6970590645_o.jpg', set()), ('cars/5421932595_68f7ab545d_c.jpg', {'275'}), ('cars/interesting-foldy-bike_5079464538_o.jpg', {'977'})]"
Complement(IsObject(Car)),Search,cars,CCE-NoAbs,0.475,1.347423377171200,32.70829617665980,SmartLabelNoUB,FAIL,101.53906275332000,173.54501354321800,108,4,4,"[47.645178593695164, 43.55192783102393, 42.38542602956295, 39.96239114552736]","[('cars/n02958343_1902.JPEG', {'1158', '1162', '1161', '1157', '1160', '1163', '1159'}), ('cars/smartbikes--farragut-square_2733925626_o.jpg', {'1259', '1258', '1261', '1260'}), ('cars/44929498572_0b602cb182_c.jpg', {'257', '258', '255', '267', '266'}), ('cars/look-up-from-your-smartphone_6824473546_o.jpg', {'1024', '1010', '1021', '1016', '1019', '1026', '1014', '1012', '1018', '1015', '1025', '1013', '1011', '1009'})]"
"Complement(Union[IsObject(Car), IsObject(Bicycle)])",Edit,cars,CCE-NoAbs,0.475,1.3492815453685300,33.003356280134900,SmartLabelNoUB,TRUE,2.8780544586479700,4.752586465328930,4,1,1,[4.710427653044462],"[('cars/bike-with-convenient-wine-holder_5747868888_o.jpg', {'434', '435'}), ('cars/1972-porsche-spyder-718-rsk-replica_2937995287_o.jpg', {'99'}), ('cars/1957-chevrolet-bel-air_2938840328_o.jpg', {'94', '97', '96', '93', '95'})]"
"Map(IsObject(Car), Union[IsObject(Person), IsObject(Bicycle)], GetContains)",Edit,cars,CCE-NoAbs,0.475,1.3510767248134100,33.28841434620410,SmartLabelNoUB,TRUE,30.65110068395730,0.06369448080658910,1,1,0,[],"[('cars/1957-chevrolet-bel-air_2938840328_o.jpg', {'94', '96'}), ('cars/5421932595_68f7ab545d_c.jpg', {'270'})]"
"Intersection[EyesOpen, Complement(Map(IsObject(Car), EyesOpen, GetContains))]",Search,cars,CCE-NoAbs,0.475,1.3528120649434700,33.56397047673770,SmartLabelNoUB,TRUE,6.955649089068170,168.82578817755000,1336,3,3,"[71.87629835307598, 70.76380046829581, 25.893492434173822]","[('cars/leggy-biker_6262285232_o.jpg', {'1002'}), ('cars/1957-chevrolet-bel-air_2938840328_o.jpg', {'97'}), ('cars/bikeshare-bike-and-others_6970590645_o.jpg', {'551', '549', '550'}), ('cars/5421932595_68f7ab545d_c.jpg', set()), ('cars/interesting-foldy-bike_5079464538_o.jpg', set())]"
"Map(IsObject(Person), IsObject(Car), GetIsContained)",Search,cars,CCE-NoAbs,0.475,1.3544905086758100,33.830491980040600,SmartLabelNoUB,TRUE,460.1783422641460,87.8382761515677,85,1,3,"[58.521527986973524, 25.969047587364912, 3.2942013144493103]","[('cars/classic-car-rally-2008_2938842248_o.jpg', {'754'}), ('cars/1957-chevrolet-bel-air_2938840328_o.jpg', {'88'}), ('cars/7277639906_2f455d0a66_c.jpg', set()), ('cars/msa-classic-car-rally-2009_3942380148_o.jpg', set()), ('cars/42695922145_9ba185ebcd_c.jpg', {'212'})]"
