GT Program,Benchmark Info,Semantics,Delta,Avg. Per Component Pred. Set Size,Avg. Per Input Pred. Set Size,Question Selector,Correct?,Initial Synthesis Time,Active Learning Time,Initial Program Space Size,Final Program Space Size,# Rounds,Time Per Round,Initial Examples
"Intersection[IsObject(Bicycle), Complement(Map(IsObject(Person), IsObject(Bicycle), GetBelow))]",cars,CCE,0.45,1.3361260506808774,28.592517136329015,SmartLabel,True,8.998289242386818,14.023896425962448,979,1,4,"[4.508716221898794, 3.4253636077046394, 2.9235683381557465, 3.1145202666521072]","[('cars/smartbikes--farragut-square_2733925626_o.jpg', {'1150', '1151'}), ('cars/foldy-bike-at-aqueduct_4730059859_o.jpg', {'765'}), ('cars/44929498572_0b602cb182_c.jpg', set()), ('cars/bike-commuter-on-14th-st_6943659117_o.jpg', set()), ('cars/foldy-bike_4078193508_o.jpg', {'774'}), ('cars/biking-at-hains-point_3994789631_o.jpg', {'508'})]"
"Intersection[IsObject(Bicycle), Complement(Map(EyesOpen, IsObject(Bicycle), GetBelow))]",cars,CCE,0.45,1.3406709292629597,28.920407040704067,SmartLabel,True,5.731485456228256,13.568805381655693,970,1,2,"[7.581506501883268, 5.927475191652775]","[('cars/biking-away_4672030207_o.jpg', {'525'}), ('cars/bike-commuter-on-14th-st_6943659117_o.jpg', {'335'}), ('cars/foldy-bike_4078193508_o.jpg', {'774'}), ('cars/bike-carousel-at-car-free-dc_3945578551_o.jpg', {'323', '324', '325'})]"
"Union[IsObject(Bicycle), IsObject(Car), IsObject(Person)]",cars,CCE,0.45,1.3448911736606075,29.224876237623757,SmartLabel,True,3.8956897519528866,0.031437378376722336,1,1,0,[],"[('cars/colorful-bike_5834774314_o.jpg', {'668'}), ('cars/biker-in-blue_1458867877_o.jpg', {'400', '401'})]"
"Map(IsObject(Bicycle), Union[Smile, EyesOpen], GetAbove)",cars,CCE,0.45,1.3488203667204863,29.508347558893814,SmartLabel,True,5.61707491055131,109.66591953858733,1901,33,22,"[7.060189299285412, 7.233706410974264, 3.084051612764597, 3.473537500947714, 2.70032100379467, 2.7131021469831467, 2.6000565961003304, 2.614763516932726, 2.502592295408249, 2.502934969961643, 3.0715144276618958, 4.2586502358317375, 5.6296876184642315, 5.816703926771879, 6.229046989232302, 7.569528367370367, 1.704931903630495, 9.379112184047699, 9.227481227368116, 9.188339903950691, 9.126605696976185, 0.9294283278286457]","[('cars/biker-on-rock-creek-trail_6277965864_o.jpg', {'434'}), ('cars/bill-line-national-parks-spokesperson-on-a-bike_6189270083_o.jpg', {'578'}), ('cars/vince-gray-receives-award-for-dc_5740411644_o.jpg', set()), ('cars/bikeshare-bike-and-others_6970590645_o.jpg', {'495', '496'}), ('cars/1957-chevrolet-bel-air_2938840328_o.jpg', set()), ('cars/bikes-on-beach-drive_3897608182_o.jpg', {'464'}), ('cars/44929498572_0b602cb182_c.jpg', {'250'}), ('cars/commuter-with-a-capital-bikeshare-bike_5739859831_o.jpg', {'676'}), ('cars/5421932595_68f7ab545d_c.jpg', set()), ('cars/7277639906_2f455d0a66_c.jpg', set()), ('cars/bike-dc_3906452651_o.jpg', {'347'}), ('cars/biker-in-blue_1496965137_o.jpg', {'413'}), ('cars/bikes_3938109841_o.jpg', {'476', '477'}), ('cars/biking-in-georgetown_3990959345_o.jpg', {'530'}), ('cars/classic-car-rally-2008_2938842248_o.jpg', set())]"
"Intersection[IsObject(Face), Complement(Map(IsObject(Bicycle), IsObject(Face), GetAbove))]",cars,CCE,0.45,1.3524876135763733,29.7729207920792,SmartLabel,True,5.538566194474697,19.15317090973258,1975,1,3,"[7.81148137524724, 5.010057188570499, 6.284959528595209]","[('cars/foldy-bikes_3981720975_o.jpg', {'780', '781'}), ('cars/pose_5739852401_o.jpg', {'1090'}), ('cars/commuter-with-a-capital-bikeshare-bike_5739859831_o.jpg', set()), ('cars/7277639906_2f455d0a66_c.jpg', {'280'}), ('cars/bikes_3938109841_o.jpg', {'478'})]"
"Union[IsObject(Cat), IsObject(Face)]",cats,CCE,0.45,1.3673326700991262,28.906368634965954,SmartLabel,True,4.800751686096191,12.334700383245945,12912,1,4,"[7.336839452385902, 2.5771958455443382, 2.2758385688066483, 0.1364828124642372]","[('cats/n02870880_9461.JPEG', {'636'}), ('cats/n02121808_2581.JPEG', {'319'}), ('cats/n02121808_246.JPEG', {'302', '301'}), ('cats/n02121808_111.JPEG', {'28', '26'}), ('cats/n02121808_11141.JPEG', set()), ('cats/n02121808_12520.JPEG', {'51'})]"
"Union[IsObject(Cat), EyesOpen]",cats,CCE,0.45,1.3812499105892067,28.093975987672295,SmartLabel,True,4.397982455790043,22.212815292179585,12912,56,7,"[7.102992467582226, 2.5309211872518063, 2.3233132287859917, 2.249151811003685, 2.2389995865523815, 2.2838845290243626, 2.254845257848501]","[('cats/n02121808_2112.JPEG', {'251'}), ('cats/n02121808_2581.JPEG', {'319'}), ('cats/n02121808_246.JPEG', {'302', '301'}), ('cats/n02121808_111.JPEG', {'26'}), ('cats/n02121808_4140.JPEG', {'427'}), ('cats/n02121808_14813.JPEG', {'102', '103'}), ('cats/n02121808_10623.JPEG', {'15'}), ('cats/n02121808_18978.JPEG', {'210', '208'})]"
"Intersection[IsObject(Cat), Complement(Map(IsObject(Cat), IsObject(Cat), GetBelow))]",cats,CCE,0.45,1.3943236819586766,27.330819258396424,SmartLabel,True,4.3872183337807655,24.954375334084034,12912,1,8,"[7.145092591643333, 3.3561245426535606, 3.3310424499213696, 3.5595172718167305, 3.525196898728609, 3.8083901777863503, 0.10965322330594063, 0.1029101274907589]","[('cats/n02121808_3442.JPEG', {'374'}), ('cats/n02121808_2623.JPEG', {'326'}), ('cats/n02121808_246.JPEG', set()), ('cats/n02121808_14813.JPEG', {'102'}), ('cats/n02121808_10623.JPEG', {'15'}), ('cats/n02121808_111.JPEG', {'26'}), ('cats/cats.jpg', {'1'}), ('cats/n02121808_14.JPEG', {'85'})]"
"Intersection[Map(IsObject(Cat), IsObject(Cat), GetRight), Map(IsObject(Cat), IsObject(Cat), GetLeft)]",cats,CCE,0.45,1.4066284079534717,26.612554101430902,SmartLabel,True,8.936962943524122,21.10974893346429,13198,1,5,"[10.365316297858953, 3.4524388164281845, 2.4774506501853466, 2.4043272882699966, 2.3883445262908936]","[('cats/n02121808_52.JPEG', {'515', '516'}), ('cats/n02121808_16252.JPEG', {'138', '136'}), ('cats/n02121808_14813.JPEG', set()), ('cats/n02121808_21612.JPEG', set()), ('cats/n02121808_11141.JPEG', set())]"
"Map(IsObject(Guitar), IsObject(Face), GetAbove)",festival,CCE,0.45,1.4048145760946023,26.772176107799286,SmartLabel,FAIL,5.4085677564144135,2091.60398767516,164,4,107,"[8.387207705527544, 4.910587292164564, 4.733308255672455, 4.330014638602734, 4.16149427741766, 4.513173907995224, 2.376870922744274, 2.356093268841505, 2.3529330901801586, 4.217256110161543, 22.45527681708336, 22.497010707855225, 22.441098377108574, 22.35940369963646, 22.381136003881693, 22.33363974839449, 22.35183710604906, 22.37016562744975, 22.357779137790203, 22.3169396109879, 22.355545472353697, 22.344983480870724, 22.328605566173792, 22.34909262508154, 22.307601865381002, 22.223224218934774, 22.199225936084986, 22.105074856430292, 22.022124983370304, 22.063225083053112, 22.059772115200758, 22.031677432358265, 22.048374768346548, 22.036538757383823, 21.881645388901234, 21.549069929867983, 21.363328736275434, 21.2931349016726, 21.351844906806946, 21.338693365454674, 21.3075414262712, 21.294772289693356, 21.29709668457508, 21.264065384864807, 21.289253689348698, 21.279185015708208, 21.26201744377613, 21.24508050456643, 21.264230649918318, 21.2699731066823, 21.283716570585966, 21.222721494734287, 21.140599094331264, 21.129582777619362, 21.137258008122444, 21.00971642881632, 21.044229336082935, 21.03439364209771, 21.040009703487158, 21.08020807057619, 21.02385238185525, 21.037559915333986, 21.055091090500355, 21.032722145318985, 20.97084265947342, 20.943966578692198, 20.953075889497995, 20.93790690973401, 20.954609662294388, 20.94552506506443, 20.945995841175318, 20.813401862978935, 20.77244783565402, 20.76973481848836, 20.81492353603244, 20.6232143715024, 20.632247395813465, 20.511656764894724, 20.468164440244436, 20.453073665499687, 20.45064702630043, 20.338523980230093, 20.352202512323856, 20.33630345389247, 20.350787673145533, 20.33634613454342, 20.360132854431868, 20.33238361030817, 20.194328483194113, 20.190010849386454, 20.17507492005825, 20.181898523122072, 20.198422126471996, 20.136991996318102, 20.147786781191826, 20.150940712541342, 20.144702523946762, 20.11848447099328, 20.123059328645468, 20.09228752180934, 20.098096430301666, 20.11175500229001, 20.10588362067938, 20.123612340539694, 20.16330748423934, 20.157153517007828, 20.11975257843733]","[('festival/aaron_rodriguez_treefort2017-363_34254689531_o Medium.jpeg', {'793'}), ('festival/aaron-rodriguez-treefort-2016-286_25678607453_o Medium.jpeg', {'94', '93'}), ('festival/aaron_rodriguez_treefort2017-230_33877627921_o Medium.jpeg', set()), ('festival/matthew-wordell-treefort2016-4616_25968630360_o Medium.jpeg', {'1580'}), ('festival/aaron_rodriguez_treefort2017-319_33574320633_o Medium.jpeg', {'701'}), ('festival/aaron_rodriguez_treefort2017-191_33877926621_o Medium.jpeg', set()), ('festival/matthew-wordell-treefort2016-3795_26134843231_o Medium.jpeg', {'1511', '1510'}), ('festival/matthew-wordell-treefort2016-8853_26177976255_o Medium.jpeg', set()), ('festival/peter_lovera_treefort2017-55_33155622604_o Medium.jpeg', set()), ('festival/peter_lovera_treefort2017-52_33999043175_o Medium.jpeg', set()), ('festival/peter_lovera_treefort2017-46_33841345962_o Medium.jpeg', {'2584'}), ('festival/peter_lovera_treefort2017-429_34013378630_o Medium.jpeg', set()), ('festival/peter_lovera_treefort2017-428_34397844855_o Medium.jpeg', {'2570'}), ('festival/peter_lovera_treefort2017-421_33587948843_o Medium.jpeg', set()), ('festival/peter_lovera_treefort2017-41_33186189373_o Medium.jpeg', set()), ('festival/peter_lovera_treefort2017-417_34013416960_o Medium.jpeg', set()), ('festival/peter_lovera_treefort2017-407_34267344251_o Medium.jpeg', set()), ('festival/peter_lovera_treefort2017-3_33155873444_o Medium.jpeg', set()), ('festival/peter_lovera_treefort2017-394_34239002692_o Medium.jpeg', set()), ('festival/peter_lovera_treefort2017-376_33588061853_o Medium.jpeg', set()), ('festival/peter_lovera_treefort2017-368_34356282936_o Medium.jpeg', set()), ('festival/peter_lovera_treefort2017-295_33588389613_o Medium.jpeg', set()), ('festival/peter_lovera_treefort2017-288_34239860072_o Medium.jpeg', set()), ('festival/peter_lovera_treefort2017-282_34356704246_o Medium.jpeg', set()), ('festival/peter_lovera_treefort2017-272_34013889250_o Medium.jpeg', set()), ('festival/peter_lovera_treefort2017-263_34267934571_o Medium.jpeg', set()), ('festival/peter_lovera_treefort2017-230_33960568066_o Medium.jpeg', set()), ('festival/peter_lovera_treefort2017-208_33960657786_o Medium.jpeg', {'2453'}), ('festival/peter_lovera_treefort2017-195_33844682752_o Medium.jpeg', set()), ('festival/peter_lovera_treefort2017-191_33872659961_o Medium.jpeg', set()), ('festival/peter_lovera_treefort2017-165_33958183296_o Medium.jpeg', set()), ('festival/peter_lovera_treefort2017-157_33958208186_o Medium.jpeg', {'2409'}), ('festival/peter_lovera_treefort2017-138_33870021961_o Medium.jpeg', set()), ('festival/peter_lovera_treefort2017-133_33958318866_o Medium.jpeg', set()), ('festival/peter_lovera_treefort2017-120_33614337370_o Medium.jpeg', set()), ('festival/peter-lovera-treefort2016-1-36_25587484964_o Medium.jpeg', set()), ('festival/peter-lovera-treefort2016-1-33_25587537034_o Medium.jpeg', set()), ('festival/peter-lovera-treefort2016--9_26173434426_o Medium.jpeg', set()), ('festival/peter-lovera-treefort2016--42_25596352343_o Medium.jpeg', set()), ('festival/peter-lovera-treefort2016--28_25926300300_o Medium.jpeg', set()), ('festival/peter-lovera-treefort2016--23_25596540543_o Medium.jpeg', set()), ('festival/peter-lovera-treefort2016--188_26176542951_o Medium.jpeg', set()), ('festival/peter-lovera-treefort2016--154_25923448650_o Medium.jpeg', set()), ('festival/matthew_wordell_treefort2017-6376_33591720450_o Medium.jpeg', {'2220'}), ('festival/matthew_wordell_treefort2017-6264_33163602983_o Medium.jpeg', set()), ('festival/matthew_wordell_treefort2017-6230_33163208933_o Medium.jpeg', set()), ('festival/matthew_wordell_treefort2017-6127_33163095663_o Medium.jpeg', set()), ('festival/matthew_wordell_treefort2017-6014_33591093840_o Medium.jpeg', set()), ('festival/matthew_wordell_treefort2017-5964_33163049913_o Medium.jpeg', set()), ('festival/matthew_wordell_treefort2017-5952_33591063330_o Medium.jpeg', set()), ('festival/matthew_wordell_treefort2017-5855_33818253782_o Medium.jpeg', set()), ('festival/matthew_wordell_treefort2017-5852_33590965280_o Medium.jpeg', set()), ('festival/matthew_wordell_treefort2017-5749_33132299854_o Medium.jpeg', set()), ('festival/matthew_wordell_treefort2017-5626_33162817123_o Medium.jpeg', set()), ('festival/matthew_wordell_treefort2017-5461_33584101540_o Medium.jpeg', set()), ('festival/matthew_wordell_treefort2017-5431_33927907156_o Medium.jpeg', set()), ('festival/matthew_wordell_treefort2017-5412_33811163772_o Medium.jpeg', set()), ('festival/matthew_wordell_treefort2017-5339_33584022860_o Medium.jpeg', set()), ('festival/matthew_wordell_treefort2017-5321_33155811253_o Medium.jpeg', set()), ('festival/matthew_wordell_treefort2017-5318_33969172495_o Medium.jpeg', set()), ('festival/matthew_wordell_treefort2017-5305_33811095632_o Medium.jpeg', set()), ('festival/matthew_wordell_treefort2017-5080_33583785180_o Medium.jpeg', set()), ('festival/matthew_wordell_treefort2017-5003_33125032814_o Medium.jpeg', set()), ('festival/matthew_wordell_treefort2017-4847_33583746910_o Medium.jpeg', set()), ('festival/matthew_wordell_treefort2017-4827_33125001664_o Medium.jpeg', set()), ('festival/matthew_wordell_treefort2017-4809_33124981724_o Medium.jpeg', set()), ('festival/matthew_wordell_treefort2017-4802_33583706710_o Medium.jpeg', set()), ('festival/matthew_wordell_treefort2017-4759_33838551931_o Medium.jpeg', set()), ('festival/matthew_wordell_treefort2017-4582_33927395906_o Medium.jpeg', set()), ('festival/matthew_wordell_treefort2017-4572_33838391681_o Medium.jpeg', set()), ('festival/matthew_wordell_treefort2017-4501_33810588602_o Medium.jpeg', set()), ('festival/matthew_wordell_treefort2017-4493_33927345056_o Medium.jpeg', set()), ('festival/matthew_wordell_treefort2017-4486_33968596095_o Medium.jpeg', set()), ('festival/matthew_wordell_treefort2017-4444_33155215953_o Medium.jpeg', set()), ('festival/matthew_wordell_treefort2017-4389_33583440800_o Medium.jpeg', set()), ('festival/matthew_wordell_treefort2017-4385_33968529785_o Medium.jpeg', {'1920'}), ('festival/matthew_wordell_treefort2017-4334_33578189150_o Medium.jpeg', set()), ('festival/matthew_wordell_treefort2017-4260_33149878893_o Medium.jpeg', set()), ('festival/matthew_wordell_treefort2017-4199_33805352872_o Medium.jpeg', set()), ('festival/matthew_wordell_treefort2017-4191_33805346172_o Medium.jpeg', set()), ('festival/matthew_wordell_treefort2017-4093_33963116255_o Medium.jpeg', set()), ('festival/matthew_wordell_treefort2017-4081_33149770813_o Medium.jpeg', set()), ('festival/matthew_wordell_treefort2017-4052_33149773953_o Medium.jpeg', set()), ('festival/matthew_wordell_treefort2017-4028_33805259232_o Medium.jpeg', set()), ('festival/matthew_wordell_treefort2017-3997_33577939360_o Medium.jpeg', set()), ('festival/matthew_wordell_treefort2017-3932_33149685243_o Medium.jpeg', set()), ('festival/matthew_wordell_treefort2017-3440_33119020794_o Medium.jpeg', set()), ('festival/matthew_wordell_treefort2017-3133_33577365040_o Medium.jpeg', set()), ('festival/matthew_wordell_treefort2017-2984_33921187666_o Medium.jpeg', set()), ('festival/matthew_wordell_treefort2017-2956_33149139723_o Medium.jpeg', set()), ('festival/matthew_wordell_treefort2017-0432_33832265671_o Medium.jpeg', set()), ('festival/matthew_wordell_treefort2017-0428_33804594412_o Medium.jpeg', set()), ('festival/matthew_wordell_treefort2017-0396_33962308295_o Medium.jpeg', set()), ('festival/matthew-wordell-treefort2016-9748_26152818676_o Medium.jpeg', set()), ('festival/matthew-wordell-treefort2016-9738_26152807006_o Medium.jpeg', set()), ('festival/matthew-wordell-treefort2016-9605_26152734876_o Medium.jpeg', set()), ('festival/matthew-wordell-treefort2016-8899_25573217614_o Medium.jpeg', set()), ('festival/matthew-wordell-treefort2016-8733_26151962316_o Medium.jpeg', {'1739'}), ('festival/matthew-wordell-treefort2016-8550_26111455731_o Medium.jpeg', set()), ('festival/matthew-wordell-treefort2016-8491_25904746530_o Medium.jpeg', set()), ('festival/matthew-wordell-treefort2016-8475_26111260551_o Medium.jpeg', set()), ('festival/matthew-wordell-treefort2016-8336_26111155341_o Medium.jpeg', set()), ('festival/matthew-wordell-treefort2016-6292_26216985956_o Medium.jpeg', set()), ('festival/matthew-wordell-treefort2016-6257_25640080023_o Medium.jpeg', {'1713'})]"
"Union[IsObject(Guitar), Map(IsObject(Guitar), IsObject(Face), GetAbove)]",festival,CCE,0.45,1.4031015126723365,26.922930224924983,SmartLabel,True,4.494114488363266,0.08386671170592308,1,1,0,[],"[('festival/glenn_landberg_treefort2017-7119_33167197153_o Medium.jpeg', {'1225', '1231'}), ('festival/aaron_rodriguez_treefort2017-19_33480504591_o Medium.jpeg', {'355'})]"
"Intersection[IsObject(Face), Complement(Map(IsObject(Guitar), IsObject(Face), GetAbove))]",festival,CCE,0.45,1.401481047272896,27.065535470854694,SmartLabel,True,5.811170298606157,27.29275206848979,127,1,3,"[8.92493337392807, 10.989958807826042, 7.26310745626688]","[('festival/matthew-wordell-treefort2016-8475_26111260551_o Medium.jpeg', {'1723', '1726', '1725', '1724'}), ('festival/aaron_rodriguez_treefort2017-373_34254899631_o Medium.jpeg', {'811'}), ('festival/matthew-wordell-treefort2016-4274_25928788670_o Medium.jpeg', {'1528', '1526', '1529', '1530', '1531', '1527'}), ('festival/aaron-rodriguez-treefort-2016-183_26255545346_o Medium.jpeg', {'52', '54', '53', '55'})]"
"Map(Union[IsObject(Glasses), Smile, EyesOpen], IsObject(Person), GetBelow)",wedding,CCE-NoAbs,0.45,1.3977428940448788,26.96011019530589,SmartLabelNoUB,True,3.5939332507550716,172.5979185551405,3875,1,4,"[70.8138293735683, 63.57537316903472, 20.433790266513824, 17.603024046868086]","[('wedding/our-wedding_7667960846_o Medium.jpeg', {'254', '255'}), ('wedding/our-wedding_7667990430_o Medium.jpeg', {'299'}), ('wedding/our-wedding_7669155316_o Medium.jpeg', {'1587'}), ('wedding/our-wedding_7667858606_o Medium.jpeg', set()), ('wedding/our-wedding_7669146078_o Medium.jpeg', {'1562'}), ('wedding/our-wedding_7667888240_o Medium.jpeg', {'116', '115'})]"
"Union[Map(IsObject(Bride), IsObject(Face), GetRight), Map(IsObject(Bride), IsObject(Face), GetLeft)]",wedding,CCE-NoAbs,0.45,1.3941964409824008,26.8600913441442,SmartLabelNoUB,True,6.155251372605562,94.35689622163773,8590,1,3,"[75.93896947428584, 14.187381222844124, 4.112689543515444]","[('wedding/our-wedding_7667901558_o Medium.jpeg', {'159', '160'}), ('wedding/our-wedding_7667875916_o Medium.jpeg', {'64'}), ('wedding/our-wedding_7667888240_o Medium.jpeg', set()), ('wedding/our-wedding_7668991988_o Medium.jpeg', {'1209', '1210'}), ('wedding/our-wedding_7668916354_o Medium.jpeg', {'1063', '1064'})]"
"Union[IsObject(Bride), Map(IsObject(Bride), IsObject(Face), GetAbove)]",wedding,CCE-NoAbs,0.45,1.3908273105730466,26.765073435540593,SmartLabelNoUB,True,61.51866712421179,223.1892145872116,97,7,20,"[59.17753165960312, 24.724317226558924, 12.911110263317823, 12.886408809572458, 11.599743582308292, 11.178864989429712, 11.146163109689951, 9.045477498322725, 8.987995091825724, 6.560323428362608, 6.335187196731567, 6.325198758393526, 6.264005906879902, 6.247565358877182, 5.511197790503502, 4.7883922308683395, 4.755901221185923, 4.752588540315628, 4.74108300358057, 4.716662213206291]","[('wedding/our-wedding_7668149796_o Medium.jpeg', {'730', '733'}), ('wedding/our-wedding_7669446920_o Medium.jpeg', {'2091', '2088'}), ('wedding/our-wedding_7668916354_o Medium.jpeg', {'1060', '1059', '1063'}), ('wedding/our-wedding_7669245932_o Medium.jpeg', set()), ('wedding/our-wedding_7667876934_o Medium.jpeg', set()), ('wedding/our-wedding_7667977420_o Medium.jpeg', set()), ('wedding/our-wedding_7668013044_o Medium.jpeg', set()), ('wedding/our-wedding_7668052228_o Medium.jpeg', set()), ('wedding/our-wedding_7668134904_o Medium.jpeg', set()), ('wedding/our-wedding_7668587988_o Medium.jpeg', set()), ('wedding/our-wedding_7668615172_o Medium.jpeg', set()), ('wedding/our-wedding_7668876442_o Medium.jpeg', {'990', '995'}), ('wedding/our-wedding_7668954596_o Medium.jpeg', {'1148', '1151'})]"
"Map(IsObject(Face), IsObject(Face), GetAbove)",wedding,CCE-NoAbs,0.45,1.3876225279885392,26.67469054686887,SmartLabelNoUB,True,255.47185207530856,357.5826339684427,1203,1,12,"[86.0866339802742, 70.29481095075607, 64.47475618869066, 25.489239744842052, 15.938339319080114, 14.808372758328915, 14.770829822868109, 14.4630754776299, 14.413679413497448, 12.51004770025611, 12.159132063388824, 12.104623548686504]","[('wedding/our-wedding_7669442380_o Medium.jpeg', {'2082', '2079'}), ('wedding/our-wedding_7669076756_o Medium.jpeg', {'1442'}), ('wedding/our-wedding_7667888240_o Medium.jpeg', set()), ('wedding/our-wedding_7668991988_o Medium.jpeg', set()), ('wedding/our-wedding_7668916354_o Medium.jpeg', {'1063'}), ('wedding/our-wedding_7668095250_o Medium.jpeg', {'597'}), ('wedding/our-wedding_7669141806_o Medium.jpeg', set()), ('wedding/our-wedding_7667876934_o Medium.jpeg', set()), ('wedding/our-wedding_7667907634_o Medium.jpeg', {'181'}), ('wedding/our-wedding_7667977420_o Medium.jpeg', set()), ('wedding/our-wedding_7668013044_o Medium.jpeg', set())]"
"Intersection[Complement(Smile), Map(IsObject(Face), IsObject(Face), GetAbove)]",wedding,CCE-NoAbs,0.45,1.3845703540985321,26.588611605276757,SmartLabelNoUB,True,14.63798488304019,91.99170557409525,181,1,3,"[78.11289094015956, 10.600682094693184, 3.1664317436516285]","[('wedding/our-wedding_7667907634_o Medium.jpeg', {'181'}), ('wedding/our-wedding_7669213072_o Medium.jpeg', {'1662'}), ('wedding/our-wedding_7669245932_o Medium.jpeg', set()), ('wedding/our-wedding_7668916354_o Medium.jpeg', {'1063'}), ('wedding/our-wedding_7668095250_o Medium.jpeg', {'597'})]"
"Intersection[Map(IsObject(Face), IsObject(Face), GetRight), Map(IsObject(Face), IsObject(Face), GetLeft)]",wedding,CCE-NoAbs,0.45,1.3816601417848045,26.5065363353866,SmartLabelNoUB,True,9.195021398365498,0.17743174731731415,1,1,0,[],"[('wedding/our-wedding_7668015714_o Medium.jpeg', {'343', '345'}), ('wedding/our-wedding_7669326520_o Medium.jpeg', {'1852', '1843', '1850', '1845', '1847'})]"
"Intersection[Smile, EyesOpen]",wedding,CCE-NoAbs,0.45,1.3788822118489734,26.42819175958236,SmartLabelNoUB,True,76.11218165233731,368.08784529939294,4062,1,9,"[78.20224830508232, 75.89837532490492, 80.74812685698271, 80.2620368078351, 11.398169197142124, 11.351617377251387, 10.293327625840902, 9.937697377055883, 9.90784290060401]","[('wedding/our-wedding_7669409648_o Medium.jpeg', {'2033', '2034'}), ('wedding/our-wedding_7669224504_o Medium.jpeg', {'1686', '1684'}), ('wedding/our-wedding_7667858606_o Medium.jpeg', set()), ('wedding/our-wedding_7667855224_o Medium.jpeg', set()), ('wedding/our-wedding_7668981368_o Medium.jpeg', {'1180', '1184', '1183', '1181'}), ('wedding/our-wedding_7667888240_o Medium.jpeg', {'119'}), ('wedding/our-wedding_7667876934_o Medium.jpeg', set()), ('wedding/our-wedding_7667977420_o Medium.jpeg', {'283'}), ('wedding/our-wedding_7668013044_o Medium.jpeg', {'339'})]"
"Intersection[IsObject(Face), Complement(Intersection[Smile, EyesOpen])]",wedding,CCE-NoAbs,0.45,1.376227745465846,26.353329164924975,SmartLabelNoUB,True,32.35618435963988,32.42488266527653,14,1,2,"[19.946072667837143, 12.318037614226341]","[('wedding/our-wedding_7669224504_o Medium.jpeg', {'1685'}), ('wedding/our-wedding_7669092256_o Medium.jpeg', {'1466'}), ('wedding/our-wedding_7668005864_o Medium.jpeg', {'335'}), ('wedding/our-wedding_7667888240_o Medium.jpeg', {'118'})]"
"Intersection[Smile, EyesOpen, Complement(MouthOpen)]",wedding,CCE-NoAbs,0.45,1.3736886906645938,26.281721465687475,SmartLabelNoUB,True,1.87588744238019,0.16301443427801132,1,1,0,[],"[('wedding/our-wedding_7668472586_o Medium.jpeg', {'745'}), ('wedding/our-wedding_7669135388_o Medium.jpeg', {'1547'})]"
"Union[Map(IsObject(Bride), IsObject(Face), GetAbove), Map(IsObject(Suit), IsObject(Face), GetAbove)]",wedding,CCE-NoAbs,0.45,1.371257680748501,26.213160902587745,SmartLabelNoUB,True,98.32350252568722,93.67879428714514,208,1,5,"[55.9600985981524, 12.490735992789268, 8.371002040803432, 8.374642480164766, 8.374032285064459]","[('wedding/our-wedding_7668981368_o Medium.jpeg', {'1185', '1181'}), ('wedding/our-wedding_7667901558_o Medium.jpeg', {'160'}), ('wedding/our-wedding_7669155316_o Medium.jpeg', {'1594'}), ('wedding/our-wedding_7667897636_o Medium.jpeg', {'149'}), ('wedding/our-wedding_7667876934_o Medium.jpeg', set()), ('wedding/our-wedding_7667977420_o Medium.jpeg', set()), ('wedding/our-wedding_7668013044_o Medium.jpeg', {'339'})]"
"Intersection[IsObject(Face), Complement(Smile)]",wedding,CCE-NoAbs,0.45,1.368927962912246,26.147457029617158,SmartLabelNoUB,True,113.13910751789808,105.754714012146,348,8,2,"[90.41469111293554, 13.786205418407917]","[('wedding/our-wedding_7669152422_o Medium.jpeg', {'1583', '1584'}), ('wedding/our-wedding_7668635930_o Medium.jpeg', {'935', '937'}), ('wedding/our-wedding_7667888240_o Medium.jpeg', set()), ('wedding/our-wedding_7667858606_o Medium.jpeg', {'16'})]"
"Union[IsObject(Glasses), Intersection[Smile, EyesOpen]]",wedding,CCE-NoAbs,0.45,1.3666933355999191,26.084434947380075,SmartLabelNoUB,True,3.5121379271149635,167.13360054418445,4417,2,3,"[77.36518205702305, 75.26842381805182, 14.118128191679716]","[('wedding/our-wedding_7669135388_o Medium.jpeg', {'1548', '1547'}), ('wedding/our-wedding_7669242588_o Medium.jpeg', {'1694'}), ('wedding/our-wedding_7668991988_o Medium.jpeg', {'1208', '1209', '1210'}), ('wedding/our-wedding_7667895274_o Medium.jpeg', {'139'}), ('wedding/our-wedding_7668639922_o Medium.jpeg', {'944', '945', '946', '947'})]"
"Map(Map(IsObject(Face), IsObject(Face), GetRight), IsObject(Face), GetRight)",wedding,CCE-NoAbs,0.45,1.3645480933800855,26.023933748432473,SmartLabelNoUB,True,119.5496901795268,73.69401778653264,31,1,3,"[54.871615406125784, 14.263798002153635, 4.438741531223059]","[('wedding/our-wedding_7668901928_o Medium.jpeg', {'1046'}), ('wedding/our-wedding_7669405174_o Medium.jpeg', {'2025'}), ('wedding/our-wedding_7669027244_o Medium.jpeg', set()), ('wedding/our-wedding_7669031674_o Medium.jpeg', set()), ('wedding/our-wedding_7667900216_o Medium.jpeg', set())]"
