GT Program,Benchmark Info,Semantics,Delta,Avg. Per Component Pred. Set Size,Avg. Per Input Pred. Set Size,Question Selector,Correct?,Initial Synthesis Time,Active Learning Time,Initial Program Space Size,Final Program Space Size,# Rounds,Time Per Round,Initial Examples
"Union[Smile, Map(Smile, IsObject(Face), GetRight)]",wedding,CCE,0.325,1.3173271622794331,40.82500000000001,SmartLabel,True,16.541100658476353,49.12435728311539,127,1,5,"[14.019148364663124, 12.59083366021514, 7.829114019870758, 7.368106111884117, 7.0288266241550446]","[('wedding/our-wedding_7667915946_o Medium.jpeg', {'198', '199'}), ('wedding/our-wedding_7668081866_o Medium.jpeg', {'517', '518', '516'}), ('wedding/our-wedding_7669312112_o Medium.jpeg', {'1724', '1727', '1729', '1721', '1722', '1730', '1726', '1731', '1725', '1723'}), ('wedding/our-wedding_7667886840_o Medium.jpeg', {'112', '113', '111'}), ('wedding/our-wedding_7667926596_o Medium.jpeg', {'239'}), ('wedding/our-wedding_7668103448_o Medium.jpeg', {'604'}), ('wedding/our-wedding_7668115516_o Medium.jpeg', {'638', '639', '637'})]"
"Union[IsObject(Bride), Map(IsObject(Bride), IsObject(Face), GetLeft), Map(IsObject(Bride), IsObject(Face), GetRight)]",wedding,CCE,0.325,1.3173271622794331,40.825,SmartLabel,True,7.035972930490971,7.1912551783025265,13,1,2,"[5.404977153986692, 1.5278987139463425]","[('wedding/our-wedding_7668083094_o Medium.jpeg', {'522', '530', '528'}), ('wedding/our-wedding_7669081966_o Medium.jpeg', {'1409', '1408'}), ('wedding/our-wedding_7667868308_o Medium.jpeg', set()), ('wedding/our-wedding_7667907634_o Medium.jpeg', {'174', '181'})]"
"Union[IsObject(Car), IsObject(Bicycle)]",cars,CCE,0.325,1.33064395125419,42.8090856144438,SmartLabel,True,20.591457966715097,23.566085398197174,7771,1,1,[23.519435610622168],"[('cars/014_2938008229_o.jpg', {'1', '2', '0'}), ('cars/smartbikes--farragut-square_2733925626_o.jpg', {'929', '934', '930'}), ('cars/laughter_5740404248_o.jpg', {'685'})]"
"Map(Intersection[Smile, EyesOpen], IsObject(Car), GetIsContained)",cars,CCE,0.325,1.3424810970095296,44.57271727172718,SmartLabel,True,39.189465779811144,20.537007190287113,631,3,7,"[8.031928151845932, 5.687268480658531, 3.7136978805065155, 0.7816775180399418, 0.4265599325299263, 1.1741417422890663, 0.6569690592586994]","[('cars/n02958343_1902.JPEG', {'829'}), ('cars/7283056644_e9ca3877d1_c.jpg', {'208'}), ('cars/014_2938008229_o.jpg', set()), ('cars/5421932595_68f7ab545d_c.jpg', set()), ('cars/1957-chevrolet-bel-air_2938840328_o.jpg', set()), ('cars/7277639906_2f455d0a66_c.jpg', set())]"
"Map(IsObject(Car), IsObject(Face), GetContains)",cars,CCE,0.325,1.3530722274222016,46.15070349140178,SmartLabel,True,8.758292831480503,21.97992753610015,1150,7,3,"[10.894025020301342, 8.070366397500038, 1.8566760681569576]","[('cars/classic-car-rally-2008_2938842248_o.jpg', {'526'}), ('cars/n02958343_1902.JPEG', {'835', '836'}), ('cars/commuter-with-a-capital-bikeshare-bike_5739859831_o.jpg', set()), ('cars/bikes_3938109841_o.jpg', set()), ('cars/44929498572_0b602cb182_c.jpg', set())]"
Complement(IsObject(Car)),cars,CCE,0.325,1.3626042447936064,47.57089108910892,SmartLabel,True,54.761825408786535,345.655843347311,7250,55,15,"[112.78373779729009, 101.52286444231868, 10.213890362530947, 11.430623043328524, 12.07897862792015, 10.868275228887796, 11.215283624827862, 10.667855881154537, 9.575256362557411, 10.295960508286953, 8.928491540253162, 8.687993057072163, 8.930851820856333, 10.93796855956316, 5.915578689426184]","[('cars/n02958343_1902.JPEG', {'831', '834', '832', '833', '835', '830', '836'}), ('cars/smartbikes--farragut-square_2733925626_o.jpg', {'929', '930', '931', '932'}), ('cars/laughter_5740404248_o.jpg', {'678', '675', '679', '673', '672', '683', '670', '671', '680', '685', '674', '687', '676', '681', '677', '684'}), ('cars/bike-commuter-on-14th-st_6943659117_o.jpg', {'256', '254', '262', '257', '253', '255'}), ('cars/look-up-from-your-smartphone_6824473546_o.jpg', {'714', '708', '706', '711', '705', '700', '707', '703', '713', '715', '709', '701', '702', '699'}), ('cars/epa-bikes_5739874075_o.jpg', {'556', '550', '548', '552', '551', '555', '554', '553', '549', '547'}), ('cars/014_2938008229_o.jpg', {'4', '6', '3'}), ('cars/7283056644_e9ca3877d1_c.jpg', {'212', '213', '210', '211'}), ('cars/bikers-at-point-joe_107834549_o.jpg', {'322', '325', '323', '317', '324', '320', '318', '316', '321'}), ('cars/bill-line-national-parks-spokesperson-on-a-bike_6189270083_o.jpg', {'436', '434', '433', '439', '435', '437'}), ('cars/friends_1458870589_o.jpg', {'592', '597', '596', '595', '593', '594'}), ('cars/interesting-foldy-bike_5079464538_o.jpg', {'668', '660', '659', '669', '667', '661', '666', '658'})]"
"Complement(Union[IsObject(Car), IsObject(Bicycle)])",cars,CCE,0.325,1.3712284509867825,48.85582272512967,SmartLabel,True,3.674016047269106,1.0663700550794601,8,1,2,"[0.762725293636322, 0.23904730007052422]","[('cars/bike-with-convenient-wine-holder_5747868888_o.jpg', {'280', '279'}), ('cars/1972-porsche-spyder-718-rsk-replica_2937995287_o.jpg', {'72'}), ('cars/5421932595_68f7ab545d_c.jpg', {'181', '179', '183', '184', '180', '186', '182'}), ('cars/14960656582_161be9ac77_c.jpg', set())]"
"Map(IsObject(Car), Union[IsObject(Person), IsObject(Bicycle)], GetContains)",cars,CCE,0.325,1.379068638435124,50.023942394239434,SmartLabel,True,5.2047856114804745,3.908837340772152,8,1,4,"[1.2862605564296246, 0.32465434819459915, 1.0961762331426144, 1.129011806100607]","[('cars/1957-chevrolet-bel-air_2938840328_o.jpg', {'52', '50'}), ('cars/5421932595_68f7ab545d_c.jpg', {'180'}), ('cars/42695922145_9ba185ebcd_c.jpg', {'141'}), ('cars/bike-carousel-at-car-free-dc_3945578551_o.jpg', set()), ('cars/biking-away_4672030207_o.jpg', set())]"
"Intersection[EyesOpen, Complement(Map(IsObject(Car), EyesOpen, GetContains))]",cars,CCE,0.325,1.3862270704531752,51.09048643994836,SmartLabel,True,4.7859266102313995,33.08393479138613,951,1,4,"[6.649719934910536, 8.190906152129173, 9.772925563156605, 8.318092204630375]","[('cars/leggy-biker_6262285232_o.jpg', {'693'}), ('cars/1957-chevrolet-bel-air_2938840328_o.jpg', {'53'}), ('cars/5421932595_68f7ab545d_c.jpg', set()), ('cars/bikeshare-bike-and-others_6970590645_o.jpg', {'375', '377', '376'}), ('cars/msa-classic-car-rally-2009_3942383096_o.jpg', set())]"
"Map(IsObject(Person), IsObject(Car), GetIsContained)",cars,CCE,0.325,1.3927889664697217,52.06815181518152,SmartLabel,True,5.422025553882122,5.166465677320957,53,2,2,"[4.496549561619759, 0.4444670230150223]","[('cars/classic-car-rally-2008_2938842248_o.jpg', {'518'}), ('cars/1957-chevrolet-bel-air_2938840328_o.jpg', {'45'}), ('cars/msa-classic-car-rally-2009_3942380148_o.jpg', set()), ('cars/7277639906_2f455d0a66_c.jpg', set())]"
"Map(Map(IsObject(Helmet), IsObject(Person), GetBelow), IsObject(Bicycle), GetBelow)",cars,CCE,0.325,1.3988259108049448,52.96760396039605,SmartLabel,True,6.316399339586496,41.55669427290559,355,1,22,"[8.388893458992243, 5.020756296813488, 4.194733407348394, 1.509847067296505, 1.0774043798446655, 1.1284402683377266, 0.9181511998176575, 0.8390654772520065, 1.0645579062402248, 1.3002026788890362, 1.3119192719459534, 1.3067566566169262, 1.3608464933931828, 1.345556490123272, 1.5435336902737617, 1.756759013980627, 1.552216824144125, 1.4732715226709843, 1.553993809968233, 1.6225515566766262, 0.761062927544117, 0.48852936923503876]","[('cars/friends_1458870589_o.jpg', {'592'}), ('cars/biker-in-blue_1458867877_o.jpg', {'281'}), ('cars/spring-has-arrived-in-dc_6964308913_o.jpg', set()), ('cars/look-up-from-your-smartphone_6824473546_o.jpg', set()), ('cars/43420571660_864dc92875_c.jpg', {'164'}), ('cars/9127573526_1e2be02f74_c.jpg', {'240'}), ('cars/44929498572_0b602cb182_c.jpg', set()), ('cars/9107010_479657625c_o.jpg', {'230'}), ('cars/bike-carousel-at-car-free-dc_3945578551_o.jpg', set()), ('cars/bike-dc_3906452651_o.jpg', {'265'}), ('cars/biker-in-blue_1496965137_o.jpg', {'288'}), ('cars/biker-on-rock-creek-trail_6277965864_o.jpg', {'307'}), ('cars/bikes_3938109841_o.jpg', {'350', '349'}), ('cars/bikeshare-bike-and-others_6970590645_o.jpg', {'369', '368'}), ('cars/colorful-bike_5834774314_o.jpg', set())]"
"Intersection[IsObject(Bicycle), Complement(Map(IsObject(Person), IsObject(Bicycle), GetBelow))]",cars,CCE,0.325,1.4043984748066891,53.797867479055604,SmartLabel,True,20.403199706226587,29.6378161162138,362,1,6,"[6.887654285877943, 5.834796365350485, 3.9808057621121407, 4.123528979718685, 4.25815262272954, 4.432465374469757]","[('cars/smartbikes--farragut-square_2733925626_o.jpg', {'929', '930'}), ('cars/foldy-bike-at-aqueduct_4730059859_o.jpg', {'560'}), ('cars/bikes-on-beach-drive_3897608182_o.jpg', set()), ('cars/look-up-from-your-smartphone_6824473546_o.jpg', set()), ('cars/bike-in-snow_3323365362_o.jpg', {'275'}), ('cars/foldy-bike_4078193508_o.jpg', {'569'}), ('cars/pbr-bike_5913496825_o.jpg', {'881'}), ('cars/foldy-bike-on-the-bridge_4081410085_o.jpg', {'561'})]"
"Intersection[IsObject(Bicycle), Complement(Map(EyesOpen, IsObject(Bicycle), GetBelow))]",cars,CCE,0.325,1.4095582562897857,54.56662999633298,SmartLabel,True,8.189862340688705,5.484789226204157,213,1,1,[5.3567281402647495],"[('cars/biking-away_4672030207_o.jpg', {'406'}), ('cars/bike-carousel-at-car-free-dc_3945578551_o.jpg', {'252', '250', '251'}), ('cars/bikeshare-bike-and-others_6970590645_o.jpg', set())]"
"Union[IsObject(Bicycle), IsObject(Car), IsObject(Person)]",cars,CCE,0.325,1.414349481952661,55.28048090523339,SmartLabel,True,3.8597343415021896,12.092394318431616,70,1,2,"[6.5841452814638615, 5.440352592617273]","[('cars/colorful-bike_5834774314_o.jpg', {'529'}), ('cars/fries-va_5150047198_o.jpg', {'599', '598'}), ('cars/foldy-bike-at-aqueduct_4730059859_o.jpg', {'560'}), ('cars/bikeshare-bike-and-others_6970590645_o.jpg', {'367', '363', '365', '368', '366', '364', '370', '369'})]"
"Map(IsObject(Bicycle), Union[Smile, EyesOpen], GetAbove)",cars,CCE,0.325,1.418810278259476,55.945100716968255,SmartLabel,True,6.96819844096899,149.76605830341578,1356,49,13,"[8.023777961730957, 9.708612829446793, 5.60206551477313, 4.423776417970657, 10.576962679624557, 12.559644497931004, 15.43888058885932, 15.35782777518034, 15.81818649917841, 14.03358181193471, 14.685067784041166, 14.490905039012432, 5.105907507240772]","[('cars/biker-on-rock-creek-trail_6277965864_o.jpg', {'315'}), ('cars/bill-line-national-parks-spokesperson-on-a-bike_6189270083_o.jpg', {'439'}), ('cars/trail-use_6970595853_o.jpg', set()), ('cars/44929498572_0b602cb182_c.jpg', {'177'}), ('cars/sycophants_5739861473_o.jpg', set()), ('cars/5421932595_68f7ab545d_c.jpg', set()), ('cars/bike-dc_3906452651_o.jpg', {'274'}), ('cars/biker-in-blue_1496965137_o.jpg', {'294'}), ('cars/bikes_3938109841_o.jpg', {'357', '358'}), ('cars/bikeshare-bike-and-others_6970590645_o.jpg', {'377', '376'}), ('cars/bob-at-the-tidal-basin_3006015262_o.jpg', set())]"
"Intersection[IsObject(Face), Complement(Map(IsObject(Bicycle), IsObject(Face), GetAbove))]",cars,CCE,0.325,1.4229736881458368,56.56541254125413,SmartLabel,True,6.8671705275774,26.000358443707228,8488,1,3,"[8.547065071761608, 9.543433092534542, 7.805431094020605]","[('cars/foldy-bikes_3981720975_o.jpg', {'575', '576'}), ('cars/pose_5739852401_o.jpg', {'885'}), ('cars/43420571660_864dc92875_c.jpg', set()), ('cars/commuter-with-a-capital-bikeshare-bike_5739859831_o.jpg', set()), ('cars/bikes_3938109841_o.jpg', {'359'})]"
"Union[IsObject(Cat), IsObject(Face)]",cats,CCE,0.325,1.4368656075090613,54.84046880968933,SmartLabel,True,2.7188692465424538,6.923250172287226,7498,1,3,"[5.646248199045658, 0.723583422601223, 0.5441662967205048]","[('cats/n02870880_9461.JPEG', {'636'}), ('cats/n02121808_2581.JPEG', {'319'}), ('cats/n02121808_14813.JPEG', {'103', '102', '104'}), ('cats/n02121808_246.JPEG', {'302', '301'}), ('cats/n02121808_28174.JPEG', {'350'})]"
"Union[IsObject(Cat), EyesOpen]",cats,CCE,0.325,1.4498892819120848,53.22333406134731,SmartLabel,True,2.505743321031332,49.28882401064038,7498,203,14,"[5.5063383132219315, 2.8559926971793175, 2.811754535883665, 2.6644722372293472, 2.6728351823985577, 2.877755358815193, 3.2081531658768654, 3.4420211352407932, 3.4285405315458775, 4.486910831183195, 5.549294333904982, 2.2391280755400658, 4.01603227481246, 1.6583622358739376]","[('cats/n02121808_2112.JPEG', {'251'}), ('cats/n02121808_2581.JPEG', {'319'}), ('cats/n02121808_14813.JPEG', {'103', '102'}), ('cats/n02121808_246.JPEG', {'302', '301'}), ('cats/n02121808_18978.JPEG', {'208', '210'}), ('cats/n02121808_10623.JPEG', {'15'}), ('cats/n02121808_15006.JPEG', set()), ('cats/n02121808_17449.JPEG', {'168', '169', '170', '171'}), ('cats/n02121808_11057.JPEG', set()), ('cats/n02121808_2659.JPEG', set()), ('cats/n02121808_4140.JPEG', {'427'})]"
"Intersection[IsObject(Cat), Complement(Map(IsObject(Cat), IsObject(Cat), GetBelow))]",cats,CCE,0.325,1.4621236427149247,51.70420747957148,SmartLabel,True,2.4980623982846737,34.9579612724483,7498,1,9,"[5.683180246502161, 3.6289550848305225, 3.7678193487226963, 3.97448892518878, 4.16443744674325, 4.174146480858326, 4.262311104685068, 5.138548489660025, 0.145063154399395]","[('cats/n02121808_3442.JPEG', {'374'}), ('cats/n02121808_2623.JPEG', {'326'}), ('cats/n02121808_14813.JPEG', {'102'}), ('cats/n02121808_11141.JPEG', set()), ('cats/n02121808_10793.JPEG', set()), ('cats/n02121808_10623.JPEG', {'15'}), ('cats/n02121808_246.JPEG', set()), ('cats/n02121808_27205.JPEG', {'340'}), ('cats/n02121808_17449.JPEG', {'170'}), ('cats/cats.jpg', {'1'})]"
"Intersection[Map(IsObject(Cat), IsObject(Cat), GetRight), Map(IsObject(Cat), IsObject(Cat), GetLeft)]",cats,CCE,0.325,1.4736383352352445,50.27444128495894,SmartLabel,True,5.417176049202681,17.737641293555498,7582,1,4,"[7.839034356176853, 3.9491119869053364, 3.188997119665146, 2.735214699059725]","[('cats/n02121808_52.JPEG', {'515', '516'}), ('cats/n02121808_16252.JPEG', {'138', '136'}), ('cats/n02121808_14813.JPEG', set()), ('cats/n02121808_11141.JPEG', set())]"
