GT Program,Type,Benchmark Info,Semantics,Delta,Avg. Per Component Pred. Set Size,Avg. Per Input Pred. Set Size,Question Selector,Correct?,Initial Synthesis Time,Active Learning Time,Initial Program Space Size,Final Program Space Size,# Rounds,Time Per Round,Initial Examples
"Intersection[IsObject(Face), Complement(Smile)]",Edit,wedding,CCE,0.35,1.3072916666666700,36.421875,SmartLabel,TRUE,8.035816181451080,21.363097496330700,348,8,2,"[16.7243625074625, 2.016239743679762]","[('wedding/our-wedding_7669152422_o Medium.jpeg', {'1526', '1525'}), ('wedding/our-wedding_7668635930_o Medium.jpeg', {'919', '917'}), ('wedding/our-wedding_7667888240_o Medium.jpeg', set()), ('wedding/our-wedding_7667858606_o Medium.jpeg', {'16'})]"
"Union[IsObject(Glasses), Intersection[Smile, EyesOpen]]",Search,wedding,CCE,0.35,1.3072916666666700,36.421875,SmartLabel,TRUE,7.305537585169080,26.034999769181000,5004,2,3,"[12.63095972687006, 10.690321270376444, 2.069698877632618]","[('wedding/our-wedding_7669135388_o Medium.jpeg', {'1490', '1489'}), ('wedding/our-wedding_7669242588_o Medium.jpeg', {'1617'}), ('wedding/our-wedding_7668991988_o Medium.jpeg', {'1192', '1191', '1190'}), ('wedding/our-wedding_7667895274_o Medium.jpeg', {'139'}), ('wedding/our-wedding_7668639922_o Medium.jpeg', {'926', '928', '929', '927'})]"
"Map(Map(IsObject(Face), IsObject(Face), GetRight), IsObject(Face), GetRight)",Edit,wedding,CCE,0.35,1.3072916666666700,36.421875,SmartLabel,TRUE,6.904923055320980,10.04136561974880,31,1,2,"[7.661033194512129, 2.164848193526268]","[('wedding/our-wedding_7668901928_o Medium.jpeg', {'1028'}), ('wedding/our-wedding_7669405174_o Medium.jpeg', {'1933'}), ('wedding/our-wedding_7669027244_o Medium.jpeg', set()), ('wedding/our-wedding_7667888240_o Medium.jpeg', set())]"
"Union[EyesOpen, Intersection[IsObject(Face), Complement(MouthOpen)]]",Edit,wedding,CCE,0.35,1.3072916666666700,36.421875,SmartLabel,TRUE,13.051403436809800,61.74222324043510,20748,1,5,"[25.13467176258564, 12.969825573265553, 11.09991417825222, 9.548078503459692, 2.7428904213011265]","[('wedding/our-wedding_7669386434_o Medium.jpeg', {'1903', '1904'}), ('wedding/our-wedding_7669009912_o Medium.jpeg', {'1236', '1237'}), ('wedding/our-wedding_7668981368_o Medium.jpeg', {'1164', '1166', '1167', '1163', '1162', '1165'}), ('wedding/our-wedding_7667888240_o Medium.jpeg', {'119'}), ('wedding/our-wedding_7667886840_o Medium.jpeg', {'113', '111', '112'}), ('wedding/our-wedding_7668916354_o Medium.jpeg', {'1044', '1045', '1046'}), ('wedding/our-wedding_7668095250_o Medium.jpeg', {'577', '579', '578'})]"
"Union[Smile, Map(Smile, IsObject(Face), GetRight)]",Edit,wedding,CCE,0.35,1.3072916666666700,36.421875,SmartLabel,TRUE,11.947495572269000,15.402592081576600,53,1,1,[15.155961006879807],"[('wedding/our-wedding_7667915946_o Medium.jpeg', {'198', '199'}), ('wedding/our-wedding_7668081866_o Medium.jpeg', {'517', '516', '518'}), ('wedding/our-wedding_7669326520_o Medium.jpeg', {'1754', '1755', '1756', '1759', '1757', '1751', '1753', '1758', '1750', '1752', '1749', '1760'})]"
"Union[IsObject(Bride), Map(IsObject(Bride), IsObject(Face), GetLeft), Map(IsObject(Bride), IsObject(Face), GetRight)]",Edit,wedding,CCE,0.35,1.3072916666666700,36.421875,SmartLabel,TRUE,7.314689073711630,14.928590629249800,53,1,2,"[11.20501034334302, 3.515336375683546]","[('wedding/our-wedding_7668083094_o Medium.jpeg', {'522', '528', '530'}), ('wedding/our-wedding_7669081966_o Medium.jpeg', {'1409', '1408'}), ('wedding/our-wedding_7667855224_o Medium.jpeg', set()), ('wedding/our-wedding_7668981368_o Medium.jpeg', {'1164', '1160', '1167', '1163', '1159'})]"
"Union[IsObject(Car), IsObject(Bicycle)]",Search,cars,CCE,0.35,1.319789832100510,37.653902154921400,SmartLabel,TRUE,9.622874822467570,10.689020439982400,5783,1,2,"[10.089265286922455, 0.5663305185735226]","[('cars/014_2938008229_o.jpg', {'1', '0', '2'}), ('cars/smartbikes--farragut-square_2733925626_o.jpg', {'990', '994', '989'}), ('cars/7277639906_2f455d0a66_c.jpg', {'230', '229', '231'}), ('cars/look-up-from-your-smartphone_6824473546_o.jpg', {'772', '768'})]"
"Map(Intersection[Smile, EyesOpen], IsObject(Car), GetIsContained)",Search,cars,CCE,0.35,1.330899312486140,38.74903740374040,SmartLabel,TRUE,5.724704310297970,21.801254440099,1101,1,7,"[6.1868302300572395, 5.4617873802781105, 4.59194653481245, 3.700894597917795, 0.7115435041487217, 0.526860523968935, 0.5239404812455177]","[('cars/n02958343_1902.JPEG', {'889'}), ('cars/7283056644_e9ca3877d1_c.jpg', {'236'}), ('cars/bike-commuter-on-14th-st_6943659117_o.jpg', set()), ('cars/classic-car-rally-2008_2938842248_o.jpg', set()), ('cars/5421932595_68f7ab545d_c.jpg', set()), ('cars/7277639906_2f455d0a66_c.jpg', set()), ('cars/interesting-foldy-bike_5079464538_o.jpg', set()), ('cars/1957-chevrolet-bel-air_2938840328_o.jpg', set())]"
"Map(IsObject(Car), IsObject(Face), GetContains)",Edit,cars,CCE,0.35,1.3408393738838100,39.72889525794690,SmartLabel,TRUE,6.800913669168950,24.092856962233800,2093,1,5,"[11.184072867035866, 6.553939025849104, 5.633591376245022, 0.5175150893628597, 0.16994910314679146]","[('cars/classic-car-rally-2008_2938842248_o.jpg', {'554'}), ('cars/n02958343_1902.JPEG', {'896', '895'}), ('cars/commuter-with-a-capital-bikeshare-bike_5739859831_o.jpg', set()), ('cars/7277639906_2f455d0a66_c.jpg', set()), ('cars/bikeshare-bike-and-others_6970590645_o.jpg', set()), ('cars/5421932595_68f7ab545d_c.jpg', {'214'}), ('cars/7283056644_e9ca3877d1_c.jpg', {'240', '241'})]"
Complement(IsObject(Car)),Search,cars,CCE,0.35,1.3497854291417200,40.610767326732700,SmartLabel,TRUE,22.637206882238400,157.93788895010900,4882,58,17,"[31.706387784332037, 28.997509729117155, 6.018057115375996, 6.373287469148636, 6.2179178558290005, 16.03657642751932, 7.758778851479292, 9.05716460943222, 5.164757672697306, 5.4560935236513615, 3.9526756331324577, 6.168362911790609, 5.152168020606041, 4.925352141261101, 4.875396434217691, 4.8115201480686665, 4.755466092377901]","[('cars/n02958343_1902.JPEG', {'890', '891', '892', '893', '896', '894', '895'}), ('cars/smartbikes--farragut-square_2733925626_o.jpg', {'992', '990', '989', '991'}), ('cars/bikeshare-bike-and-others_6970590645_o.jpg', {'404', '398', '405', '396', '392', '388', '400', '390', '397', '393', '389', '403', '394', '395', '399', '391', '401'}), ('cars/look-up-from-your-smartphone_6824473546_o.jpg', {'774', '762', '768', '773', '766', '767', '763', '769', '761', '765', '775', '759', '760', '771'}), ('cars/014_2938008229_o.jpg', {'6', '4', '3'}), ('cars/biking-at-hains-point_3994789631_o.jpg', {'424', '419', '426', '425', '416', '417', '420', '422', '423', '418', '421'}), ('cars/bikes_3938109841_o.jpg', {'385', '378', '381', '382', '387', '377', '375', '374', '386', '380', '376'}), ('cars/5421932595_68f7ab545d_c.jpg', {'209', '211', '210', '214', '212', '207', '208'}), ('cars/bob-at-the-tidal-basin_3006015262_o.jpg', {'511', '512', '513'}), ('cars/laughter_5740404248_o.jpg', {'739', '740', '735', '734', '730', '733', '736', '732', '737', '743', '741', '744', '738', '747', '745', '731'}), ('cars/mount-vernon-trail-bike-commuter_6970591747_o.jpg', {'810', '813', '811', '809', '808', '812'})]"
"Complement(Union[IsObject(Car), IsObject(Bicycle)])",Edit,cars,CCE,0.35,1.3578794791369600,41.40865157944370,SmartLabel,TRUE,3.6003826819360300,0.4131086952984330,4,1,1,[0.367383137345314],"[('cars/bike-with-convenient-wine-holder_5747868888_o.jpg', {'307', '308'}), ('cars/1972-porsche-spyder-718-rsk-replica_2937995287_o.jpg', {'72'}), ('cars/1957-chevrolet-bel-air_2938840328_o.jpg', {'51', '49', '53', '52', '50'})]"
"Map(IsObject(Car), Union[IsObject(Person), IsObject(Bicycle)], GetContains)",Edit,cars,CCE,0.35,1.3652377064053700,42.13400090009000,SmartLabel,TRUE,5.424384593963620,0.06726871430873870,1,1,0,[],"[('cars/1957-chevrolet-bel-air_2938840328_o.jpg', {'52', '50'}), ('cars/5421932595_68f7ab545d_c.jpg', {'208'})]"
"Intersection[EyesOpen, Complement(Map(IsObject(Car), EyesOpen, GetContains))]",Search,cars,CCE,0.35,1.3719560878243500,42.79627636676710,SmartLabel,TRUE,4.954093012958770,18.882385782897500,1335,3,6,"[7.649028591811657, 7.088632829487324, 3.3692149184644222, 0.3636295348405838, 0.35987408831715584, 0.04275929182767868]","[('cars/leggy-biker_6262285232_o.jpg', {'753'}), ('cars/1957-chevrolet-bel-air_2938840328_o.jpg', {'53'}), ('cars/bob-at-the-tidal-basin_3006015262_o.jpg', {'513'}), ('cars/n02834778_1724.JPEG', {'867', '866'}), ('cars/5421932595_68f7ab545d_c.jpg', set()), ('cars/interesting-foldy-bike_5079464538_o.jpg', set()), ('cars/sycophants_5739861473_o.jpg', {'1036', '1035', '1034'})]"
"Map(IsObject(Person), IsObject(Car), GetIsContained)",Search,cars,CCE,0.35,1.3781146041250800,43.40336221122110,SmartLabel,TRUE,5.994600109755990,7.232073172926900,87,1,3,"[4.134399674832821, 2.084551516920328, 0.9556196071207523]","[('cars/classic-car-rally-2008_2938842248_o.jpg', {'546'}), ('cars/1957-chevrolet-bel-air_2938840328_o.jpg', {'45'}), ('cars/7277639906_2f455d0a66_c.jpg', set()), ('cars/msa-classic-car-rally-2009_3942380148_o.jpg', set()), ('cars/tr3a-and-her-owner-off-to-have-a-good-time_2935777789_o.jpg', set())]"
"Map(Map(IsObject(Helmet), IsObject(Person), GetBelow), IsObject(Bicycle), GetBelow)",Edit,cars,CCE,0.35,1.3837804391217600,43.96188118811880,SmartLabel,TRUE,6.68788530677557,46.86631027981640,1022,2,19,"[5.1999954134225845, 6.665584415197372, 3.302100073546171, 2.621004071086645, 2.572561915963888, 1.730741709470749, 1.6149825379252434, 1.596371054649353, 1.7149823978543282, 1.6771180853247643, 1.780652791261673, 2.2131473645567894, 1.708215318620205, 1.523482259362936, 1.7339395247399807, 2.34793895855546, 2.2904441095888615, 1.8935318514704704, 2.620369128882885]","[('cars/friends_1458870589_o.jpg', {'652'}), ('cars/biker-in-blue_1458867877_o.jpg', {'309'}), ('cars/9127573526_1e2be02f74_c.jpg', {'268'}), ('cars/colorful-bike_5834774314_o.jpg', set()), ('cars/biking-at-hains-point_3994789631_o.jpg', set()), ('cars/look-up-from-your-smartphone_6824473546_o.jpg', set()), ('cars/bike-dc_3906452651_o.jpg', {'293'}), ('cars/biker-in-blue_1496965137_o.jpg', {'316'}), ('cars/biker-on-rock-creek-trail_6277965864_o.jpg', {'335'}), ('cars/bikes_3938109841_o.jpg', {'377', '378'}), ('cars/biking-away_4672030207_o.jpg', set()), ('cars/bob-and-my-breezer-zig7-folding-bike_3005179513_o.jpg', set())]"
"Intersection[IsObject(Bicycle), Complement(Map(IsObject(Person), IsObject(Bicycle), GetBelow))]",Search,cars,CCE,0.35,1.3890104406571500,44.47743716679360,SmartLabel,TRUE,9.12716880440712,23.711089815944400,981,1,4,"[6.079028062522411, 9.619152590632439, 3.944927055388689, 3.9808972254395485]","[('cars/smartbikes--farragut-square_2733925626_o.jpg', {'990', '989'}), ('cars/foldy-bike-at-aqueduct_4730059859_o.jpg', {'620'}), ('cars/9127573526_1e2be02f74_c.jpg', set()), ('cars/look-up-from-your-smartphone_6824473546_o.jpg', set()), ('cars/foldy-bike_4078193508_o.jpg', {'629'}), ('cars/biking-at-hains-point_3994789631_o.jpg', {'417'})]"
"Intersection[IsObject(Bicycle), Complement(Map(EyesOpen, IsObject(Bicycle), GetBelow))]",Search,cars,CCE,0.35,1.3938530346714000,44.95480381371470,SmartLabel,TRUE,6.152707185596230,18.31997238099580,970,1,2,"[8.372576739639044, 9.852744080126286]","[('cars/biking-away_4672030207_o.jpg', {'434'}), ('cars/bike-commuter-on-14th-st_6943659117_o.jpg', {'290'}), ('cars/foldy-bike_4078193508_o.jpg', {'629'}), ('cars/bike-carousel-at-car-free-dc_3945578551_o.jpg', {'280', '278', '279'})]"
"Union[IsObject(Bicycle), IsObject(Car), IsObject(Person)]",Search,cars,CCE,0.35,1.3983497291132000,45.398072842998600,SmartLabel,TRUE,3.959701009094720,0.04870468005537990,1,1,0,[],"[('cars/colorful-bike_5834774314_o.jpg', {'557'}), ('cars/biker-in-blue_1458867877_o.jpg', {'310', '309'})]"
"Map(IsObject(Bicycle), Union[Smile, EyesOpen], GetAbove)",Edit,cars,CCE,0.35,1.4025363066969500,45.810771594400800,SmartLabel,TRUE,5.73524060472846,136.5449267178770,1904,33,18,"[7.843934249132872, 5.480149120092392, 4.585242696106434, 6.71298985183239, 4.2312514297664165, 3.2476806081831455, 2.7073641940951347, 2.2998049333691597, 2.3144135512411594, 2.633740346878767, 2.1361039988696575, 1.928296122699976, 17.899987027049065, 17.558669209480286, 17.382288172841072, 17.284245543181896, 17.28148552402854, 1.1949430629611015]","[('cars/biker-on-rock-creek-trail_6277965864_o.jpg', {'343'}), ('cars/bill-line-national-parks-spokesperson-on-a-bike_6189270083_o.jpg', {'467'}), ('cars/7277639906_2f455d0a66_c.jpg', set()), ('cars/44929498572_0b602cb182_c.jpg', {'205'}), ('cars/sycophants_5739861473_o.jpg', set()), ('cars/bike-dc_3906452651_o.jpg', {'302'}), ('cars/biking-in-georgetown_3990959345_o.jpg', {'439'}), ('cars/foldy-bikes_3981720975_o.jpg', set()), ('cars/5421932595_68f7ab545d_c.jpg', set()), ('cars/bikeshare-bike-and-others_6970590645_o.jpg', {'404', '405'}), ('cars/classic-car-rally-2008_2938842248_o.jpg', set())]"
"Intersection[IsObject(Face), Complement(Map(IsObject(Bicycle), IsObject(Face), GetAbove))]",Search,cars,CCE,0.35,1.4064437791084500,46.19595709570960,SmartLabel,TRUE,6.855300504714250,13.318701397627600,6868,1,2,"[6.893580809235573, 6.347906295210123]","[('cars/foldy-bikes_3981720975_o.jpg', {'635', '636'}), ('cars/pose_5739852401_o.jpg', {'945'}), ('cars/biker-in-blue_1496965137_o.jpg', set()), ('cars/bikeshare-bike-and-others_6970590645_o.jpg', {'403'})]"
"Union[IsObject(Cat), IsObject(Face)]",Edit,cats,CCE,0.35,1.420620761477790,44.80399390033880,SmartLabel,TRUE,4.856534082442520,18.182944413274500,12912,1,6,"[7.65415308997035, 2.7553648836910725, 2.6503770612180233, 2.4231086038053036, 2.400650829076767, 0.29077816382050514]","[('cats/n02870880_9461.JPEG', {'636'}), ('cats/n02121808_2581.JPEG', {'319'}), ('cats/n02121808_246.JPEG', {'301', '302'}), ('cats/n02121808_111.JPEG', {'26', '28'}), ('cats/n02121808_12520.JPEG', {'51'}), ('cats/n02121808_4140.JPEG', {'427'}), ('cats/n02121808_14813.JPEG', {'103', '104', '102'}), ('cats/n02121808_28174.JPEG', {'350'})]"
"Union[IsObject(Cat), EyesOpen]",Search,cats,CCE,0.35,1.4339116824490600,43.499028404678700,SmartLabel,TRUE,4.459906585514550,23.813119433820200,12912,56,7,"[7.367841739207506, 2.711759492754936, 2.589950282126665, 2.427625749260187, 2.405758537352085, 2.586187321692705, 2.4211211912333965]","[('cats/n02121808_2112.JPEG', {'251'}), ('cats/n02121808_2581.JPEG', {'319'}), ('cats/n02121808_246.JPEG', {'301', '302'}), ('cats/n02121808_111.JPEG', {'26'}), ('cats/n02121808_4140.JPEG', {'427'}), ('cats/n02121808_14813.JPEG', {'103', '102'}), ('cats/n02121808_10623.JPEG', {'15'}), ('cats/n02121808_18978.JPEG', {'210', '208'})]"
"Intersection[IsObject(Cat), Complement(Map(IsObject(Cat), IsObject(Cat), GetBelow))]",Search,cats,CCE,0.35,1.4463970930584200,42.2731517269374,SmartLabel,TRUE,4.456344749778510,22.32293612882500,12912,1,8,"[7.457966946065426, 3.552125371992588, 3.5232452750205994, 3.696578234434128, 3.73438922688365, 0.11750854924321175, 0.11527713388204575, 0.10866570472717285]","[('cats/n02121808_3442.JPEG', {'374'}), ('cats/n02121808_2623.JPEG', {'326'}), ('cats/n02121808_246.JPEG', set()), ('cats/n02121808_14813.JPEG', {'102'}), ('cats/n02121808_10623.JPEG', {'15'}), ('cats/n02121808_10793.JPEG', set()), ('cats/cats.jpg', {'1'}), ('cats/n02121808_111.JPEG', {'26'}), ('cats/n02121808_14.JPEG', {'85'})]"
"Intersection[Map(IsObject(Cat), IsObject(Cat), GetRight), Map(IsObject(Cat), IsObject(Cat), GetLeft)]",Edit,cats,CCE,0.35,1.4581480677495900,41.11938544200440,SmartLabel,TRUE,9.070709146559240,22.058877792209400,13198,1,5,"[10.650286801159382, 3.6158093996345997, 2.6490092054009438, 2.575701668858528, 2.5450066812336445]","[('cats/n02121808_52.JPEG', {'516', '515'}), ('cats/n02121808_16252.JPEG', {'138', '136'}), ('cats/n02121808_14813.JPEG', set()), ('cats/n02121808_10331.JPEG', set()), ('cats/n02121808_11141.JPEG', set())]"
