GT Program,Benchmark Info,Semantics,Delta,Avg. Per Component Pred. Set Size,Avg. Per Input Pred. Set Size,Question Selector,Correct?,Initial Synthesis Time,Active Learning Time,Initial Program Space Size,Final Program Space Size,# Rounds,Time Per Round
(length (filter (curry le 5) (map (curry plus 1) (map_imgs pred_int input-list)))),,CCE,0.0045,2.3925,32.74,SmartLabel,True,8.254777684807777,15.862781424075365,402,61,3,"[7.4554602317512035, 2.032309889793396, 1.465766929090023]"
(fold max 0  (map (curry plus (apply pred_int input-img)) (filter (curry le 9) (map_imgs pred_int input-list)))),,CCE,0.0045,2.3925,32.74,SmartLabel,True,121.30718042701483,85.26386528462172,1825,40,14,"[9.278627801686525, 12.324884820729494, 7.313279993832111, 7.288977954536676, 4.209030590951443, 4.436497509479523, 5.039681006222963, 2.1566023901104927, 2.0191091783344746, 2.4609151408076286, 1.3275224417448044, 1.0480971783399582, 11.994835965335369, 11.723563551902771]"
(fold plus 0 (map (curry plus (apply pred_int input-img)) (filter (curry le 9) (map_imgs pred_int input-list)))),,CCE,0.0045,2.3925,32.74,SmartLabel,True,6.820884846150875,7.969014123082161,155,6,2,"[7.035613004118204, 0.3385797441005707]"
(length (filter (curry ge (apply pred_int input-img)) (map (curry mult 2)  (map_imgs pred_int input-list)))),,CCE,0.0045,2.3925,32.74,SmartLabel,True,5.568193040788174,10.329285509884357,476,1,4,"[7.013095609843731, 2.930453773587942, 0.2200290448963642, 0.07187310606241226]"
(fold max 0 (map (curry plus (apply pred_int input-img)) (filter (curry le 2)  (map_imgs pred_int input-list)))),,CCE,0.0045,2.3925,32.74,SmartLabel,True,11.97720555588603,6.984459292143583,764,1,2,"[5.9863454177975655, 0.8995629139244556]"
(fold plus 0 (filter (curry ge (apply pred_int input-img)) (map_imgs pred_int input-list))),,CCE,0.0045,2.3925,32.74,SmartLabel,True,7.077488664537668,15.84101428091526,580,7,6,"[6.709175027906895, 5.410023041069508, 1.5103859715163708, 0.6911342404782772, 0.4256395287811756, 0.41494112089276314]"
(fold mult 1 (filter (curry le (apply pred_int input-img)) (map (curry mult 3) (map_imgs pred_int input-list)))),,CCE,0.0045,2.3925000000000005,32.74,SmartLabel,True,6.519636075943708,5.850260533392429,888,1,2,"[5.588011849671602, 0.16352112218737602]"
(length (filter (curry le 8) (filter (curry ge 8) (map_imgs pred_int input-list)))),,CCE,0.0045,2.3925,32.74,SmartLabel,True,5.134278390556574,9.688913069665432,264,2,5,"[6.678324218839407, 2.0226934142410755, 0.545355062931776, 0.18999096006155014, 0.0966111607849598]"
(fold plus (apply pred_int input-img) (filter (curry ge (apply pred_int input-img)) (map_imgs pred_int input-list))),,CCE,0.0045,2.3925,32.74,SmartLabel,True,155.5983137600124,13.49284603446722,940,7,4,"[8.38424026593566, 3.2015612572431564, 0.6554312482476234, 0.4959218390285969]"
(fold plus 0 (map (curry mult 2) (map_imgs pred_int input-list))),,CCE,0.0045,2.3924999999999996,32.74,SmartLabel,True,4.514068618416786,2.7399251237511635,50,13,1,[1.5556479953229427]
