GT Program,Benchmark Info,Semantics,Delta,Avg. Per Component Pred. Set Size,Avg. Per Input Pred. Set Size,Question Selector,Correct?,Initial Synthesis Time,Active Learning Time,Initial Program Space Size,Final Program Space Size,# Rounds,Time Per Round
(length (filter (curry ge 1) (map_imgs pred_int input-list))),,CCE,0.00375,2.8800000000000003,67.54999999999998,SmartLabel,True,15.884936388581991,45.46359279751778,1352,94,5,"[7.380206894129515, 4.850402630865574, 5.980474654585123, 5.82269574329257, 5.628313075751066]"
(fold mult 1 (map_imgs pred_int input-list)),,CCE,0.00375,2.8800000000000003,67.54999999999998,SmartLabel,FAIL,6.086609538644552,7.74972140789032e-05,0,4,0,[]
(fold max 0 (map_imgs pred_int input-list)),,CCE,0.00375,2.880000000000001,67.54999999999998,SmartLabel,True,35.464655585587025,155.7440082281828,2024,131,8,"[8.475514825433493, 10.911302536725998, 9.12283792719245, 11.39710982516408, 7.7646118104457855, 13.435845881700516, 36.62783544510603, 36.813138253986835]"
(length (filter (curry ge (apply pred_int input-img)) (map_imgs pred_int input-list))),,CCE,0.00375,2.8800000000000003,67.54999999999998,SmartLabel,True,36.47669971361756,29.488095331937075,841,6,26,"[8.882426094263792, 4.54077360406518, 1.7857320681214333, 1.7775863036513329, 1.924184013158083, 1.4110666550695896, 0.4497474320232868, 0.604084599763155, 0.388887457549572, 0.40414002165198326, 0.3560725636780262, 0.3986639082431793, 0.33589107543230057, 0.3224974125623703, 0.42053769901394844, 0.3011213652789593, 0.3774225562810898, 0.34542689472436905, 0.3193022720515728, 0.29011134430766106, 0.30716946348547935, 0.49176306277513504, 1.122152902185917, 0.4666389711201191, 0.42033153772354126, 0.5154877193272114]"
(length (filter (curry le 0) (map_imgs pred_int input-list))),,CCE,0.00375,2.8800000000000003,67.55,SmartLabel,True,7.327646657824516,559.2332192771137,11241,115,26,"[14.372528720647097, 15.542649876326323, 6.07896251231432, 6.584448948502541, 4.963640600442886, 5.902124464511871, 4.400723576545715, 5.580200608819723, 27.594491008669138, 29.19953128695488, 33.17542967572808, 33.10945812240243, 33.24132456257939, 33.59528486058116, 36.14687179401517, 36.05415393039584, 42.16318828612566, 41.2643256932497, 41.30914969742298, 51.31179581210017, 2.9802478291094303, 21.12249517813325, 11.270741175860167, 9.94465622678399, 9.271511424332857, 0.997366726398468]"
(fold max 0 (filter (curry ge 5) (map_imgs pred_int input-list))),,CCE,0.00375,2.88,67.55,SmartLabel,True,16.4286299534142,58.71711465716362,6667,29,6,"[22.647787917405367, 6.309415567666292, 6.35818749666214, 4.012282781302929, 7.139957278966904, 6.891528580337763]"
(fold max 0 (filter (curry le (apply pred_int input-img)) (map_imgs pred_int input-list))),,CCE,0.00375,2.88,67.54999999999998,SmartLabel,True,81.58653121069074,91.36821355298162,2868,8,33,"[11.206080853939056, 8.922805838286877, 3.0783797092735767, 1.5158647447824478, 0.924295362085104, 1.152400340884924, 1.1497695297002792, 1.137068398296833, 1.4904374927282333, 1.4516980238258839, 0.8106347136199474, 0.7087369412183762, 1.2941870503127575, 3.271147660911083, 3.364479087293148, 3.795813698321581, 3.978492170572281, 4.033154886215925, 3.998688120394945, 4.154721777886152, 4.415543306618929, 4.494091711938381, 4.502831127494574, 5.469756323844194, 2.7507600635290146, 1.9131020419299603, 1.8666077964007854, 1.448460392653942, 1.1202916130423546, 1.0517314784228802, 0.6960635185241699, 0.07234833389520645, 0.12711931020021439]"
(fold plus 0 (map (curry mult 6) (map_imgs pred_int input-list))),,CCE,0.00375,2.8799999999999994,67.54999999999998,SmartLabel,True,5.752217322587967,7.8382608368992805,50,19,2,"[3.559967204928398, 0.6970284357666969]"
(fold plus 0 (filter (curry ge 2) (map_imgs pred_int input-list))),,CCE,0.00375,2.8799999999999994,67.54999999999998,SmartLabel,True,15.836047571152449,25.88743482157588,2088,17,2,"[11.786824513226748, 10.950793627649546]"
(length (filter (curry ge (apply pred_int input-img)) (map (curry plus 4) (map_imgs pred_int input-list)))),,CCE,0.00375,2.8799999999999994,67.54999999999998,SmartLabel,True,8.255500979721546,28.564857121556997,4305,1,5,"[16.55432828888297, 5.448384772986174, 6.045419704169035, 0.19261173531413078, 0.13368824869394302]"
(length (filter (curry ge (apply pred_int input-img)) (filter (curry le 7) (map_imgs pred_int input-list)))),,CCE,0.00375,2.8799999999999994,67.54999999999998,SmartLabel,True,39.64840879663825,35.05742631107569,1993,1,4,"[7.459931273013353, 21.613852255046368, 5.690225183963776, 0.10971042141318321]"
(length (filter (curry ge 1) (map_imgs pred_int input-list))),,CCE,0.00375,2.879999999999999,67.55,SmartLabel,True,9.723026648163795,54.50662675127387,3724,94,6,"[8.244964245706797, 7.3909138180315495, 6.053902421146631, 5.515454970300198, 5.863560691475868, 5.667647559195757]"
(fold plus 0 (map (curry mult (apply pred_int input-img)) (map_imgs pred_int input-list))),,CCE,0.00375,2.88,67.55,SmartLabel,True,44.40623336285353,3.4934432953596115,18,7,2,"[1.5767297856509686, 0.48518219217658043]"
(fold max 0 (map (curry plus (apply pred_int input-img)) (map_imgs pred_int input-list))),,CCE,0.00375,2.88,67.55,SmartLabel,True,26.524487778544426,321.1458752825856,984,40,22,"[8.49968672171235, 18.04103448614478, 12.027330193668604, 12.503507137298584, 10.082799706608057, 10.321104031056166, 6.5719330832362175, 7.2099443301558495, 8.306770287454128, 3.7074856348335743, 3.849826402962208, 3.695547468960285, 5.344921424984932, 12.035539548844099, 12.150984436273575, 10.298904962837696, 22.60936401411891, 34.38218631595373, 33.249899327754974, 32.84521451219916, 25.536832969635725, 22.963907901197672]"
(length (filter (curry ge 4) (map_imgs pred_int input-list))),,CCE,0.00375,2.8799999999999994,67.55000000000001,SmartLabel,True,8.366230618208647,24.04733096808195,736,58,3,"[6.042522467672825, 6.046215508133173, 2.42083777487278]"
(fold max 0 (map (curry plus 5) (map_imgs pred_int input-list))),,CCE,0.00375,2.8799999999999994,67.55000000000001,SmartLabel,TIMEOUT,9.058829616755247,1500.000123847276,1029,7,25,"[9.082576904445887, 8.712390437722206, 8.613287191838026, 20.983811177313328, 18.915394365787506, 18.540901243686676, 19.2556293271482, 21.97787396609783, 21.806088995188475, 45.92027937248349, 46.172975063323975, 50.02122179791331, 74.34557015821338, 73.90818628668785, 81.99051813408732, 81.69351412728429, 88.3311870470643, 88.49222285300493, 89.01745015382767, 88.24758465588093, 94.0466668382287, 95.61797349154949, 95.43956753984094, 103.6468519307673, 143.52763195708394]"
(length (filter (curry ge 9) (map_imgs pred_int input-list))),,CCE,0.00375,2.8799999999999994,67.55000000000001,SmartLabel,True,8.538083489984274,35.79367494210601,961,67,4,"[10.09385248273611, 7.8489560186862946, 4.118000958114862, 3.1283749416470528]"
(length (filter (curry ge 3) (map_imgs pred_int input-list))),,CCE,0.00375,2.8799999999999994,67.55000000000003,SmartLabel,True,56.21944632381201,27.248245146125555,386,60,3,"[9.868229415267706, 4.833957243710756, 2.587854590266943]"
(length (filter (curry le (apply pred_int input-img)) (map (curry plus 2) (map_imgs pred_int input-list)))),,CCE,0.00375,2.879999999999999,67.55000000000003,SmartLabel,True,8.26749211922288,22.039974108338356,2292,1,5,"[11.750989325344563, 7.313035313040018, 2.35692398250103, 0.33355724811553955, 0.09465695172548294]"
(length (filter (curry le (apply pred_int input-img)) (map (curry plus 1) (map_imgs pred_int input-list)))),,CCE,0.00375,2.879999999999999,67.55000000000003,SmartLabel,True,7.047847926616669,30.462594494223595,749,1,6,"[12.1334129832685, 12.686098903417587, 3.6411260180175304, 1.3896196112036705, 0.25170014053583145, 0.17040616646409035]"
(fold plus 1 (map (curry max 8) (filter (curry ge 4) (map_imgs pred_int input-list)))),,CCE,0.00375,2.88,67.55,SmartLabel,True,21.912888787686825,15.28512604907155,1255,1,2,"[11.5887023024261, 3.513963207602501]"
(fold plus 0 (filter (curry le (apply pred_int input-img)) (map_imgs pred_int input-list))),,CCE,0.00375,2.8799999999999994,67.55000000000001,SmartLabel,True,26.5711707547307,106.07298899069428,2681,8,33,"[16.219842962920666, 4.098502799868584, 1.2754073664546013, 0.8142175301909447, 0.7503155432641506, 0.7621027044951916, 1.1896022818982601, 1.2095966152846813, 1.1965445429086685, 1.7109791152179241, 3.6474270075559616, 3.7507237643003464, 4.154072675853968, 4.434061959385872, 4.425883263349533, 4.578780811280012, 4.836722102016211, 4.9803031124174595, 5.011670991778374, 6.122500319033861, 6.084544081240892, 6.073381517082453, 5.706900630146265, 2.897549081593752, 2.0709699653089046, 2.0160539001226425, 1.5931935608386993, 1.2729053683578968, 1.1178092993795872, 1.1017249375581741, 0.7597256973385811, 0.0826914794743061, 0.1256527602672577]"
(fold mult 1 (map (curry max 1) (map_imgs pred_int input-list))),,CCE,0.00375,2.8799999999999994,67.55000000000001,SmartLabel,True,5.955966964364052,22.19415843859315,136,43,2,"[12.437809314578772, 1.7514469027519226]"
(fold mult 1 (filter (curry ge 2 ) (filter (curry le 4) (map_imgs pred_int input-list)))),,CCE,0.00375,2.8799999999999994,67.55000000000001,SmartLabel,True,6.116626992821693,19.209677942097187,849,6,4,"[7.340287994593382, 9.510739888995886, 0.8239860869944096, 0.42282959073781967]"
(fold plus 0 (map (curry mult 3) (map_imgs pred_int input-list))),,CCE,0.00375,2.8799999999999994,67.55000000000001,SmartLabel,True,4.252743601799011,6.51156647503376,57,14,2,"[3.33972679823637, 0.5461559519171715]"
(length (filter (curry ge 1) (filter (curry le 9) (map_imgs pred_int input-list)))),,CCE,0.00375,2.8799999999999994,67.55000000000003,SmartLabel,True,21.763415053486824,73.22133661806583,6641,94,5,"[22.952416699379683, 10.91187096759677, 11.491793535649776, 6.009099792689085, 5.821818668395281]"
(fold plus 0 (filter (curry ge 3) (map_imgs pred_int input-list))),,CCE,0.00375,2.879999999999999,67.55000000000003,SmartLabel,True,23.094460152089596,17.678432662039995,8432,21,2,"[11.640425372868776, 2.1242856234312057]"
(length (filter (curry ge 3) (map (curry plus 1) (map_imgs pred_int input-list)))),,CCE,0.00375,2.879999999999999,67.55000000000003,SmartLabel,True,27.559086568653584,40.15687132254243,1130,71,3,"[8.539165023714304, 17.06255056336522, 2.5954079814255238]"
(fold plus 0 (map (curry plus 2) (map (curry mult (apply pred_int input-img)) (map_imgs pred_int input-list)))),,CCE,0.00375,2.8799999999999994,67.55,SmartLabel,True,9.004823192954063,3.235208373516798,18,7,2,"[0.7804730869829655, 1.0215551815927029]"
(fold max 0 (filter (curry le 9) (map_imgs pred_int input-list))),,CCE,0.00375,2.8799999999999994,67.55000000000001,SmartLabel,True,5.4874377399683,171.13613455370069,6916,131,9,"[11.356236312538385, 7.9226132072508335, 7.943752899765968, 19.80588559061289, 11.498366594314575, 7.864580903202295, 12.200813703238964, 35.48988322541118, 35.88817962631583]"
(fold max 0 (filter (curry le (apply pred_int input-img)) (map (curry mult 5) (map_imgs pred_int input-list)))),,CCE,0.00375,2.8799999999999994,67.55000000000001,SmartLabel,True,5.051733002066612,25.665969748049974,5460,1,5,"[13.160305470228195, 8.803251881152391, 2.3034489639103413, 0.9173906333744526, 0.27601390704512596]"
(length (filter (curry le 5) (map (curry plus 1) (map_imgs pred_int input-list)))),,CCE-NoAbs,0.00375,2.8799999999999994,67.55000000000001,SmartLabelNoUB,True,50.17065645009279,352.02004738524556,491,61,3,"[171.06211712956429, 124.9056824631989, 46.03421863541007]"
(fold max 0  (map (curry plus (apply pred_int input-img)) (filter (curry le 9) (map_imgs pred_int input-list)))),,CCE-NoAbs,0.00375,2.8799999999999994,67.55000000000001,SmartLabelNoUB,True,818.7502932921052,1418.1682621501386,2232,40,22,"[183.38329157605767, 189.39181236177683, 92.65780944749713, 89.08312302082777, 88.53321673721075, 88.40405740216374, 68.12547656148672, 68.11034880205989, 65.72034748643637, 46.45151998847723, 46.27032807096839, 45.25495706871152, 45.15696271136403, 44.966615073382854, 42.79253822565079, 33.987334944307804, 33.20227148383856, 32.54211238399148, 31.487805161625147, 31.1412207596004, 24.42576702684164, 22.12454302981496]"
(fold plus 0 (map (curry plus (apply pred_int input-img)) (filter (curry le 9) (map_imgs pred_int input-list)))),,CCE-NoAbs,0.00375,2.879999999999999,67.55000000000003,SmartLabelNoUB,True,39.18920203670859,185.14148231968284,276,6,2,"[176.4841566979885, 7.433734081685543]"
(length (filter (curry ge (apply pred_int input-img)) (map (curry mult 2)  (map_imgs pred_int input-list)))),,CCE-NoAbs,0.00375,2.879999999999999,67.55000000000003,SmartLabelNoUB,True,10.246810838580132,325.44658211246133,489,1,5,"[165.99015883728862, 89.9142558760941, 60.746414478868246, 6.0104995630681515, 2.5945944152772427]"
(fold max 0 (map (curry plus (apply pred_int input-img)) (filter (curry le 2)  (map_imgs pred_int input-list)))),,CCE-NoAbs,0.00375,2.879999999999999,67.55000000000003,SmartLabelNoUB,True,68.93867241218686,209.40646450966597,837,1,2,"[178.83869889751077, 30.371098291128874]"
(fold plus 0 (filter (curry ge (apply pred_int input-img)) (map_imgs pred_int input-list))),,CCE-NoAbs,0.00375,2.8799999999999994,67.55,SmartLabelNoUB,True,49.09645666182041,375.71640907227993,582,7,8,"[165.90156830102205, 103.45586217194796, 49.67341108247638, 19.482543021440506, 11.112977247685194, 9.233617283403873, 8.258216306567192, 7.200351674109697]"
(fold mult 1 (filter (curry le (apply pred_int input-img)) (map (curry mult 3) (map_imgs pred_int input-list)))),,CCE-NoAbs,0.00375,2.8799999999999994,67.55000000000001,SmartLabelNoUB,True,82.12876875698566,215.33464008942246,1094,1,3,"[163.73913396894932, 47.17314292490482, 4.212601315230131]"
(length (filter (curry le 8) (filter (curry ge 8) (map_imgs pred_int input-list)))),,CCE-NoAbs,0.00375,2.8799999999999994,67.55000000000001,SmartLabelNoUB,True,71.6409774236381,241.0052295960486,270,2,5,"[152.02768721431494, 64.76208623498678, 15.150834329426289, 5.615670122206211, 3.1250867880880833]"
(fold plus (apply pred_int input-img) (filter (curry ge (apply pred_int input-img)) (map_imgs pred_int input-list))),,CCE-NoAbs,0.00375,2.8799999999999994,67.55000000000001,SmartLabelNoUB,True,743.0250391736627,310.3220374956727,1090,7,5,"[172.34310299903154, 105.46356221660972, 12.03598277643323, 11.04855016618967, 7.903890356421471]"
(fold plus 0 (map (curry mult 2) (map_imgs pred_int input-list))),,CCE-NoAbs,0.00375,2.8799999999999994,67.55000000000001,SmartLabelNoUB,True,33.59755519032478,194.7101952880621,188,13,2,"[170.83581480383873, 21.42495184019208]"
(fold max (apply pred_int input-img) (filter (curry ge 9) (map_imgs pred_int input-list))),,CCE-NoAbs,0.00375,2.879999999999999,67.55000000000001,SmartLabelNoUB,True,12.701209887862206,122.67262861132622,141,47,1,[113.75412302836776]
(fold plus 0 (map (curry plus (apply pred_int input-img)) (map_imgs pred_int input-list))),,CCE-NoAbs,0.00375,2.879999999999999,67.55000000000003,SmartLabelNoUB,True,36.25047946348786,221.2201751805842,2152,6,3,"[179.8662363961339, 31.542324531823397, 8.57073462754488]"
(length (filter (curry le (apply pred_int input-img)) (map_imgs pred_int input-list))),,CCE-NoAbs,0.00375,2.879999999999999,67.55000000000003,SmartLabelNoUB,True,67.72094933316112,369.8127896375954,680,7,28,"[157.66730094701052, 92.98596252128482, 9.230132449418306, 8.342718213796616, 7.440628349781036, 6.525701332837343, 6.212453231215477, 6.013295259326696, 5.868593204766512, 5.877790827304125, 5.134396381676197, 5.026875548064709, 4.973300602287054, 4.957652777433395, 4.895969599485397, 4.847736842930317, 4.645325489342213, 4.515018526464701, 4.505503907799721, 4.013106808066368, 4.0005535669624805, 3.9103729091584682, 3.8648209385573864, 1.7145043686032295, 1.1155035980045795, 0.8107810467481613, 0.5723544396460056, 0.1438949629664421]"
(fold mult 1 (map (curry mult 7) (map_imgs pred_int input-list))),,CCE-NoAbs,0.00375,2.8799999999999994,67.55,SmartLabelNoUB,True,6.335287690162659,11.912038709968328,12,10,1,[10.076179549098015]
(length (filter (curry le 9) (filter (curry ge 5) (map_imgs pred_int input-list)))),,CCE-NoAbs,0.00375,2.8799999999999994,67.55,SmartLabelNoUB,True,11.58499276265502,394.43034460023046,562,59,3,"[149.71676272898912, 146.87415215745568, 88.23459513112903]"
(fold max 0 (filter (curry le 2) (map_imgs pred_int input-list))),,CCE-NoAbs,0.00375,2.8799999999999994,67.55,SmartLabelNoUB,True,47.937330316752195,420.8280815333128,668,26,9,"[151.66338436678052, 100.68129206448793, 27.48347670212388, 24.50255323573947, 22.72076477482915, 22.608311656862497, 22.517141681164503, 22.59035824239254, 21.610998775810003]"
(fold plus 0 (filter (curry ge 8) (map_imgs pred_int input-list))),,CCE-NoAbs,0.00375,2.8799999999999994,67.55000000000001,SmartLabelNoUB,True,16.171823237091303,813.3624259084463,10709,41,21,"[170.18208322674036, 164.1317381374538, 89.89773861691356, 68.77999833598733, 68.18484288826585, 64.72058625519276, 29.544331800192595, 27.13080631941557, 25.996418680995703, 16.910212762653828, 11.613496448844671, 10.730897292494774, 10.725508518517017, 10.225227370858192, 10.056509777903557, 9.525171656161547, 9.242423199117184, 7.841357711702585, 6.116709176450968, 1.336368277668953, 0.37540052458643913]"
(fold max 0 (map (curry mult 2) (map_imgs pred_int input-list))),,CCE-NoAbs,0.00375,2.879999999999999,67.55000000000001,SmartLabelNoUB,True,281.9629942588508,908.9489288367331,3937,51,8,"[179.15566489472985, 173.95174661278725, 104.63646433874965, 93.62648678198457, 90.26534923911095, 87.999117705971, 87.67897086963058, 83.24119064584374]"
(fold max 0 (map (curry mult 2) (filter (curry ge 5) (map_imgs pred_int input-list)))),,CCE-NoAbs,0.00375,2.879999999999999,67.55000000000001,SmartLabelNoUB,True,83.24155132099986,221.6128699965775,3118,2,4,"[183.1076162159443, 26.51655088737607, 7.582508161664009, 4.033166065812111]"
(length (filter (curry ge 1) (map_imgs pred_int input-list))),,CCE-NoAbs,0.00375,2.879999999999999,67.55000000000001,SmartLabelNoUB,True,117.2910870090127,528.640685621649,1352,94,5,"[164.70188873633742, 122.88727999478579, 77.5894663669169, 74.00427344441414, 73.66580519452691]"
(fold mult 1 (map_imgs pred_int input-list)),,CCE-NoAbs,0.00375,2.879999999999999,67.55000000000001,SmartLabelNoUB,FAIL,11.939265806227922,7.570534944534302e-05,0,4,0,[]
(fold max 0 (map_imgs pred_int input-list)),,CCE-NoAbs,0.00375,2.8799999999999994,67.55,SmartLabelNoUB,True,277.83758786693215,1319.4973296113312,2024,131,8,"[177.07221333682537, 173.88670491054654, 173.97971549257636, 163.8121976479888, 158.253942001611, 153.78934969380498, 152.72344056889415, 144.98657158762217]"
(length (filter (curry ge (apply pred_int input-img)) (map_imgs pred_int input-list))),,CCE-NoAbs,0.00375,2.8799999999999994,67.55,SmartLabelNoUB,True,154.8344931602478,393.4775336049497,841,6,26,"[164.4019146077335, 105.11233976483345, 10.828501485288143, 9.157153010368347, 8.32842618227005, 7.449999455362558, 5.755953837186098, 5.700584042817354, 5.452337294816971, 5.305027354508638, 5.257545754313469, 5.147217720746994, 5.051476318389177, 5.026729550212622, 4.6079583168029785, 4.4820461794734, 4.4066755920648575, 4.2965337336063385, 4.021525517106056, 3.984638921916485, 3.94386275857687, 3.6716160885989666, 3.527235757559538, 2.7165171839296818, 2.661111958324909, 2.6603233739733696]"
(length (filter (curry le 0) (map_imgs pred_int input-list))),,CCE-NoAbs,0.00375,2.8799999999999994,67.55,SmartLabelNoUB,TIMEOUT,39.069547552615404,1500.0000717528164,11241,7,18,"[179.24767987057567, 172.81322572380304, 143.23139884322882, 81.24002605676651, 78.7268462702632, 73.67525056749582, 72.0427236482501, 67.80363421142101, 65.36997371539474, 64.2069096416235, 63.93670343980193, 63.7294243760407, 63.514628700912, 62.78716390952468, 62.35183551162481, 59.232292510569096, 57.81893925368786, 50.487692184746265]"
(fold max 0 (filter (curry ge 5) (map_imgs pred_int input-list))),,CCE-NoAbs,0.00375,2.8799999999999994,67.55,SmartLabelNoUB,True,170.83216707780957,671.0009004324675,6667,29,6,"[167.21135550364852, 164.5965743623674, 169.1424265280366, 84.58009147644043, 40.500269431620836, 39.62882313504815]"
(fold max 0 (filter (curry le (apply pred_int input-img)) (map_imgs pred_int input-list))),,CCE-NoAbs,0.00375,2.879999999999999,67.55,SmartLabelNoUB,True,447.357550740242,608.8343462795019,2868,8,33,"[178.81124657392502, 172.11112163215876, 74.58887405321002, 29.765099108219147, 11.159597720950842, 9.282619819045067, 9.26511649787426, 9.218288987874985, 9.147672288119793, 8.993081856518984, 7.688209928572178, 7.414196763187647, 6.575128309428692, 6.452948480844498, 6.341867059469223, 6.317858334630728, 6.24575224891305, 6.1699495278298855, 5.944500721991062, 5.806138839572668, 5.768632605671883, 5.29850135371089, 5.187729749828577, 5.1258655078709126, 2.5295395143330097, 1.7006315849721432, 1.6562432460486889, 1.2653132155537605, 0.9581557847559452, 0.8923832587897778, 0.6496925875544548, 0.3903524838387966, 0.11135050281882286]"
(fold plus 0 (map (curry mult 6) (map_imgs pred_int input-list))),,CCE-NoAbs,0.00375,2.879999999999999,67.55000000000001,SmartLabelNoUB,True,11.639718271791935,64.04453384876251,50,19,2,"[43.329637978225946, 17.17015888169408]"
(fold plus 0 (filter (curry ge 2) (map_imgs pred_int input-list))),,CCE-NoAbs,0.00375,2.879999999999999,67.55000000000001,SmartLabelNoUB,True,20.213501442223787,352.21643794327974,2088,17,2,"[174.84514013677835, 174.20220444723964]"
