GT Program,Benchmark Info,Semantics,Delta,Avg. Per Component Pred. Set Size,Avg. Per Input Pred. Set Size,Question Selector,Correct?,Initial Synthesis Time,Active Learning Time,Initial Program Space Size,Final Program Space Size,# Rounds,Time Per Round
(length (filter (curry ge 4) (map_imgs pred_int input-list))),,CCE-NoAbs,0.00425,2.5975,43.829999999999984,SmartLabelNoUB,True,25.093846067786217,189.88024379312992,696,58,3,"[93.58281099051237, 62.26878955960274, 27.848365265876055]"
(fold max 0 (map (curry plus 5) (map_imgs pred_int input-list))),,CCE-NoAbs,0.00425,2.5975,43.829999999999984,SmartLabelNoUB,TIMEOUT,25.709489405155182,1500.000125437975,1001,7,20,"[111.79853453859687, 113.58867809548974, 114.19086078181863, 106.59207562357187, 102.80028982460499, 102.45052140578628, 101.68646514043212, 93.32946789264679, 80.00994628667831, 71.80045519396663, 69.68425499275327, 69.552569642663, 69.03863295912743, 68.97933880239725, 42.453777354210615, 34.85922868549824, 33.432900846004486, 33.38047732040286, 31.77241698279977, 31.576985716819763]"
(length (filter (curry ge 9) (map_imgs pred_int input-list))),,CCE-NoAbs,0.00425,2.5974999999999997,43.829999999999984,SmartLabelNoUB,True,26.940627306699753,290.6358214877546,894,67,4,"[94.42212159186602, 92.22065357491374, 64.65976470708847, 32.37816995382309]"
(length (filter (curry ge 3) (map_imgs pred_int input-list))),,CCE-NoAbs,0.00425,2.5974999999999997,43.829999999999984,SmartLabelNoUB,True,108.65489201620221,164.47354995459318,343,60,2,"[99.14741241559386, 58.78482511639595]"
(length (filter (curry le (apply pred_int input-img)) (map (curry plus 2) (map_imgs pred_int input-list)))),,CCE-NoAbs,0.00425,2.5975,43.82999999999999,SmartLabelNoUB,True,12.75292269140482,209.2772212550044,420,1,6,"[94.75634935870767, 74.55995664745569, 33.53275781497359, 3.6450233943760395, 1.6027213707566261, 1.0582767464220524]"
(length (filter (curry le (apply pred_int input-img)) (map (curry plus 1) (map_imgs pred_int input-list)))),,CCE-NoAbs,0.00425,2.5975,43.82999999999999,SmartLabelNoUB,True,74.57347425073385,191.1765627078712,679,1,6,"[96.68634373322129, 67.2320285178721, 20.290992885828018, 4.190279725939035, 1.5799253433942795, 1.0717999823391438]"
(fold plus 1 (map (curry max 8) (filter (curry ge 4) (map_imgs pred_int input-list)))),,CCE-NoAbs,0.00425,2.5975,43.82999999999999,SmartLabelNoUB,True,47.47004695236683,139.7598670385778,784,1,2,"[113.77063672989607, 25.868408553302288]"
(fold plus 0 (filter (curry le (apply pred_int input-img)) (map_imgs pred_int input-list))),,CCE-NoAbs,0.00425,2.5975,43.829999999999984,SmartLabelNoUB,True,114.12698247283697,209.57979248464108,2538,8,25,"[117.85941575467587, 18.645016092807055, 6.288327448070049, 5.1461999006569386, 4.5514352433383465, 4.53543221950531, 4.459976427257061, 4.419549077749252, 4.336118154227734, 4.270150136202574, 4.071142345666885, 4.013940457254648, 3.990657787770033, 3.7269749641418457, 3.630354456603527, 3.5741663463413715, 3.582398284226656, 3.3278886899352074, 1.7227736301720142, 0.9599403813481331, 0.7527678906917572, 0.6747120097279549, 0.5640000589191914, 0.3695388734340668, 0.10636239498853683]"
(fold mult 1 (map (curry max 1) (map_imgs pred_int input-list))),,CCE-NoAbs,0.00425,2.5975,43.829999999999984,SmartLabelNoUB,True,19.848398216068745,104.1716841980815,136,43,2,"[72.56327833980322, 26.358638681471348]"
(fold mult 1 (filter (curry ge 2 ) (filter (curry le 4) (map_imgs pred_int input-list)))),,CCE-NoAbs,0.00425,2.5975,43.829999999999984,SmartLabelNoUB,True,4.6895563043653965,113.16960933804512,180,6,2,"[99.15039846673608, 13.31210234388709]"
(fold plus 0 (map (curry mult 3) (map_imgs pred_int input-list))),,CCE-NoAbs,0.00425,2.5974999999999997,43.829999999999984,SmartLabelNoUB,True,3.1527366936206818,26.197680417448282,45,14,1,[24.49661311879754]
(length (filter (curry ge 1) (filter (curry le 9) (map_imgs pred_int input-list)))),,CCE-NoAbs,0.00425,2.5974999999999997,43.829999999999984,SmartLabelNoUB,True,36.4524804353714,361.14842446893454,5717,94,5,"[105.92785898596048, 101.96590768918395, 49.08171424642205, 46.82277184724808, 46.8275615721941]"
(fold plus 0 (filter (curry ge 3) (map_imgs pred_int input-list))),,CCE-NoAbs,0.00425,2.5975,43.82999999999999,SmartLabelNoUB,True,33.32315633818507,214.09695434197783,8440,21,3,"[108.88257928937674, 81.71681097522378, 20.917750995606184]"
(length (filter (curry ge 3) (map (curry plus 1) (map_imgs pred_int input-list)))),,CCE-NoAbs,0.00425,2.5975,43.82999999999999,SmartLabelNoUB,True,173.3289261162281,283.606686424464,1004,71,4,"[103.26892074942589, 97.70038766413927, 40.06649298220873, 34.785778850317]"
(fold plus 0 (map (curry plus 2) (map (curry mult (apply pred_int input-img)) (map_imgs pred_int input-list)))),,CCE-NoAbs,0.00425,2.5975,43.82999999999999,SmartLabelNoUB,True,10.614971857517958,12.62571032345295,12,7,2,"[7.033631466329098, 4.671946734189987]"
(fold max 0 (filter (curry le 9) (map_imgs pred_int input-list))),,CCE-NoAbs,0.00425,2.5975,43.82999999999999,SmartLabelNoUB,True,3.5800912976264954,850.7471509873867,6887,131,8,"[108.81892837956548, 110.69970819354057, 111.01171112060547, 109.3036875501275, 104.90700405836105, 100.64726231247187, 99.70474134758115, 91.78317335993052]"
(fold max 0 (filter (curry le (apply pred_int input-img)) (map (curry mult 5) (map_imgs pred_int input-list)))),,CCE-NoAbs,0.00425,2.5975000000000006,43.82999999999999,SmartLabelNoUB,True,16.84292694926262,152.69149511307478,5460,1,5,"[106.23326218128204, 28.427886683493853, 8.954786278307438, 5.233038417994976, 3.706617519259453]"
