GT Program,Benchmark Info,Semantics,Delta,Avg. Per Component Pred. Set Size,Avg. Per Input Pred. Set Size,Question Selector,Correct?,Initial Synthesis Time,Active Learning Time,Initial Program Space Size,Final Program Space Size,# Rounds,Time Per Round
(fold plus 0 (map (curry plus (apply pred_int input-img)) (map_imgs pred_int input-list))),,CCE,0.00425,2.5975,43.82999999999999,SmartLabel,True,8.911373265087605,8.213274005800486,1251,6,2,"[6.6639966033399105, 0.7505068406462669]"
(length (filter (curry le (apply pred_int input-img)) (map_imgs pred_int input-list))),,CCE,0.00425,2.5974999999999997,43.83,SmartLabel,True,6.897296201437712,41.471266470849514,504,7,23,"[6.210365667939186, 7.870076470077038, 1.8657934479415417, 0.39620814844965935, 0.45884260162711143, 0.36901191994547844, 0.35318131372332573, 0.2848355770111084, 0.47549842298030853, 1.4578198231756687, 1.7327642478048801, 1.8103524893522263, 1.8517443053424358, 1.832932211458683, 1.8721370473504066, 2.044649850577116, 1.9426169097423553, 2.137963145971298, 2.1531673595309258, 2.6485377475619316, 1.0504748784005642, 0.5209607407450676, 0.1308569498360157]"
(fold mult 1 (map (curry mult 7) (map_imgs pred_int input-list))),,CCE,0.00425,2.5974999999999997,43.83,SmartLabel,True,5.2925915233790874,1.5590894222259521,12,10,1,[0.3669978193938732]
(length (filter (curry le 9) (filter (curry ge 5) (map_imgs pred_int input-list)))),,CCE,0.00425,2.5974999999999993,43.830000000000005,SmartLabel,True,4.0260178707540035,15.596561335027218,359,59,2,"[6.701666083186865, 2.6868047155439854]"
(fold max 0 (filter (curry le 2) (map_imgs pred_int input-list))),,CCE,0.00425,2.5975,43.83,SmartLabel,True,8.682795457541943,27.74286997690797,660,26,8,"[5.410753730684519, 7.672580733895302, 1.191079281270504, 1.949027944356203, 1.953186932951212, 1.9273147732019424, 2.2842760793864727, 2.452327996492386]"
(fold plus 0 (filter (curry ge 8) (map_imgs pred_int input-list))),,CCE,0.00425,2.5975,43.83,SmartLabel,True,7.41601063683629,37.37551475316286,10709,41,19,"[8.96250369772315, 8.989987574517727, 5.098273456096649, 1.2070296481251717, 1.6674263998866081, 1.2063617557287216, 0.8570575974881649, 2.3431063555181026, 0.9466853216290474, 0.45388223230838776, 0.6323544234037399, 0.47458530962467194, 0.4633684866130352, 0.5740961544215679, 0.7942383140325546, 0.4940616339445114, 1.2898423559963703, 0.6928680539131165, 0.14380677044391632]"
(fold max 0 (map (curry mult 2) (map_imgs pred_int input-list))),,CCE,0.00425,2.5974999999999997,43.830000000000005,SmartLabel,True,58.27433390542865,64.6331155449152,3935,51,7,"[15.878575090318918, 7.214367378503084, 4.237323001027107, 4.855012007057667, 3.7663324512541294, 11.601447943598032, 11.65607287734747]"
(fold max 0 (map (curry mult 2) (filter (curry ge 5) (map_imgs pred_int input-list)))),,CCE,0.00425,2.5974999999999997,43.830000000000005,SmartLabel,True,22.729262202978134,24.979195095598698,2991,2,5,"[18.326601803302765, 4.917626529932022, 0.7778306864202023, 0.5325152017176151, 0.18391403928399086]"
(length (filter (curry ge 1) (map_imgs pred_int input-list))),,CCE,0.00425,2.5974999999999993,43.830000000000005,SmartLabel,True,11.230080850422382,38.505446154624224,1343,94,5,"[6.323975563049316, 4.226985637098551, 6.087969869375229, 5.843287814408541, 5.732636980712414]"
(fold mult 1 (map_imgs pred_int input-list)),,CCE,0.00425,2.5974999999999993,43.830000000000005,SmartLabel,FAIL,6.029655922204256,7.718056440353394e-05,0,4,0,[]
(fold max 0 (map_imgs pred_int input-list)),,CCE,0.00425,2.5974999999999993,43.83000000000001,SmartLabel,True,32.144162863492966,90.76447071880102,1666,131,7,"[6.696003399789333, 9.372859541326761, 6.601719122380018, 8.67043698579073, 5.975549221038818, 19.90958358719945, 19.972365487366915]"
(length (filter (curry ge (apply pred_int input-img)) (map_imgs pred_int input-list))),,CCE,0.00425,2.5974999999999993,43.83000000000001,SmartLabel,True,31.410397969186306,15.698112864047289,681,6,20,"[5.992296814918518, 2.051227267831564, 0.721524178981781, 0.6738778725266457, 0.47128520905971527, 0.32416389510035515, 0.4561070390045643, 0.32287170365452766, 0.32822586596012115, 0.2965483106672764, 0.3065376654267311, 0.27473942935466766, 0.2678183354437351, 0.3097558468580246, 0.28585414960980415, 0.2681231126189232, 0.283981554210186, 0.3104177713394165, 0.400703489780426, 0.8838096484541893]"
(length (filter (curry le 0) (map_imgs pred_int input-list))),,CCE,0.00425,2.5975,43.830000000000005,SmartLabel,True,5.935691729187965,149.7828878313303,6776,115,23,"[8.000222481787205, 11.654055118560791, 6.134174942970276, 6.33519609645009, 5.274686805903912, 5.564985319972038, 4.934579432010651, 5.467095848172903, 4.732626985758543, 8.21134278178215, 4.675046183168888, 3.452323939651251, 3.618979386985302, 3.8052768111228943, 5.517371412366629, 5.364649832248688, 11.87733929604292, 8.52869988977909, 8.235881507396698, 9.797092616558075, 8.584530480206013, 7.516379170119762, 0.8504089638590813]"
(fold max 0 (filter (curry ge 5) (map_imgs pred_int input-list))),,CCE,0.00425,2.5975,43.83,SmartLabel,True,11.504483681172132,34.613867830485106,6437,29,5,"[14.200145903974771, 5.593190595507622, 7.445035498589277, 2.988527737557888, 0.9166164882481098]"
(fold max 0 (filter (curry le (apply pred_int input-img)) (map_imgs pred_int input-list))),,CCE,0.00425,2.5974999999999997,43.83,SmartLabel,True,48.388769924640656,58.2816842161119,2731,8,26,"[9.642684105783701, 7.255461443215609, 6.395811405032873, 1.9556530490517616, 0.4868781976401806, 0.4879007190465927, 0.4746113158762455, 0.7423919141292572, 0.7076625116169453, 0.6832479722797871, 1.8572326451539993, 2.1986946910619736, 2.2959925197064877, 2.3292596489191055, 2.3150752894580364, 2.359109465032816, 2.5257042087614536, 2.836920104920864, 2.8498965203762054, 3.45602573081851, 1.8382398299872875, 1.0171024911105633, 0.7790582925081253, 0.613633431494236, 0.055295124650001526, 0.12154064700007439]"
(fold plus 0 (map (curry mult 6) (map_imgs pred_int input-list))),,CCE,0.00425,2.5974999999999997,43.82999999999999,SmartLabel,True,3.7277894988656044,5.004209283739328,42,19,2,"[2.1039520017802715, 0.6027261763811111]"
(fold plus 0 (filter (curry ge 2) (map_imgs pred_int input-list))),,CCE,0.00425,2.5974999999999997,43.82999999999999,SmartLabel,True,10.719597943127155,19.05998170748353,2050,17,2,"[8.443831637501717, 8.585256855934858]"
(length (filter (curry ge (apply pred_int input-img)) (map (curry plus 4) (map_imgs pred_int input-list)))),,CCE,0.00425,2.5974999999999997,43.82999999999999,SmartLabel,True,6.609649147838354,23.636773232370615,3906,1,5,"[12.986606560647488, 4.092022817581892, 6.1492947824299335, 0.18688731268048286, 0.09833850711584091]"
(length (filter (curry ge (apply pred_int input-img)) (filter (curry le 7) (map_imgs pred_int input-list)))),,CCE,0.00425,2.5974999999999993,43.82999999999999,SmartLabel,True,32.711286921054125,15.36122952401638,972,1,5,"[6.719691000878811, 5.508176416158676, 2.7027730084955692, 0.1985451951622963, 0.11141333729028702]"
(length (filter (curry ge 1) (map_imgs pred_int input-list))),,CCE,0.00425,2.5974999999999993,43.829999999999984,SmartLabel,True,9.221646890044212,43.64605197682977,3230,94,5,"[6.359563075006008, 9.347467124462128, 5.968834139406681, 5.84887683019042, 5.7349952310323715]"
(fold plus 0 (map (curry mult (apply pred_int input-img)) (map_imgs pred_int input-list))),,CCE,0.00425,2.5975,43.83,SmartLabel,True,20.881315980106592,2.1749749332666397,16,7,2,"[0.9321932718157768, 0.3276130482554436]"
(fold max 0 (map (curry plus (apply pred_int input-img)) (map_imgs pred_int input-list))),,CCE,0.00425,2.5975,43.83,SmartLabel,True,16.070073798298836,106.18936457112432,451,40,14,"[17.02514933794737, 11.443897571414709, 5.69860627129674, 5.6576789654791355, 5.940222315490246, 6.689824171364307, 1.9886820316314697, 1.768476713448763, 3.0199910886585712, 1.5135062374174595, 1.175982516258955, 9.036086168140173, 16.065136045217514, 15.764174435287714]"
(length (filter (curry ge 4) (map_imgs pred_int input-list))),,CCE,0.00425,2.5975,43.82999999999999,SmartLabel,True,8.011221189051867,17.606139954179525,696,58,3,"[5.223902754485607, 4.6584278754889965, 1.534879919141531]"
(fold max 0 (map (curry plus 5) (map_imgs pred_int input-list))),,CCE,0.00425,2.5974999999999997,43.82999999999999,SmartLabel,True,9.00259005278349,320.11379067227244,1001,199,22,"[7.900734979659319, 13.320190522819757, 14.537649068981409, 10.012213185429573, 7.062810130417347, 8.124225404113531, 20.84726095944643, 21.00837206095457, 11.555205091834068, 21.00197284296155, 20.07611447200179, 25.57794316485524, 25.31570914760232, 29.18725259229541, 9.713150441646576, 3.401456404477358, 2.678780108690262, 7.021947640925646, 6.811974447220564, 6.760315775871277, 12.475473489612341, 29.3019989579916]"
(length (filter (curry ge 9) (map_imgs pred_int input-list))),,CCE,0.00425,2.5974999999999997,43.82999999999999,SmartLabel,True,7.484297789633274,26.146924428641796,892,67,4,"[7.9074915908277035, 5.1549620144069195, 3.510385349392891, 2.693190187215805]"
(length (filter (curry ge 3) (map_imgs pred_int input-list))),,CCE,0.00425,2.5974999999999997,43.82999999999999,SmartLabel,True,24.555323351174593,24.269629571586847,343,60,2,"[14.327763054519892, 3.4929905869066715]"
(length (filter (curry le (apply pred_int input-img)) (map (curry plus 2) (map_imgs pred_int input-list)))),,CCE,0.00425,2.5974999999999997,43.829999999999984,SmartLabel,True,6.434391733258963,22.070893719792366,419,1,6,"[12.77006695047021, 6.717212826013565, 1.9512122981250286, 0.23092564940452576, 0.1424788422882557, 0.13714481890201569]"
(length (filter (curry le (apply pred_int input-img)) (map (curry plus 1) (map_imgs pred_int input-list)))),,CCE,0.00425,2.5974999999999997,43.829999999999984,SmartLabel,True,5.813092317432165,11.502827517688274,679,1,6,"[5.4995951652526855, 4.143731478601694, 1.2518514655530453, 0.2600080259144306, 0.14277468621730804, 0.0835893377661705]"
(fold plus 1 (map (curry max 8) (filter (curry ge 4) (map_imgs pred_int input-list)))),,CCE,0.00425,2.5975,43.83,SmartLabel,True,19.328535418957472,8.878847192972898,784,1,2,"[6.772117551416159, 1.9892285279929638]"
(fold plus 0 (filter (curry le (apply pred_int input-img)) (map_imgs pred_int input-list))),,CCE,0.00425,2.5975,43.82999999999999,SmartLabel,True,23.76417864486575,55.10348191857338,2538,8,25,"[10.481904167681932, 2.5385452769696712, 0.4983915090560913, 0.6197498217225075, 0.3626880459487438, 0.6242990680038929, 0.9388634897768497, 2.1671764329075813, 2.502692434936762, 2.6728153862059116, 2.6487757936120033, 2.6913843415677547, 2.8485996313393116, 3.209047671407461, 3.201679527759552, 3.925169423222542, 3.920525260269642, 3.6553190127015114, 1.949674665927887, 1.128865860402584, 0.9147561490535736, 0.780799213796854, 0.6426578760147095, 0.06178240478038788, 0.11676919087767601]"
(fold mult 1 (map (curry max 1) (map_imgs pred_int input-list))),,CCE,0.00425,2.5975,43.82999999999999,SmartLabel,True,5.92010734975338,15.80205013230443,136,43,2,"[9.113120812922716, 1.4765290021896362]"
(fold mult 1 (filter (curry ge 2 ) (filter (curry le 4) (map_imgs pred_int input-list)))),,CCE,0.00425,2.5974999999999997,43.82999999999999,SmartLabel,True,4.421199277043343,9.12471603229642,180,6,2,"[7.658568173646927, 0.7561530023813248]"
(fold plus 0 (map (curry mult 3) (map_imgs pred_int input-list))),,CCE,0.00425,2.5974999999999997,43.82999999999999,SmartLabel,True,3.8016987070441246,3.0688438415527344,45,14,1,[1.3679645881056786]
(length (filter (curry ge 1) (filter (curry le 9) (map_imgs pred_int input-list)))),,CCE,0.00425,2.5974999999999997,43.82999999999999,SmartLabel,True,13.99924897402525,56.141748029738665,5715,94,5,"[9.62706608697772, 18.250540658831596, 6.171592973172665, 5.910243172198534, 5.80645851790905]"
(fold plus 0 (filter (curry ge 3) (map_imgs pred_int input-list))),,CCE,0.00425,2.5974999999999997,43.829999999999984,SmartLabel,True,18.238866467028856,13.88254363834858,8431,21,2,"[9.499359775334597, 1.8479547314345837]"
(length (filter (curry ge 3) (map (curry plus 1) (map_imgs pred_int input-list)))),,CCE,0.00425,2.5974999999999997,43.829999999999984,SmartLabel,True,13.951540272682905,32.541628040373325,1004,71,4,"[6.534091867506504, 12.660190008580685, 2.475642889738083, 3.15103492885828]"
(fold plus 0 (map (curry plus 2) (map (curry mult (apply pred_int input-img)) (map_imgs pred_int input-list)))),,CCE,0.00425,2.5975,43.82999999999999,SmartLabel,True,6.092849474400282,1.7631349824368954,12,7,2,"[0.5577592626214027, 0.2871992625296116]"
(fold max 0 (filter (curry le 9) (map_imgs pred_int input-list))),,CCE,0.00425,2.5975,43.82999999999999,SmartLabel,True,5.27078390493989,107.69464859366417,6885,131,8,"[8.468548081815243, 6.653083693236113, 6.664717074483633, 18.478943303227425, 8.209825675934553, 6.0644020810723305, 19.675698027014732, 19.849127750843763]"
(fold max 0 (filter (curry le (apply pred_int input-img)) (map (curry mult 5) (map_imgs pred_int input-list)))),,CCE,0.00425,2.5975,43.82999999999999,SmartLabel,True,5.057780396193266,16.317605420947075,5460,1,5,"[7.952791023999453, 6.6817419193685055, 0.9938941560685635, 0.32305754348635674, 0.23227128386497498]"
(length (filter (curry le 5) (map (curry plus 1) (map_imgs pred_int input-list)))),,CCE-NoAbs,0.00425,2.5975,43.82999999999999,SmartLabelNoUB,True,44.01845436170697,188.71978480741382,485,61,3,"[106.88896821811795, 46.04953230544925, 29.285050377249718]"
(fold max 0  (map (curry plus (apply pred_int input-img)) (filter (curry le 9) (map_imgs pred_int input-list)))),,CCE-NoAbs,0.00425,2.5974999999999997,43.82999999999999,SmartLabelNoUB,True,344.8939874134958,629.6416008174419,1825,40,15,"[111.04732679948211, 117.66004720330238, 54.86672293022275, 54.42419648915529, 42.29778233170509, 42.23079623654485, 40.59308797493577, 28.228301357477903, 27.925840329378843, 24.439581625163555, 20.739563774317503, 16.071733947843313, 15.529581669718027, 15.136735919862986, 14.99774631485343]"
(fold plus 0 (map (curry plus (apply pred_int input-img)) (filter (curry le 9) (map_imgs pred_int input-list)))),,CCE-NoAbs,0.00425,2.5974999999999997,43.829999999999984,SmartLabelNoUB,True,24.217504527419806,102.40119510516524,176,6,2,"[97.60221971571445, 4.013332437723875]"
(length (filter (curry ge (apply pred_int input-img)) (map (curry mult 2)  (map_imgs pred_int input-list)))),,CCE-NoAbs,0.00425,2.5974999999999997,43.829999999999984,SmartLabelNoUB,True,9.683398086577654,203.35889844596386,489,1,5,"[103.84469510614872, 56.20778411626816, 37.802888218313456, 3.760839879512787, 1.6204198449850082]"
(fold max 0 (map (curry plus (apply pred_int input-img)) (filter (curry le 2)  (map_imgs pred_int input-list)))),,CCE-NoAbs,0.00425,2.5974999999999997,43.829999999999984,SmartLabelNoUB,True,68.97959108278155,115.21364830806851,837,1,2,"[111.73114692047238, 3.354829005897045]"
(fold plus 0 (filter (curry ge (apply pred_int input-img)) (map_imgs pred_int input-list))),,CCE-NoAbs,0.00425,2.5975,43.82999999999999,SmartLabelNoUB,True,31.04701905697584,228.43301005661488,580,7,6,"[103.10840950906277, 83.68911050632596, 22.441563181579113, 8.015609502792358, 5.72982669249177, 4.545382209122181]"
(fold mult 1 (filter (curry le (apply pred_int input-img)) (map (curry mult 3) (map_imgs pred_int input-list)))),,CCE-NoAbs,0.00425,2.5975,43.82999999999999,SmartLabelNoUB,True,53.5423272959888,191.247198022902,911,1,3,"[103.84431928023696, 84.63952910900116, 2.63075590506196]"
(length (filter (curry le 8) (filter (curry ge 8) (map_imgs pred_int input-list)))),,CCE-NoAbs,0.00425,2.5975,43.82999999999999,SmartLabelNoUB,True,71.72997838258743,154.05012791976333,270,2,5,"[96.12077967077494, 41.043696630746126, 11.15551482513547, 3.5541510842740536, 1.9632835276424885]"
(fold plus (apply pred_int input-img) (filter (curry ge (apply pred_int input-img)) (map_imgs pred_int input-list))),,CCE-NoAbs,0.00425,2.5975,43.82999999999999,SmartLabelNoUB,True,745.2853117324412,193.9234937429428,1014,7,5,"[107.09166038408875, 65.33949200809002, 9.333391699939966, 6.228478591889143, 4.935054291039705]"
(fold plus 0 (map (curry mult 2) (map_imgs pred_int input-list))),,CCE-NoAbs,0.00425,2.5974999999999997,43.82999999999999,SmartLabelNoUB,True,17.16553534567356,29.63064743950963,51,13,1,[28.052258998155594]
(fold max (apply pred_int input-img) (filter (curry ge 9) (map_imgs pred_int input-list))),,CCE-NoAbs,0.00425,2.5974999999999997,43.829999999999984,SmartLabelNoUB,True,12.81161992251873,78.07181839644909,141,47,1,[72.13669352605939]
(fold plus 0 (map (curry plus (apply pred_int input-img)) (map_imgs pred_int input-list))),,CCE-NoAbs,0.00425,2.5974999999999997,43.829999999999984,SmartLabelNoUB,True,19.650503523647785,121.8119485154748,1251,6,2,"[113.17567043751478, 7.828321680426598]"
(length (filter (curry le (apply pred_int input-img)) (map_imgs pred_int input-list))),,CCE-NoAbs,0.00425,2.5974999999999997,43.829999999999984,SmartLabelNoUB,True,54.575718339532614,286.5805886685848,504,7,23,"[99.54006549343467, 95.09790809825063, 33.40916243195534, 5.74444130435586, 4.690486762672663, 4.149608079344034, 4.137016478925943, 3.394423309713602, 3.2807539366185665, 3.245546665042639, 3.1906150728464127, 3.145178411155939, 3.101485248655081, 2.9504282660782337, 2.8948022201657295, 2.882466144859791, 2.5946800522506237, 2.579867333173752, 2.514447595924139, 2.4744692258536816, 0.9774199277162552, 0.4645027220249176, 0.12032493203878403]"
(fold mult 1 (map (curry mult 7) (map_imgs pred_int input-list))),,CCE-NoAbs,0.00425,2.5975,43.82999999999999,SmartLabelNoUB,True,6.011848397552967,7.519090905785561,12,10,1,[6.323596034198999]
(length (filter (curry le 9) (filter (curry ge 5) (map_imgs pred_int input-list)))),,CCE-NoAbs,0.00425,2.5975,43.82999999999999,SmartLabelNoUB,True,3.344971679151058,149.34173046424985,359,59,2,"[94.40346223860979, 48.724015325307846]"
(fold max 0 (filter (curry le 2) (map_imgs pred_int input-list))),,CCE-NoAbs,0.00425,2.5975,43.82999999999999,SmartLabelNoUB,True,27.323282666504383,250.55326987057924,664,26,8,"[95.95097864046693, 63.2178756184876, 17.4109529517591, 14.38757685571909, 14.303685076534748, 14.307160872966051, 14.322534676641226, 13.725766822695732]"
(fold plus 0 (filter (curry ge 8) (map_imgs pred_int input-list))),,CCE-NoAbs,0.00425,2.5975,43.82999999999999,SmartLabelNoUB,True,16.169898509979248,458.2563479654491,10709,41,19,"[109.05395091697574, 103.5742682442069, 94.90061150118709, 22.154177974909544, 19.52304834499955, 17.854107480496168, 17.436061218380928, 11.61667375639081, 8.116068545728922, 7.511630728840828, 7.510878778994083, 7.13720802590251, 7.062097866088152, 6.784225188195705, 6.530697237700224, 5.407310616225004, 4.506011515855789, 1.1831119023263454, 0.3084278404712677]"
(fold max 0 (map (curry mult 2) (map_imgs pred_int input-list))),,CCE-NoAbs,0.00425,2.5975,43.829999999999984,SmartLabelNoUB,True,252.94746582210064,518.4961984679103,3935,51,7,"[112.17761817574501, 111.23229359835386, 65.6976359039545, 58.832635048776865, 56.869469318538904, 56.40721269696951, 51.81773107871413]"
(fold max 0 (map (curry mult 2) (filter (curry ge 5) (map_imgs pred_int input-list)))),,CCE-NoAbs,0.00425,2.5974999999999997,43.829999999999984,SmartLabelNoUB,True,82.91858910024166,191.82729962468147,2991,2,5,"[116.30806516483426, 54.326693791896105, 13.038924124091864, 5.862811457365751, 2.0475599877536297]"
(length (filter (curry ge 1) (map_imgs pred_int input-list))),,CCE-NoAbs,0.00425,2.5974999999999997,43.829999999999984,SmartLabelNoUB,True,67.27620957791805,332.8871544636786,1343,94,5,"[104.21101011708379, 76.75942639261484, 48.625523924827576, 46.52313840389252, 46.38479905202985]"
(fold mult 1 (map_imgs pred_int input-list)),,CCE-NoAbs,0.00425,2.5974999999999997,43.829999999999984,SmartLabelNoUB,FAIL,12.138381268829107,7.816776633262634e-05,0,4,0,[]
(fold max 0 (map_imgs pred_int input-list)),,CCE-NoAbs,0.00425,2.5975,43.82999999999999,SmartLabelNoUB,True,244.0295320637524,730.5377783291042,1666,131,7,"[110.26538919657469, 108.97750963270664, 108.73269859701395, 102.38719614595175, 98.89651108533144, 97.90414976328611, 89.6743866764009]"
(length (filter (curry ge (apply pred_int input-img)) (map_imgs pred_int input-list))),,CCE-NoAbs,0.00425,2.5975,43.82999999999999,SmartLabelNoUB,True,129.337866358459,199.10653253272176,681,6,20,"[103.34860925748944, 34.115623131394386, 5.769250202924013, 4.72397768497467, 4.1644794680178165, 3.6378588043153286, 3.5962418280541897, 3.4503589123487473, 3.3444325737655163, 3.3126581981778145, 3.282847072929144, 3.2550034523010254, 3.260036826133728, 3.043944399803877, 2.9515849873423576, 2.907854225486517, 2.792869072407484, 2.75485697761178, 2.500350620597601, 2.420286986976862]"
(length (filter (curry le 0) (map_imgs pred_int input-list))),,CCE-NoAbs,0.00425,2.5975,43.82999999999999,SmartLabelNoUB,True,19.825027897953987,759.9521977975965,6776,115,23,"[107.1394715718925, 107.29453771188855, 60.7332971803844, 50.634304489940405, 49.06490956246853, 47.448744516819715, 46.682147182524204, 44.60916081815958, 43.38549057394266, 28.804103016853333, 20.184061098843813, 18.563405711203814, 18.60132471472025, 17.957309868186712, 17.770314622670412, 15.446415904909372, 14.62333831191063, 10.296078585088253, 9.269902974367142, 8.623077016323805, 7.688255973160267, 6.835822496563196, 6.636174038052559]"
(fold max 0 (filter (curry ge 5) (map_imgs pred_int input-list))),,CCE-NoAbs,0.00425,2.5975,43.82999999999999,SmartLabelNoUB,True,102.11963298544288,375.91907684877515,6437,29,5,"[106.10264603421092, 104.00365796685219, 101.68129707872868, 44.44677360355854, 16.19967630505562]"
(fold max 0 (filter (curry le (apply pred_int input-img)) (map_imgs pred_int input-list))),,CCE-NoAbs,0.00425,2.5975,43.829999999999984,SmartLabelNoUB,True,242.92840917035937,362.80015210434794,2731,8,26,"[110.7976854480803, 107.83329604193568, 51.425999000668526, 18.154671881347895, 7.573361646384001, 5.2588878981769085, 5.226931661367416, 5.225158307701349, 5.105349190533161, 4.290499642491341, 4.195103991776705, 4.094109136611223, 4.0460232980549335, 3.974728014320135, 3.7849609553813934, 3.6995058804750443, 3.7070244289934635, 3.4175302647054195, 3.3221840746700764, 3.2565520144999027, 1.715667761862278, 0.9210982397198677, 0.7080867849290371, 0.5807227082550526, 0.37594718858599663, 0.10846055671572685]"
(fold plus 0 (map (curry mult 6) (map_imgs pred_int input-list))),,CCE-NoAbs,0.00425,2.5974999999999997,43.829999999999984,SmartLabelNoUB,True,3.1208231039345264,36.19085202366114,42,19,2,"[23.059072986245155, 10.801548041403294]"
(fold plus 0 (filter (curry ge 2) (map_imgs pred_int input-list))),,CCE-NoAbs,0.00425,2.5974999999999997,43.829999999999984,SmartLabelNoUB,True,13.707382522523403,218.91789539903402,2050,17,2,"[107.24175170436502, 109.62232282012701]"
(length (filter (curry ge (apply pred_int input-img)) (map (curry plus 4) (map_imgs pred_int input-list)))),,CCE-NoAbs,0.00425,2.5974999999999997,43.829999999999984,SmartLabelNoUB,True,32.73864043131471,227.63046723604202,3906,1,5,"[102.35621558874846, 72.721843726933, 49.171421121805906, 2.167756199836731, 1.0872553884983063]"
(length (filter (curry ge (apply pred_int input-img)) (filter (curry le 7) (map_imgs pred_int input-list)))),,CCE-NoAbs,0.00425,2.5975,43.82999999999999,SmartLabelNoUB,True,138.207197599113,247.24813083931804,972,1,5,"[98.35487935692072, 99.63158082962036, 44.78615168854594, 2.9030063822865486, 1.4509590975940228]"
(length (filter (curry ge 1) (map_imgs pred_int input-list))),,CCE-NoAbs,0.00425,2.5975,43.82999999999999,SmartLabelNoUB,True,24.736797623336315,309.2115116789937,3232,94,5,"[101.01590012386441, 55.684592597186565, 48.13530024141073, 47.03491358458996, 46.88825912773609]"
(fold plus 0 (map (curry mult (apply pred_int input-img)) (map_imgs pred_int input-list))),,CCE-NoAbs,0.00425,2.5975,43.82999999999999,SmartLabelNoUB,True,66.20639331638813,15.677614998072386,16,7,2,"[9.499969903379679, 5.25722399353981]"
(fold max 0 (map (curry plus (apply pred_int input-img)) (map_imgs pred_int input-list))),,CCE-NoAbs,0.00425,2.5975,43.829999999999984,SmartLabelNoUB,True,65.65070587769151,515.6774657778442,451,40,14,"[117.92149986326694, 64.42311178147793, 42.665052715688944, 42.379924450069666, 42.09836405143142, 40.59960823878646, 28.159312181174755, 27.87264772132039, 24.222507022321224, 20.609209086745977, 15.967003718018532, 15.42627963423729, 15.031028635799885, 14.895447127521038]"
