GT Program,Benchmark Info,Semantics,Delta,Avg. Per Component Pred. Set Size,Avg. Per Input Pred. Set Size,Question Selector,Correct?,Initial Synthesis Time,Active Learning Time,Initial Program Space Size,Final Program Space Size,# Rounds,Time Per Round
(length (filter (curry ge (apply pred_int input-img)) (filter (curry le 7) (map_imgs pred_int input-list)))),,CCE-NoAbs,0.004,2.7274999999999996,53.97000000000001,SmartLabelNoUB,True,142.80346984788775,354.6472075805068,1953,1,4,"[130.16615429148078, 127.18776718899608, 95.82418784499168, 1.320914350450039]"
(length (filter (curry ge 1) (map_imgs pred_int input-list))),,CCE-NoAbs,0.004,2.7274999999999996,53.97000000000002,SmartLabelNoUB,True,24.607856173068285,452.0707652233541,3561,94,6,"[128.503730956465, 71.26068271324039, 61.741028264164925, 60.40333593264222, 58.904842503368855, 58.50425035879016]"
(fold plus 0 (map (curry mult (apply pred_int input-img)) (map_imgs pred_int input-list))),,CCE-NoAbs,0.004,2.727499999999999,53.97000000000002,SmartLabelNoUB,True,128.91555493697524,21.105998810380697,18,7,2,"[13.382532268762589, 6.5934437327086926]"
(fold max 0 (map (curry plus (apply pred_int input-img)) (map_imgs pred_int input-list))),,CCE-NoAbs,0.004,2.727499999999999,53.97000000000003,SmartLabelNoUB,True,114.36041946709156,798.3827822543681,644,40,16,"[149.3686009310186, 126.69809996709228, 78.21296060085297, 53.86491509526968, 53.58522242307663, 53.4742678552866, 51.57206700369716, 35.58945731446147, 35.124175764620304, 33.50434183329344, 27.99386226385832, 24.137687727808952, 18.50031939521432, 17.93311547487974, 17.54482978209853, 17.356667816638947]"
(length (filter (curry ge 4) (map_imgs pred_int input-list))),,CCE-NoAbs,0.004,2.727499999999999,53.97000000000003,SmartLabelNoUB,True,25.05995038151741,240.25396237522364,696,58,3,"[117.83349107950926, 79.33616640046239, 35.45015709474683]"
(fold max 0 (map (curry plus 5) (map_imgs pred_int input-list))),,CCE-NoAbs,0.004,2.727499999999999,53.97000000000003,SmartLabelNoUB,TIMEOUT,25.642923176288605,1500.0001405850053,1001,7,12,"[140.1632540114224, 143.3744416423142, 144.08598905056715, 134.4568339139223, 129.804827272892, 129.17176455259323, 125.23472514748573, 124.31017654761672, 115.95251569151878, 94.42489213123918, 83.91030997782946, 81.41598367318511]"
(length (filter (curry ge 9) (map_imgs pred_int input-list))),,CCE-NoAbs,0.004,2.727499999999999,53.970000000000034,SmartLabelNoUB,True,36.677358362823725,365.8894918188453,963,67,4,"[119.8872731551528, 115.8470245860517, 81.4109424315393, 40.26573463156819]"
(length (filter (curry ge 3) (map_imgs pred_int input-list))),,CCE-NoAbs,0.004,2.7274999999999987,53.970000000000034,SmartLabelNoUB,True,207.26599393785,231.7778516113758,380,60,3,"[126.41920941695571, 61.012925535440445, 36.36092272773385]"
(length (filter (curry le (apply pred_int input-img)) (map (curry plus 2) (map_imgs pred_int input-list)))),,CCE-NoAbs,0.004,2.7274999999999996,53.97000000000002,SmartLabelNoUB,True,17.705251075327396,255.6357265599072,2257,1,5,"[141.30279580503702, 97.25216336920857, 12.075871605426073, 3.4626721255481243, 1.3906723596155643]"
(length (filter (curry le (apply pred_int input-img)) (map (curry plus 1) (map_imgs pred_int input-list)))),,CCE-NoAbs,0.004,2.7274999999999996,53.97000000000002,SmartLabelNoUB,True,79.03236274421215,309.27967697009444,750,1,6,"[122.07155710086226, 114.12405701354146, 53.80313239246607, 13.168453987687826, 3.9569175839424133, 2.003949958831072]"
(fold plus 1 (map (curry max 8) (filter (curry ge 4) (map_imgs pred_int input-list)))),,CCE-NoAbs,0.004,2.727499999999999,53.97000000000002,SmartLabelNoUB,True,48.7587150670588,178.00490586459637,788,1,3,"[143.26328159868717, 32.61312906444073, 1.9811538755893707]"
(fold plus 0 (filter (curry le (apply pred_int input-img)) (map_imgs pred_int input-list))),,CCE-NoAbs,0.004,2.727499999999999,53.97000000000003,SmartLabelNoUB,True,113.41519736498594,275.03776191547513,2538,8,28,"[146.64948039874434, 23.435483023524284, 7.957176998257637, 6.4594538398087025, 6.412013787776232, 6.406554009765387, 6.3331521190702915, 5.630464918911457, 5.576751925051212, 5.478539478033781, 5.415960520505905, 5.200066477060318, 5.069596074521542, 5.047310374677181, 4.74835854023695, 4.641550965607166, 4.588313069194555, 4.57004027441144, 4.5613785944879055, 4.280222620815039, 2.0972334928810596, 1.1001252718269825, 0.8489680215716362, 0.7576456628739834, 0.7522085048258305, 0.5456738919019699, 0.36805225163698196, 0.10538603365421295]"
(fold mult 1 (map (curry max 1) (map_imgs pred_int input-list))),,CCE-NoAbs,0.004,2.727499999999999,53.97000000000003,SmartLabelNoUB,True,19.602966357022524,130.5196176841855,136,43,2,"[91.03955926001072, 33.068455278873444]"
(fold mult 1 (filter (curry ge 2 ) (filter (curry le 4) (map_imgs pred_int input-list)))),,CCE-NoAbs,0.004,2.727499999999999,53.97000000000003,SmartLabelNoUB,True,4.943929228931665,143.31276287138462,181,6,2,"[125.66857258975506, 16.765078078955412]"
(fold plus 0 (map (curry mult 3) (map_imgs pred_int input-list))),,CCE-NoAbs,0.004,2.727499999999999,53.970000000000034,SmartLabelNoUB,True,5.964696750044823,34.593889091163874,47,14,1,[32.48132701963186]
(length (filter (curry ge 1) (filter (curry le 9) (map_imgs pred_int input-list)))),,CCE-NoAbs,0.004,2.7274999999999996,53.970000000000034,SmartLabelNoUB,True,68.70742613822222,451.26416585221887,6644,94,5,"[131.36758956313133, 127.58004390820861, 61.75658317282796, 59.124533884227276, 58.632540330290794]"
(fold plus 0 (filter (curry ge 3) (map_imgs pred_int input-list))),,CCE-NoAbs,0.004,2.7274999999999996,53.97000000000002,SmartLabelNoUB,True,33.018699157983065,301.5406315140426,8440,21,3,"[136.61717266961932, 135.56301956251264, 26.229967579245567]"
(length (filter (curry ge 3) (map (curry plus 1) (map_imgs pred_int input-list)))),,CCE-NoAbs,0.004,2.7275,53.97000000000002,SmartLabelNoUB,True,173.7647291086614,357.0829080045223,1004,71,4,"[130.66037142276764, 122.59195536002517, 50.448647025972605, 43.85155937448144]"
(fold plus 0 (map (curry plus 2) (map (curry mult (apply pred_int input-img)) (map_imgs pred_int input-list)))),,CCE-NoAbs,0.004,2.7275,53.97000000000002,SmartLabelNoUB,True,11.24815921112895,18.06012139841914,15,7,2,"[11.01301558315754, 5.902832135558128]"
(fold max 0 (filter (curry le 9) (map_imgs pred_int input-list))),,CCE-NoAbs,0.004,2.7275000000000005,53.97000000000003,SmartLabelNoUB,True,3.581517193466425,1185.1286819502711,6887,131,9,"[135.6746681779623, 137.73611028119922, 138.65990879386663, 136.02589532732964, 130.19780192151666, 125.73622302338481, 124.18007093667984, 123.56045350432396, 116.3610576055944]"
(fold max 0 (filter (curry le (apply pred_int input-img)) (map (curry mult 5) (map_imgs pred_int input-list)))),,CCE-NoAbs,0.004,2.7275000000000005,53.97000000000003,SmartLabelNoUB,True,16.683791920542717,190.5824625045061,5460,1,5,"[132.58677239716053, 35.45405760407448, 11.181893855333328, 6.558763042092323, 4.634458906948566]"
