GT Program,Type,Benchmark Info,Semantics,Delta,Avg. Per Component Pred. Set Size,Avg. Per Input Pred. Set Size,Question Selector,Correct?,Initial Synthesis Time,Active Learning Time,Initial Program Space Size,Final Program Space Size,# Rounds,Time Per Round,Initial Examples
"Intersection[IsObject(Face), Complement(Smile)]",Edit,wedding,CCE,0.425,1.2737819025522000,26.425,SmartLabel,TRUE,7.772789865732190,16.140649426728500,348,8,2,"[12.76560752466321, 1.627651758491993]","[('wedding/our-wedding_7669152422_o Medium.jpeg', {'1583', '1584'}), ('wedding/our-wedding_7668635930_o Medium.jpeg', {'935', '937'}), ('wedding/our-wedding_7667888240_o Medium.jpeg', set()), ('wedding/our-wedding_7667858606_o Medium.jpeg', {'16'})]"
"Union[IsObject(Glasses), Intersection[Smile, EyesOpen]]",Search,wedding,CCE,0.425,1.2737819025522000,26.425,SmartLabel,TRUE,7.100157450884580,21.257946964353300,5004,2,3,"[10.551872856914997, 8.602737862616777, 1.671470008790493]","[('wedding/our-wedding_7669135388_o Medium.jpeg', {'1548', '1547'}), ('wedding/our-wedding_7669242588_o Medium.jpeg', {'1675'}), ('wedding/our-wedding_7668991988_o Medium.jpeg', {'1208', '1209', '1210'}), ('wedding/our-wedding_7667895274_o Medium.jpeg', {'139'}), ('wedding/our-wedding_7668639922_o Medium.jpeg', {'944', '945', '946', '947'})]"
"Map(Map(IsObject(Face), IsObject(Face), GetRight), IsObject(Face), GetRight)",Edit,wedding,CCE,0.425,1.2737819025522000,26.425000000000000,SmartLabel,TRUE,6.832989204674960,10.934368669986700,31,1,3,"[6.071891721338034, 1.709143005311489, 3.0213810205459595]","[('wedding/our-wedding_7668901928_o Medium.jpeg', {'1046'}), ('wedding/our-wedding_7669405174_o Medium.jpeg', {'2006'}), ('wedding/our-wedding_7669027244_o Medium.jpeg', set()), ('wedding/our-wedding_7669031674_o Medium.jpeg', set()), ('wedding/our-wedding_7667900216_o Medium.jpeg', set())]"
"Union[EyesOpen, Intersection[IsObject(Face), Complement(MouthOpen)]]",Edit,wedding,CCE,0.425,1.2737819025522000,26.425000000000000,SmartLabel,TRUE,12.910400960594400,83.80132969096300,20748,1,9,"[20.767519928514957, 10.255217675119638, 11.716137770563364, 11.95995794981718, 12.340923450887203, 10.24048600718379, 5.009219367057085, 0.8561075367033482, 0.47706523537635803]","[('wedding/our-wedding_7669386434_o Medium.jpeg', {'1977', '1976'}), ('wedding/our-wedding_7669009912_o Medium.jpeg', {'1255', '1254'}), ('wedding/our-wedding_7668981368_o Medium.jpeg', {'1180', '1183', '1182', '1184', '1185', '1181'}), ('wedding/our-wedding_7667855224_o Medium.jpeg', {'11'}), ('wedding/our-wedding_7668507896_o Medium.jpeg', {'777'}), ('wedding/our-wedding_7668991988_o Medium.jpeg', {'1209', '1210'}), ('wedding/our-wedding_7669146078_o Medium.jpeg', {'1567', '1568'}), ('wedding/our-wedding_7667858606_o Medium.jpeg', set()), ('wedding/our-wedding_7667886840_o Medium.jpeg', {'112', '113', '111'}), ('wedding/our-wedding_7667975724_o Medium.jpeg', {'275', '274', '273'}), ('wedding/our-wedding_7667888240_o Medium.jpeg', {'119'})]"
"Union[Smile, Map(Smile, IsObject(Face), GetRight)]",Edit,wedding,CCE,0.425,1.2737819025522000,26.425000000000000,SmartLabel,TRUE,11.787369266152400,12.422938726842400,53,1,3,"[10.884057279676199, 0.9331015609204769, 0.4461606405675411]","[('wedding/our-wedding_7667915946_o Medium.jpeg', {'198', '199'}), ('wedding/our-wedding_7668081866_o Medium.jpeg', {'516', '517', '518'}), ('wedding/our-wedding_7668587988_o Medium.jpeg', {'848', '850', '851'}), ('wedding/our-wedding_7667886840_o Medium.jpeg', {'112', '113', '111'}), ('wedding/our-wedding_7667897636_o Medium.jpeg', {'149'})]"
"Union[IsObject(Bride), Map(IsObject(Bride), IsObject(Face), GetLeft), Map(IsObject(Bride), IsObject(Face), GetRight)]",Edit,wedding,CCE,0.425,1.2737819025522000,26.425,SmartLabel,TRUE,7.076914343982940,10.225572470575600,53,1,2,"[8.094543501734734, 1.980535551905632]","[('wedding/our-wedding_7668083094_o Medium.jpeg', {'522', '528', '530'}), ('wedding/our-wedding_7669081966_o Medium.jpeg', {'1449', '1448'}), ('wedding/our-wedding_7669245932_o Medium.jpeg', set()), ('wedding/our-wedding_7669146078_o Medium.jpeg', {'1567', '1568', '1565'})]"
"Union[IsObject(Car), IsObject(Bicycle)]",Search,cars,CCE,0.425,1.2853461935109700,27.247990681421100,SmartLabel,TRUE,9.427940152585510,9.691319894045590,5783,1,2,"[9.20193124935031, 0.4658522345125675]","[('cars/014_2938008229_o.jpg', {'1', '2', '0'}), ('cars/smartbikes--farragut-square_2733925626_o.jpg', {'1098', '1102', '1097'}), ('cars/7277639906_2f455d0a66_c.jpg', {'276', '275', '274'}), ('cars/look-up-from-your-smartphone_6824473546_o.jpg', {'880', '876'})]"
"Map(Intersection[Smile, EyesOpen], IsObject(Car), GetIsContained)",Search,cars,CCE,0.425,1.2956255632521,27.97953795379540,SmartLabel,TRUE,5.530985340476040,17.279454559087800,1101,1,6,"[4.583766534924507, 4.7236675173044205, 3.9181792214512825, 3.0661833956837654, 0.5345710553228855, 0.3881407380104065]","[('cars/n02958343_1902.JPEG', {'997'}), ('cars/7283056644_e9ca3877d1_c.jpg', {'281'}), ('cars/bike-commuter-on-14th-st_6943659117_o.jpg', set()), ('cars/classic-car-rally-2008_2938842248_o.jpg', set()), ('cars/5421932595_68f7ab545d_c.jpg', set()), ('cars/7277639906_2f455d0a66_c.jpg', set()), ('cars/interesting-foldy-bike_5079464538_o.jpg', set()), ('cars/1957-chevrolet-bel-air_2938840328_o.jpg', set())]"
"Map(IsObject(Car), IsObject(Face), GetContains)",Edit,cars,CCE,0.425,1.304822894073110,28.63408025013030,SmartLabel,TRUE,6.495469316840170,18.298787653446200,2028,1,5,"[8.563117604702711, 4.973711039870977, 4.260187242180109, 0.3552585169672966, 0.12232526764273643]","[('cars/classic-car-rally-2008_2938842248_o.jpg', {'645'}), ('cars/n02958343_1902.JPEG', {'1004', '1003'}), ('cars/commuter-with-a-capital-bikeshare-bike_5739859831_o.jpg', set()), ('cars/7277639906_2f455d0a66_c.jpg', set()), ('cars/bikeshare-bike-and-others_6970590645_o.jpg', set()), ('cars/5421932595_68f7ab545d_c.jpg', {'258'}), ('cars/7283056644_e9ca3877d1_c.jpg', {'286', '285'})]"
Complement(IsObject(Car)),Search,cars,CCE,0.425,1.3131004918120200,29.223168316831700,SmartLabel,TRUE,18.719417184591300,65.81987683847550,4519,58,14,"[15.838595025241375, 4.605171862989664, 4.353530865162611, 4.525653589516878, 4.607724457979202, 4.405121847987175, 4.201471243053675, 4.78423285856843, 3.9668943136930466, 3.0403389930725098, 2.868043564260006, 2.740122679620981, 2.7730672992765903, 2.75825821980834]","[('cars/n02958343_1902.JPEG', {'1000', '1004', '1001', '1002', '998', '1003', '999'}), ('cars/smartbikes--farragut-square_2733925626_o.jpg', {'1099', '1098', '1097', '1100'}), ('cars/look-up-from-your-smartphone_6824473546_o.jpg', {'870', '883', '876', '877', '869', '874', '879', '873', '867', '881', '871', '882', '868', '875'}), ('cars/014_2938008229_o.jpg', {'4', '6', '3'}), ('cars/44929498572_0b602cb182_c.jpg', {'249', '241', '250', '248', '240'}), ('cars/laughter_5740404248_o.jpg', {'840', '845', '846', '847', '838', '852', '849', '842', '848', '839', '841', '853', '843', '855', '844', '851'}), ('cars/biking-at-hains-point_3994789631_o.jpg', {'510', '509', '513', '515', '511', '514', '517', '507', '508', '516', '512'}), ('cars/5421932595_68f7ab545d_c.jpg', {'258', '255', '256', '257', '254', '253', '252'}), ('cars/mount-vernon-trail-bike-commuter_6970591747_o.jpg', {'920', '921', '916', '917', '919', '918'})]"
"Complement(Union[IsObject(Car), IsObject(Bicycle)])",Edit,cars,CCE,0.425,1.3205897469091200,29.75615275813300,SmartLabel,TRUE,3.5525638572871700,0.32196857035160100,4,1,1,[0.29027317836880684],"[('cars/bike-with-convenient-wine-holder_5747868888_o.jpg', {'399', '398'}), ('cars/1972-porsche-spyder-718-rsk-replica_2937995287_o.jpg', {'91'}), ('cars/1957-chevrolet-bel-air_2938840328_o.jpg', {'68', '71', '72', '69', '70'})]"
"Map(IsObject(Car), Union[IsObject(Person), IsObject(Bicycle)], GetContains)",Edit,cars,CCE,0.425,1.327398160633770,30.240684068406800,SmartLabel,TRUE,4.998965073376890,0.04749308526515960,1,1,0,[],"[('cars/1957-chevrolet-bel-air_2938840328_o.jpg', {'69', '71'}), ('cars/5421932595_68f7ab545d_c.jpg', {'253'})]"
"Intersection[EyesOpen, Complement(Map(IsObject(Car), EyesOpen, GetContains))]",Search,cars,CCE,0.425,1.333614538382350,30.68308222126560,SmartLabel,TRUE,4.903893571347000,14.637199886143200,1335,3,4,"[6.206003721803427, 5.2659035846591, 2.6814718320965767, 0.26854734122753143]","[('cars/leggy-biker_6262285232_o.jpg', {'861'}), ('cars/1957-chevrolet-bel-air_2938840328_o.jpg', {'72'}), ('cars/bob-at-the-tidal-basin_3006015262_o.jpg', {'604'}), ('cars/n02834778_1724.JPEG', {'974', '975'}), ('cars/5421932595_68f7ab545d_c.jpg', set()), ('cars/interesting-foldy-bike_5079464538_o.jpg', set())]"
"Map(IsObject(Person), IsObject(Car), GetIsContained)",Search,cars,CCE,0.425,1.3393128846518900,31.088613861386100,SmartLabel,TRUE,5.91746086999774,10.146310050040500,87,1,4,"[3.264412309974432, 3.2465387396514416, 3.3166772462427616, 0.27899421378970146]","[('cars/classic-car-rally-2008_2938842248_o.jpg', {'637'}), ('cars/1957-chevrolet-bel-air_2938840328_o.jpg', {'64'}), ('cars/tr3a-and-her-owner-off-to-have-a-good-time_2935777789_o.jpg', set()), ('cars/5421932595_68f7ab545d_c.jpg', {'251'}), ('cars/msa-classic-car-rally-2009_3942380148_o.jpg', set()), ('cars/014_2938008229_o.jpg', {'0'})]"
"Map(Map(IsObject(Helmet), IsObject(Person), GetBelow), IsObject(Bicycle), GetBelow)",Edit,cars,CCE,0.425,1.344555363219870,31.46170297029700,SmartLabel,TRUE,4.722963843494650,31.49635987356310,1018,2,16,"[7.294919315725565, 3.045980926603079, 2.601883951574564, 1.800374947488308, 1.9260668009519577, 1.243845570832491, 1.3253243714571, 1.735625747591257, 1.2422401942312717, 1.0595097690820694, 1.1566291078925133, 1.3353661745786667, 1.279249556362629, 0.9777687191963196, 1.717539492994547, 1.71785968542099]","[('cars/friends_1458870589_o.jpg', {'760'}), ('cars/biker-in-blue_1458867877_o.jpg', {'400'}), ('cars/9127573526_1e2be02f74_c.jpg', {'313'}), ('cars/biking-along-the-potomac_3981716063_o.jpg', {'505'}), ('cars/biking-at-hains-point_3994789631_o.jpg', set()), ('cars/look-up-from-your-smartphone_6824473546_o.jpg', set()), ('cars/bike-dc_3906452651_o.jpg', {'338'}), ('cars/bikes_3938109841_o.jpg', {'468', '469'}), ('cars/biking-away_4672030207_o.jpg', set()), ('cars/bob-and-my-breezer-zig7-folding-bike_3005179513_o.jpg', set()), ('cars/colorful-bike_5834774314_o.jpg', set())]"
"Intersection[IsObject(Bicycle), Complement(Map(IsObject(Person), IsObject(Bicycle), GetBelow))]",Search,cars,CCE,0.425,1.349394574205690,31.806092916984000,SmartLabel,TRUE,8.917944859713320,18.915546227246500,979,1,4,"[5.158766616135836, 7.468798112124205, 3.0542165525257587, 3.1782821230590343]","[('cars/smartbikes--farragut-square_2733925626_o.jpg', {'1098', '1097'}), ('cars/foldy-bike-at-aqueduct_4730059859_o.jpg', {'728'}), ('cars/9127573526_1e2be02f74_c.jpg', set()), ('cars/bike-commuter-on-14th-st_6943659117_o.jpg', set()), ('cars/foldy-bike_4078193508_o.jpg', {'737'}), ('cars/biking-at-hains-point_3994789631_o.jpg', {'508'})]"
"Intersection[IsObject(Bicycle), Complement(Map(EyesOpen, IsObject(Bicycle), GetBelow))]",Search,cars,CCE,0.425,1.3538753251184900,32.12497249724970,SmartLabel,TRUE,5.7546403259038900,14.162270490080100,970,1,2,"[7.64387359470129, 6.454000499099493]","[('cars/biking-away_4672030207_o.jpg', {'525'}), ('cars/bike-commuter-on-14th-st_6943659117_o.jpg', {'335'}), ('cars/foldy-bike_4078193508_o.jpg', {'737'}), ('cars/bike-carousel-at-car-free-dc_3945578551_o.jpg', {'323', '324', '325'})]"
"Union[IsObject(Bicycle), IsObject(Car), IsObject(Person)]",Search,cars,CCE,0.425,1.358036022394660,32.421074964639300,SmartLabel,TRUE,3.902142085134980,0.03373618423938750,1,1,0,[],"[('cars/colorful-bike_5834774314_o.jpg', {'648'}), ('cars/biker-in-blue_1458867877_o.jpg', {'400', '401'})]"
"Map(IsObject(Bicycle), Union[Smile, EyesOpen], GetAbove)",Edit,cars,CCE,0.425,1.361909775031100,32.69675657220900,SmartLabel,TRUE,5.612226381897930,130.37096852436700,1901,33,23,"[7.293589014559984, 7.2450199872255325, 3.1281440667808056, 3.8202343322336674, 2.7888268902897835, 2.779814440757036, 2.850593961775303, 2.874500412493944, 2.790851768106222, 2.7977789156138897, 3.784714512526989, 5.262938641011715, 6.596028748899698, 6.820846863090992, 7.222775176167488, 8.517242841422558, 1.9594275541603565, 10.386121060699224, 9.99851943925023, 9.844904519617558, 9.790941510349512, 9.748095508664846, 0.9408799819648266]","[('cars/biker-on-rock-creek-trail_6277965864_o.jpg', {'434'}), ('cars/bill-line-national-parks-spokesperson-on-a-bike_6189270083_o.jpg', {'558'}), ('cars/vince-gray-receives-award-for-dc_5740411644_o.jpg', set()), ('cars/bikeshare-bike-and-others_6970590645_o.jpg', {'495', '496'}), ('cars/1957-chevrolet-bel-air_2938840328_o.jpg', set()), ('cars/bikes-on-beach-drive_3897608182_o.jpg', {'464'}), ('cars/44929498572_0b602cb182_c.jpg', {'250'}), ('cars/commuter-with-a-capital-bikeshare-bike_5739859831_o.jpg', {'656'}), ('cars/5421932595_68f7ab545d_c.jpg', set()), ('cars/7277639906_2f455d0a66_c.jpg', set()), ('cars/bike-dc_3906452651_o.jpg', {'347'}), ('cars/biker-in-blue_1496965137_o.jpg', {'413'}), ('cars/bikes_3938109841_o.jpg', {'476', '477'}), ('cars/biking-in-georgetown_3990959345_o.jpg', {'530'}), ('cars/classic-car-rally-2008_2938842248_o.jpg', set())]"
"Intersection[IsObject(Face), Complement(Map(IsObject(Bicycle), IsObject(Face), GetAbove))]",Search,cars,CCE,0.425,1.3655252774917700,32.9540594059406,SmartLabel,TRUE,5.509298477321860,19.578255776315900,1975,1,3,"[7.957922764122486, 5.149492997676134, 6.420726854354143]","[('cars/foldy-bikes_3981720975_o.jpg', {'744', '743'}), ('cars/pose_5739852401_o.jpg', {'1053'}), ('cars/commuter-with-a-capital-bikeshare-bike_5739859831_o.jpg', set()), ('cars/7277639906_2f455d0a66_c.jpg', {'280'}), ('cars/bikes_3938109841_o.jpg', {'478'})]"
"Union[IsObject(Cat), IsObject(Face)]",Edit,cats,CCE,0.425,1.380497438262370,31.98729341624870,SmartLabel,TRUE,4.734330408275130,12.405381999909900,12912,1,4,"[7.335054498165846, 2.6095567904412746, 2.313819419592619, 0.1385062076151371]","[('cats/n02870880_9461.JPEG', {'636'}), ('cats/n02121808_2581.JPEG', {'319'}), ('cats/n02121808_246.JPEG', {'302', '301'}), ('cats/n02121808_111.JPEG', {'28', '26'}), ('cats/n02121808_11141.JPEG', set()), ('cats/n02121808_12520.JPEG', {'51'})]"
"Union[IsObject(Cat), EyesOpen]",Search,cats,CCE,0.425,1.3945338389848000,31.08095030091240,SmartLabel,TRUE,4.397608496248720,22.748629048466700,12912,56,7,"[7.110036443918943, 2.5813209004700184, 2.4157871790230274, 2.3049445264041424, 2.2919511757791042, 2.4720852598547935, 2.306444074958563]","[('cats/n02121808_2112.JPEG', {'251'}), ('cats/n02121808_2581.JPEG', {'319'}), ('cats/n02121808_246.JPEG', {'302', '301'}), ('cats/n02121808_111.JPEG', {'26'}), ('cats/n02121808_4140.JPEG', {'427'}), ('cats/n02121808_14813.JPEG', {'102', '103'}), ('cats/n02121808_10623.JPEG', {'15'}), ('cats/n02121808_18978.JPEG', {'210', '208'})]"
"Intersection[IsObject(Cat), Complement(Map(IsObject(Cat), IsObject(Cat), GetBelow))]",Search,cats,CCE,0.425,1.407719548754360,30.22953707135420,SmartLabel,TRUE,4.425639186054470,25.322564125061000,12912,1,8,"[7.238416615873575, 3.415860839188099, 3.3881322853267193, 3.6071715652942657, 3.5783024691045284, 3.8621391467750072, 0.11095989495515823, 0.10483529791235924]","[('cats/n02121808_3442.JPEG', {'374'}), ('cats/n02121808_2623.JPEG', {'326'}), ('cats/n02121808_246.JPEG', set()), ('cats/n02121808_14813.JPEG', {'102'}), ('cats/n02121808_10623.JPEG', {'15'}), ('cats/n02121808_111.JPEG', {'26'}), ('cats/cats.jpg', {'1'}), ('cats/n02121808_14.JPEG', {'85'})]"
"Intersection[Map(IsObject(Cat), IsObject(Cat), GetRight), Map(IsObject(Cat), IsObject(Cat), GetLeft)]",Edit,cats,CCE,0.425,1.4201296285374800,29.428206972946400,SmartLabel,TRUE,8.972041424363850,21.35753182694320,13198,1,5,"[10.396808221936226, 3.495808992534876, 2.5353984385728836, 2.466559860855341, 2.4404884427785873]","[('cats/n02121808_52.JPEG', {'515', '516'}), ('cats/n02121808_16252.JPEG', {'138', '136'}), ('cats/n02121808_14813.JPEG', set()), ('cats/n02121808_10331.JPEG', set()), ('cats/n02121808_11141.JPEG', set())]"
