GT Program,Benchmark Info,Semantics,Delta,Avg. Per Component Pred. Set Size,Avg. Per Input Pred. Set Size,Question Selector,Correct?,Initial Synthesis Time,Active Learning Time,Initial Program Space Size,Final Program Space Size,# Rounds,Time Per Round,Initial Examples
"Intersection[IsObject(Face), Complement(Smile)]",wedding,CCE,0.4,1.283062645011601,28.203125,SmartLabel,True,8.263733685016632,18.06462625786662,348,8,2,"[14.221820395439863, 1.848389957100153]","[('wedding/our-wedding_7669152422_o Medium.jpeg', {'1566', '1565'}), ('wedding/our-wedding_7668635930_o Medium.jpeg', {'937', '935'}), ('wedding/our-wedding_7667888240_o Medium.jpeg', set()), ('wedding/our-wedding_7667858606_o Medium.jpeg', {'16'})]"
"Union[IsObject(Glasses), Intersection[Smile, EyesOpen]]",wedding,CCE,0.4,1.283062645011601,28.203125,SmartLabel,True,7.411699302494526,23.586611110717058,5004,2,3,"[11.609044577926397, 9.645035076886415, 1.8487587422132492]","[('wedding/our-wedding_7669135388_o Medium.jpeg', {'1530', '1529'}), ('wedding/our-wedding_7669242588_o Medium.jpeg', {'1657'}), ('wedding/our-wedding_7668991988_o Medium.jpeg', {'1208', '1209', '1210'}), ('wedding/our-wedding_7667895274_o Medium.jpeg', {'139'}), ('wedding/our-wedding_7668639922_o Medium.jpeg', {'944', '947', '945', '946'})]"
"Map(Map(IsObject(Face), IsObject(Face), GetRight), IsObject(Face), GetRight)",wedding,CCE,0.4,1.283062645011601,28.203125,SmartLabel,True,7.022582981735468,9.420264530926943,31,1,3,"[6.6663922145962715, 1.908970434218645, 0.6830180659890175]","[('wedding/our-wedding_7668901928_o Medium.jpeg', {'1046'}), ('wedding/our-wedding_7669405174_o Medium.jpeg', {'1988'}), ('wedding/our-wedding_7669027244_o Medium.jpeg', set()), ('wedding/our-wedding_7669031674_o Medium.jpeg', set()), ('wedding/our-wedding_7667900216_o Medium.jpeg', set())]"
"Union[EyesOpen, Intersection[IsObject(Face), Complement(MouthOpen)]]",wedding,CCE,0.4,1.283062645011601,28.203125,SmartLabel,True,13.439485598355532,92.9529144205153,20748,1,9,"[22.112282179296017, 11.107587572187185, 12.111914791166782, 14.23243860155344, 14.512071810662746, 11.244329307228327, 5.984464708715677, 0.9377632550895214, 0.5107281841337681]","[('wedding/our-wedding_7669386434_o Medium.jpeg', {'1959', '1958'}), ('wedding/our-wedding_7669009912_o Medium.jpeg', {'1254', '1255'}), ('wedding/our-wedding_7668981368_o Medium.jpeg', {'1182', '1185', '1181', '1184', '1180', '1183'}), ('wedding/our-wedding_7667855224_o Medium.jpeg', {'11'}), ('wedding/our-wedding_7668507896_o Medium.jpeg', {'777'}), ('wedding/our-wedding_7668991988_o Medium.jpeg', {'1209', '1210'}), ('wedding/our-wedding_7669146078_o Medium.jpeg', {'1550', '1549'}), ('wedding/our-wedding_7667858606_o Medium.jpeg', set()), ('wedding/our-wedding_7667886840_o Medium.jpeg', {'113', '111', '112'}), ('wedding/our-wedding_7667883538_o Medium.jpeg', {'97', '98'}), ('wedding/our-wedding_7667975724_o Medium.jpeg', {'274', '273', '275'})]"
"Union[Smile, Map(Smile, IsObject(Face), GetRight)]",wedding,CCE,0.4,1.283062645011601,28.203125,SmartLabel,True,12.457202468067408,13.337317891418934,53,1,3,"[11.612340956926346, 1.0339995995163918, 0.5055520348250866]","[('wedding/our-wedding_7667915946_o Medium.jpeg', {'198', '199'}), ('wedding/our-wedding_7668081866_o Medium.jpeg', {'518', '517', '516'}), ('wedding/our-wedding_7668587988_o Medium.jpeg', {'850', '851', '848'}), ('wedding/our-wedding_7667886840_o Medium.jpeg', {'113', '111', '112'}), ('wedding/our-wedding_7667897636_o Medium.jpeg', {'149'})]"
"Union[IsObject(Bride), Map(IsObject(Bride), IsObject(Face), GetLeft), Map(IsObject(Bride), IsObject(Face), GetRight)]",wedding,CCE,0.4,1.283062645011601,28.203125,SmartLabel,True,7.334690384566784,11.541892372071743,53,1,2,"[9.028837073594332, 2.3334055356681347]","[('wedding/our-wedding_7668083094_o Medium.jpeg', {'530', '528', '522'}), ('wedding/our-wedding_7669081966_o Medium.jpeg', {'1448', '1449'}), ('wedding/our-wedding_7669245932_o Medium.jpeg', set()), ('wedding/our-wedding_7669146078_o Medium.jpeg', {'1547', '1550', '1549'})]"
"Union[IsObject(Car), IsObject(Bicycle)]",cars,CCE,0.4,1.2948290651544252,29.134100174723354,SmartLabel,True,9.9882443100214,10.602326907217503,5783,1,2,"[10.05362494662404, 0.5203923992812634]","[('cars/014_2938008229_o.jpg', {'0', '2', '1'}), ('cars/smartbikes--farragut-square_2733925626_o.jpg', {'1097', '1102', '1098'}), ('cars/7277639906_2f455d0a66_c.jpg', {'274', '276', '275'}), ('cars/look-up-from-your-smartphone_6824473546_o.jpg', {'880', '876'})]"
"Map(Intersection[Smile, EyesOpen], IsObject(Car), GetIsContained)",cars,CCE,0.4,1.30528810528138,29.961633663366335,SmartLabel,True,5.815054513514042,20.38072396069765,1101,1,6,"[5.984372086822987, 5.294347360730171, 4.422172486782074, 3.4509955011308193, 0.6685573682188988, 0.48525245860219]","[('cars/n02958343_1902.JPEG', {'997'}), ('cars/7283056644_e9ca3877d1_c.jpg', {'281'}), ('cars/bike-commuter-on-14th-st_6943659117_o.jpg', set()), ('cars/classic-car-rally-2008_2938842248_o.jpg', set()), ('cars/5421932595_68f7ab545d_c.jpg', set()), ('cars/7277639906_2f455d0a66_c.jpg', set()), ('cars/interesting-foldy-bike_5079464538_o.jpg', set()), ('cars/1957-chevrolet-bel-air_2938840328_o.jpg', set())]"
"Map(IsObject(Car), IsObject(Face), GetContains)",cars,CCE,0.4,1.3146461938160237,30.702058363731112,SmartLabel,True,6.952876642346382,23.61142834275961,2093,1,5,"[11.186348520219326, 6.39217946305871, 5.354109212756157, 0.4934065081179142, 0.15653594583272934]","[('cars/classic-car-rally-2008_2938842248_o.jpg', {'645'}), ('cars/n02958343_1902.JPEG', {'1004', '1003'}), ('cars/commuter-with-a-capital-bikeshare-bike_5739859831_o.jpg', set()), ('cars/7277639906_2f455d0a66_c.jpg', set()), ('cars/bikeshare-bike-and-others_6970590645_o.jpg', set()), ('cars/5421932595_68f7ab545d_c.jpg', {'259'}), ('cars/7283056644_e9ca3877d1_c.jpg', {'286', '285'})]"
Complement(IsObject(Car)),cars,CCE,0.4,1.3230684734972031,31.36844059405941,SmartLabel,True,23.95248866453767,124.02355162799358,4882,58,14,"[32.874696888029575, 29.96016225591302, 6.003218553960323, 6.309527356177568, 7.112033650279045, 7.054969251155853, 6.857744757086039, 6.213829148560762, 4.628506097942591, 3.5735325179994106, 3.3544327169656754, 3.215124886482954, 3.258284442126751, 3.2276503033936024]","[('cars/n02958343_1902.JPEG', {'998', '999', '1000', '1003', '1001', '1002', '1004'}), ('cars/smartbikes--farragut-square_2733925626_o.jpg', {'1099', '1097', '1098', '1100'}), ('cars/bikeshare-bike-and-others_6970590645_o.jpg', {'482', '485', '494', '492', '487', '480', '488', '479', '495', '481', '489', '491', '496', '490', '486', '483', '484'}), ('cars/look-up-from-your-smartphone_6824473546_o.jpg', {'882', '868', '870', '869', '874', '879', '867', '873', '883', '871', '876', '881', '875', '877'}), ('cars/014_2938008229_o.jpg', {'3', '6', '4'}), ('cars/laughter_5740404248_o.jpg', {'840', '845', '851', '853', '839', '846', '852', '848', '843', '844', '838', '847', '855', '841', '842', '849'}), ('cars/biking-at-hains-point_3994789631_o.jpg', {'509', '512', '515', '514', '507', '516', '510', '513', '517', '511', '508'}), ('cars/5421932595_68f7ab545d_c.jpg', {'259', '255', '256', '257', '253', '252', '254'}), ('cars/mount-vernon-trail-bike-commuter_6970591747_o.jpg', {'918', '921', '917', '919', '916', '920'})]"
"Complement(Union[IsObject(Car), IsObject(Bicycle)])",cars,CCE,0.4,1.3306886313039845,31.971357850070728,SmartLabel,True,3.7042731419205666,0.3674303777515888,4,1,1,[0.32859858870506287],"[('cars/bike-with-convenient-wine-holder_5747868888_o.jpg', {'399', '398'}), ('cars/1972-porsche-spyder-718-rsk-replica_2937995287_o.jpg', {'91'}), ('cars/1957-chevrolet-bel-air_2938840328_o.jpg', {'69', '72', '71', '68', '70'})]"
"Map(IsObject(Car), Union[IsObject(Person), IsObject(Bicycle)], GetContains)",cars,CCE,0.4,1.3376160474919676,32.51946444644465,SmartLabel,True,5.18619717285037,0.057675644755363464,1,1,0,[],"[('cars/1957-chevrolet-bel-air_2938840328_o.jpg', {'71', '69'}), ('cars/5421932595_68f7ab545d_c.jpg', {'253'})]"
"Intersection[EyesOpen, Complement(Map(IsObject(Car), EyesOpen, GetContains))]",cars,CCE,0.4,1.3439410796636044,33.01990959965563,SmartLabel,True,5.0893381759524345,16.838832817971706,1335,3,4,"[7.235897496342659, 5.91388176381588, 3.1138403862714767, 0.3205413967370987]","[('cars/leggy-biker_6262285232_o.jpg', {'861'}), ('cars/1957-chevrolet-bel-air_2938840328_o.jpg', {'72'}), ('cars/bob-at-the-tidal-basin_3006015262_o.jpg', {'604'}), ('cars/n02834778_1724.JPEG', {'974', '975'}), ('cars/5421932595_68f7ab545d_c.jpg', set()), ('cars/interesting-foldy-bike_5079464538_o.jpg', set())]"
"Map(IsObject(Person), IsObject(Car), GetIsContained)",cars,CCE,0.4,1.3497390258209385,33.478650990099005,SmartLabel,True,6.127351611852646,6.721942014992237,87,1,3,"[3.9067340418696404, 1.9315738081932068, 0.8354557156562805]","[('cars/classic-car-rally-2008_2938842248_o.jpg', {'637'}), ('cars/1957-chevrolet-bel-air_2938840328_o.jpg', {'64'}), ('cars/7277639906_2f455d0a66_c.jpg', set()), ('cars/msa-classic-car-rally-2009_3942380148_o.jpg', set()), ('cars/tr3a-and-her-owner-off-to-have-a-good-time_2935777789_o.jpg', set())]"
"Map(Map(IsObject(Helmet), IsObject(Person), GetBelow), IsObject(Bicycle), GetBelow)",cars,CCE,0.4,1.3550731362856854,33.90069306930693,SmartLabel,True,4.888351991772652,35.16965713351965,1018,2,16,"[7.998328812420368, 3.7721911184489727, 3.0863939598202705, 2.057841829955578, 2.097726956009865, 1.3206939175724983, 1.4055328778922558, 1.8601971976459026, 1.3156209960579872, 1.1146873198449612, 1.2249266989529133, 1.438203688710928, 1.3737498559057713, 1.1443848013877869, 1.955283273011446, 1.9582215659320354]","[('cars/friends_1458870589_o.jpg', {'760'}), ('cars/biker-in-blue_1458867877_o.jpg', {'400'}), ('cars/9127573526_1e2be02f74_c.jpg', {'313'}), ('cars/biking-along-the-potomac_3981716063_o.jpg', {'505'}), ('cars/biking-at-hains-point_3994789631_o.jpg', set()), ('cars/look-up-from-your-smartphone_6824473546_o.jpg', set()), ('cars/bike-dc_3906452651_o.jpg', {'338'}), ('cars/bikes_3938109841_o.jpg', {'468', '469'}), ('cars/biking-away_4672030207_o.jpg', set()), ('cars/bob-and-my-breezer-zig7-folding-bike_3005179513_o.jpg', set()), ('cars/colorful-bike_5834774314_o.jpg', set())]"
"Intersection[IsObject(Bicycle), Complement(Map(IsObject(Person), IsObject(Bicycle), GetBelow))]",cars,CCE,0.4,1.3599969305608364,34.29027037319117,SmartLabel,True,9.607015296816826,21.452667966485023,979,1,4,"[5.673205699771643, 8.426376521587372, 3.6632592156529427, 3.625303141772747]","[('cars/smartbikes--farragut-square_2733925626_o.jpg', {'1097', '1098'}), ('cars/foldy-bike-at-aqueduct_4730059859_o.jpg', {'728'}), ('cars/9127573526_1e2be02f74_c.jpg', set()), ('cars/bike-commuter-on-14th-st_6943659117_o.jpg', set()), ('cars/foldy-bike_4078193508_o.jpg', {'737'}), ('cars/biking-at-hains-point_3994789631_o.jpg', {'508'})]"
"Intersection[IsObject(Bicycle), Complement(Map(EyesOpen, IsObject(Bicycle), GetBelow))]",cars,CCE,0.4,1.3645559993341243,34.6509900990099,SmartLabel,True,5.962444558739662,17.484773356467485,970,1,2,"[8.530525114387274, 8.879374004900455]","[('cars/biking-away_4672030207_o.jpg', {'525'}), ('cars/bike-commuter-on-14th-st_6943659117_o.jpg', {'335'}), ('cars/foldy-bike_4078193508_o.jpg', {'737'}), ('cars/bike-carousel-at-car-free-dc_3945578551_o.jpg', {'324', '325', '323'})]"
"Union[IsObject(Bicycle), IsObject(Car), IsObject(Person)]",cars,CCE,0.4,1.3687894203378919,34.9859441301273,SmartLabel,True,4.076771952211857,0.04016466438770294,1,1,0,[],"[('cars/colorful-bike_5834774314_o.jpg', {'648'}), ('cars/biker-in-blue_1458867877_o.jpg', {'400', '401'})]"
"Map(IsObject(Bicycle), Union[Smile, EyesOpen], GetAbove)",cars,CCE,0.4,1.372730881272434,35.297797883236605,SmartLabel,True,5.808916062116623,155.84519556164742,1902,33,23,"[8.707016799598932, 8.73510542884469, 3.549068823456764, 4.180505696684122, 3.180029295384884, 3.08622644841671, 3.186976235359907, 3.2613032087683678, 3.148727670311928, 3.1507235765457153, 4.4370428547263145, 6.079074505716562, 7.482518009841442, 7.6963345147669315, 8.131069019436836, 9.515712853521109, 2.2317592725157738, 13.173527624458075, 12.767670430243015, 12.615640498697758, 12.548567332327366, 12.496357720345259, 1.0977592132985592]","[('cars/biker-on-rock-creek-trail_6277965864_o.jpg', {'434'}), ('cars/bill-line-national-parks-spokesperson-on-a-bike_6189270083_o.jpg', {'558'}), ('cars/vince-gray-receives-award-for-dc_5740411644_o.jpg', set()), ('cars/bikeshare-bike-and-others_6970590645_o.jpg', {'495', '496'}), ('cars/1957-chevrolet-bel-air_2938840328_o.jpg', set()), ('cars/bikes-on-beach-drive_3897608182_o.jpg', {'464'}), ('cars/44929498572_0b602cb182_c.jpg', {'250'}), ('cars/commuter-with-a-capital-bikeshare-bike_5739859831_o.jpg', {'656'}), ('cars/5421932595_68f7ab545d_c.jpg', set()), ('cars/7277639906_2f455d0a66_c.jpg', set()), ('cars/bike-dc_3906452651_o.jpg', {'347'}), ('cars/biker-in-blue_1496965137_o.jpg', {'413'}), ('cars/bikes_3938109841_o.jpg', {'477', '476'}), ('cars/biking-in-georgetown_3990959345_o.jpg', {'530'}), ('cars/classic-car-rally-2008_2938842248_o.jpg', set())]"
"Intersection[IsObject(Face), Complement(Map(IsObject(Bicycle), IsObject(Face), GetAbove))]",cars,CCE,0.4,1.3764095781446732,35.588861386138625,SmartLabel,True,6.967871364206076,6.880858521908522,6868,1,2,"[6.510110210627317, 0.3066174015402794]","[('cars/foldy-bikes_3981720975_o.jpg', {'744', '743'}), ('cars/pose_5739852401_o.jpg', {'1053'}), ('cars/biker-in-blue_1496965137_o.jpg', set()), ('cars/1957-chevrolet-bel-air_2938840328_o.jpg', {'72'})]"
"Union[IsObject(Cat), IsObject(Face)]",cats,CCE,0.4,1.3913224845728887,34.53798729967874,SmartLabel,True,5.048235401511192,19.231167543679476,12912,1,6,"[8.069473806768656, 2.9300768859684467, 2.8064333871006966, 2.5700716450810432, 2.5412909649312496, 0.30471542850136757]","[('cats/n02870880_9461.JPEG', {'636'}), ('cats/n02121808_2581.JPEG', {'319'}), ('cats/n02121808_246.JPEG', {'302', '301'}), ('cats/n02121808_111.JPEG', {'28', '26'}), ('cats/n02121808_12520.JPEG', {'51'}), ('cats/n02121808_4140.JPEG', {'427'}), ('cats/n02121808_14813.JPEG', {'104', '102', '103'}), ('cats/n02121808_28174.JPEG', {'350'})]"
"Union[IsObject(Cat), EyesOpen]",cats,CCE,0.4,1.405303334349341,33.5527928436226,SmartLabel,True,4.642158128321171,25.16976098716259,12912,56,7,"[7.777215376496315, 2.87205158919096, 2.7469807378947735, 2.5639091543853283, 2.5308082811534405, 2.7275525853037834, 2.559455119073391]","[('cats/n02121808_2112.JPEG', {'251'}), ('cats/n02121808_2581.JPEG', {'319'}), ('cats/n02121808_246.JPEG', {'302', '301'}), ('cats/n02121808_111.JPEG', {'26'}), ('cats/n02121808_4140.JPEG', {'427'}), ('cats/n02121808_14813.JPEG', {'102', '103'}), ('cats/n02121808_10623.JPEG', {'15'}), ('cats/n02121808_18978.JPEG', {'208', '210'})]"
"Intersection[IsObject(Cat), Complement(Map(IsObject(Cat), IsObject(Cat), GetBelow))]",cats,CCE,0.4,1.4184368598969173,32.627307142478955,SmartLabel,True,4.6525523737072945,32.83876655623317,12912,1,8,"[7.942191511392593, 3.7661391869187355, 3.746986135840416, 3.9795593433082104, 4.049569126218557, 4.10122711956501, 4.8393455892801285, 0.3956569768488407]","[('cats/n02121808_3442.JPEG', {'374'}), ('cats/n02121808_2623.JPEG', {'326'}), ('cats/n02121808_246.JPEG', set()), ('cats/n02121808_14813.JPEG', {'102'}), ('cats/n02121808_10623.JPEG', {'15'}), ('cats/n02121808_111.JPEG', {'26'}), ('cats/n02121808_11141.JPEG', set()), ('cats/n02121808_17449.JPEG', {'170'}), ('cats/cats.jpg', {'1'})]"
"Intersection[Map(IsObject(Cat), IsObject(Cat), GetRight), Map(IsObject(Cat), IsObject(Cat), GetLeft)]",cats,CCE,0.4,1.4307978251181652,31.7562617766967,SmartLabel,True,9.603303655982018,23.53439597785473,13198,1,5,"[11.387057203799486, 3.8482869043946266, 2.8182079531252384, 2.740104179829359, 2.716078594326973]","[('cats/n02121808_52.JPEG', {'515', '516'}), ('cats/n02121808_16252.JPEG', {'138', '136'}), ('cats/n02121808_14813.JPEG', set()), ('cats/n02121808_10331.JPEG', set()), ('cats/n02121808_11141.JPEG', set())]"
