GT Program,Benchmark Info,Semantics,Delta,Avg. Per Component Pred. Set Size,Avg. Per Input Pred. Set Size,Question Selector,Correct?,Initial Synthesis Time,Active Learning Time,Initial Program Space Size,Final Program Space Size,# Rounds,Time Per Round
(length (filter (curry ge 1) (map_imgs pred_int input-list))),,CCE,0.00475,2.3500000000000005,30.389999999999997,SmartLabel,True,6.7916830107569695,26.20175962150097,870,94,5,"[5.200939204543829, 5.103217486292124, 3.053207714110613, 2.9126314371824265, 2.8456985764205456]"
(fold mult 1 (map_imgs pred_int input-list)),,CCE,0.00475,2.3500000000000005,30.389999999999997,SmartLabel,FAIL,4.391356278210878,9.01445746421814e-05,0,4,0,[]
(fold max 0 (map_imgs pred_int input-list)),,CCE,0.00475,2.3500000000000005,30.389999999999997,SmartLabel,True,14.325067110359669,58.68331827223301,1648,131,6,"[6.551986616104841, 6.359000965952873, 6.348062925040722, 7.388853378593922, 5.360707499086857, 16.57191925495863]"
(length (filter (curry ge (apply pred_int input-img)) (map_imgs pred_int input-list))),,CCE,0.00475,2.3500000000000005,30.389999999999997,SmartLabel,True,26.30879458039999,12.517653103917837,681,6,18,"[5.152289602905512, 1.7601222060620785, 0.4517584554851055, 0.48116331920027733, 0.34531624615192413, 0.3645651787519455, 0.28898971527814865, 0.28780556097626686, 0.26506028696894646, 0.2763212248682976, 0.24428407847881317, 0.2697647027671337, 0.2517646551132202, 0.23552127555012703, 0.237652737647295, 0.260203056037426, 0.30118192732334137, 0.7107597514986992]"
(length (filter (curry le 0) (map_imgs pred_int input-list))),,CCE,0.00475,2.35,30.39,SmartLabel,True,4.852984219789505,105.1099788993597,5867,115,18,"[7.943090967833996, 20.477984830737114, 5.400380901992321, 3.487900950014591, 2.7397702522575855, 2.9757536835968494, 2.457672420889139, 5.821267381310463, 1.669934943318367, 3.754743568599224, 4.668192703276873, 7.1345555782318115, 6.52281366288662, 6.659182120114565, 8.270655024796724, 7.5366411581635475, 5.721002202481031, 0.6525190286338329]"
(fold max 0 (filter (curry ge 5) (map_imgs pred_int input-list))),,CCE,0.00475,2.35,30.39,SmartLabel,True,7.266963481903076,23.051102861762047,5913,29,5,"[7.742084786295891, 4.77438049018383, 3.8218010254204273, 2.3505437932908535, 1.9548707902431488]"
(fold max 0 (filter (curry le (apply pred_int input-img)) (map_imgs pred_int input-list))),,CCE,0.00475,2.3500000000000005,30.39,SmartLabel,True,31.892709005624056,39.75157158449292,1106,8,21,"[5.901787426322699, 4.709014561027288, 1.0336936563253403, 0.4108055792748928, 0.5807742215692997, 0.579701617360115, 1.7789027318358421, 1.8186634257435799, 1.8564189933240414, 1.8371878862380981, 1.8628706745803356, 1.913157481700182, 1.881921213120222, 2.107638482004404, 2.116523116827011, 2.660847470164299, 2.649312473833561, 2.4940728507936, 0.9508515261113644, 0.4802922196686268, 0.1265833042562008]"
(fold plus 0 (map (curry mult 6) (map_imgs pred_int input-list))),,CCE,0.00475,2.3500000000000005,30.39,SmartLabel,True,3.7572511583566666,4.952260408550501,42,19,2,"[2.8373240493237972, 0.5222900249063969]"
(fold plus 0 (filter (curry ge 2) (map_imgs pred_int input-list))),,CCE,0.00475,2.3500000000000005,30.389999999999997,SmartLabel,True,9.694984998553991,16.1725866869092,1911,17,2,"[8.074703205376863, 6.672139298170805]"
(length (filter (curry ge (apply pred_int input-img)) (map (curry plus 4) (map_imgs pred_int input-list)))),,CCE,0.00475,2.35,30.389999999999997,SmartLabel,True,6.588874936103821,16.46818494796753,3897,1,5,"[9.419287215918303, 3.6728170476853848, 3.064418014138937, 0.14505109935998917, 0.08074965327978134]"
(length (filter (curry ge (apply pred_int input-img)) (filter (curry le 7) (map_imgs pred_int input-list)))),,CCE,0.00475,2.35,30.389999999999997,SmartLabel,True,27.14767227321863,13.500432409346104,972,1,5,"[5.894275102764368, 4.807316418737173, 2.4462287053465843, 0.17398295179009438, 0.09525857120752335]"
(length (filter (curry ge 1) (map_imgs pred_int input-list))),,CCE,0.00475,2.3499999999999996,30.389999999999997,SmartLabel,True,9.148506689816713,25.000426959246397,3230,94,5,"[5.570422522723675, 3.415182501077652, 3.0131036080420017, 2.945816181600094, 2.882252149283886]"
(fold plus 0 (map (curry mult (apply pred_int input-img)) (map_imgs pred_int input-list))),,CCE,0.00475,2.35,30.39,SmartLabel,True,18.557942159473896,1.942290049046278,15,7,3,"[0.6743523329496384, 0.3857620097696781, 0.24990657716989517]"
(fold max 0 (map (curry plus (apply pred_int input-img)) (map_imgs pred_int input-list))),,CCE,0.00475,2.35,30.39,SmartLabel,True,6.834662113338709,50.456122264266014,347,40,12,"[6.711075656116009, 3.1693631634116173, 2.752291988581419, 2.841515015810728, 3.283759143203497, 1.5663318149745464, 1.4386372193694115, 2.0947621278464794, 1.137508314102888, 0.8747512809932232, 11.19449220970273, 10.91391172260046]"
(length (filter (curry ge 4) (map_imgs pred_int input-list))),,CCE,0.00475,2.3499999999999996,30.39,SmartLabel,True,8.001784935593605,12.962125968188047,696,58,3,"[4.4855242893099785, 2.9481520764529705, 1.316341944038868]"
(fold max 0 (map (curry plus 5) (map_imgs pred_int input-list))),,CCE,0.00475,2.3499999999999996,30.390000000000004,SmartLabel,True,4.6487846821546555,153.17690135538578,735,199,16,"[7.497978936880827, 6.467153590172529, 10.460281174629927, 7.237701267004013, 5.502991002053022, 6.224686861038208, 16.68228257447481, 8.762541376054287, 20.444616444408894, 20.371562130749226, 23.930141527205706, 7.979130517691374, 1.7065197750926018, 2.931769732385874, 1.6202267743647099, 1.4862251430749893]"
(length (filter (curry ge 9) (map_imgs pred_int input-list))),,CCE,0.00475,2.3499999999999996,30.390000000000004,SmartLabel,True,7.14834900945425,20.975727640092373,892,67,4,"[7.047401610761881, 4.466267134994268, 3.044414412230253, 1.6797792837023735]"
(length (filter (curry ge 3) (map_imgs pred_int input-list))),,CCE,0.00475,2.349999999999999,30.390000000000008,SmartLabel,True,19.22974281013012,18.967127330601215,343,60,2,"[11.517614118754864, 2.963842384517193]"
(length (filter (curry le (apply pred_int input-img)) (map (curry plus 2) (map_imgs pred_int input-list)))),,CCE,0.00475,2.349999999999999,30.39000000000001,SmartLabel,True,6.464984938502312,15.483160834759474,419,1,6,"[9.4146175570786, 3.945322647690773, 1.644041582942009, 0.2099173218011856, 0.10713048651814461, 0.0783657468855381]"
(length (filter (curry le (apply pred_int input-img)) (map (curry plus 1) (map_imgs pred_int input-list)))),,CCE,0.00475,2.349999999999999,30.39000000000001,SmartLabel,True,5.298737831413746,9.654365420341492,552,1,6,"[4.744820039719343, 3.405895560979843, 1.0144580341875553, 0.22277474030852318, 0.11150194332003593, 0.07022523134946823]"
(fold plus 1 (map (curry max 8) (filter (curry ge 4) (map_imgs pred_int input-list)))),,CCE,0.00475,2.35,30.389999999999997,SmartLabel,True,19.364789076149464,7.668033339083195,784,1,2,"[6.386851355433464, 1.198861550539732]"
(fold plus 0 (filter (curry le (apply pred_int input-img)) (map_imgs pred_int input-list))),,CCE,0.00475,2.3499999999999996,30.39,SmartLabel,True,18.695866022258997,37.14231915399432,2404,8,20,"[9.275721605867147, 1.2500648610293865, 0.33375051245093346, 0.2716853730380535, 0.4207446910440922, 1.79560636729002, 1.8828463293612003, 1.8741254284977913, 1.8990097232162952, 1.9444607198238373, 1.9156711660325527, 2.1474046781659126, 2.14254180341959, 2.694628920406103, 2.6878976561129093, 2.5261464677751064, 0.9810419008135796, 0.5069751925766468, 0.46469590812921524, 0.1267678402364254]"
(fold mult 1 (map (curry max 1) (map_imgs pred_int input-list))),,CCE,0.00475,2.3499999999999996,30.390000000000004,SmartLabel,True,5.9748255498707294,10.902005571871996,136,43,2,"[6.040686693042517, 1.2819138653576374]"
(fold mult 1 (filter (curry ge 2 ) (filter (curry le 4) (map_imgs pred_int input-list)))),,CCE,0.00475,2.3499999999999996,30.390000000000004,SmartLabel,True,4.301130395382643,4.756873831152916,122,6,2,"[3.6030120477080345, 0.6465735845267773]"
(fold plus 0 (map (curry mult 3) (map_imgs pred_int input-list))),,CCE,0.00475,2.3499999999999996,30.390000000000008,SmartLabel,True,3.761399582028389,2.5448748618364334,45,14,1,[1.254456926137209]
(length (filter (curry ge 1) (filter (curry le 9) (map_imgs pred_int input-list)))),,CCE,0.00475,2.349999999999999,30.390000000000008,SmartLabel,True,12.440964546054602,45.391778741031885,5445,94,5,"[8.541698444634676, 18.64553791284561, 5.113672159612179, 2.987659730017185, 2.9181692749261856]"
(fold plus 0 (filter (curry ge 3) (map_imgs pred_int input-list))),,CCE,0.00475,2.349999999999999,30.39000000000001,SmartLabel,True,16.139256235212088,12.062105879187584,8431,21,2,"[8.687153093516827, 1.6041304543614388]"
(length (filter (curry ge 3) (map (curry plus 1) (map_imgs pred_int input-list)))),,CCE,0.00475,2.349999999999999,30.39000000000001,SmartLabel,True,11.580650564283133,19.31803261488676,816,71,3,"[6.136915735900402, 5.272561848163605, 2.5736122839152813]"
(fold plus 0 (map (curry plus 2) (map (curry mult (apply pred_int input-img)) (map_imgs pred_int input-list)))),,CCE,0.00475,2.35,30.389999999999997,SmartLabel,True,6.121150519698858,1.3216961398720741,12,7,2,"[0.42973092570900917, 0.25320320203900337]"
(fold max 0 (filter (curry le 9) (map_imgs pred_int input-list))),,CCE,0.00475,2.3499999999999996,30.389999999999997,SmartLabel,True,5.067434441298246,67.45528952777386,6883,131,7,"[7.1567749716341496, 8.138960588723421, 6.507463622838259, 6.290757067501545, 7.054266858845949, 5.471223261207342, 16.662073217332363]"
(fold max 0 (filter (curry le (apply pred_int input-img)) (map (curry mult 5) (map_imgs pred_int input-list)))),,CCE,0.00475,2.3499999999999996,30.39,SmartLabel,True,4.8027136735618114,8.172556459903717,4728,1,5,"[6.548773687332869, 0.8172632604837418, 0.4908168688416481, 0.14743885025382042, 0.07656994089484215]"
(length (filter (curry le 5) (map (curry plus 1) (map_imgs pred_int input-list)))),,CCE-NoAbs,0.00475,2.3499999999999996,30.39,SmartLabelNoUB,True,41.68530257418752,114.67452136799693,402,61,3,"[70.01506322622299, 21.08834010362625, 19.06084493920207]"
(fold max 0  (map (curry plus (apply pred_int input-img)) (filter (curry le 9) (map_imgs pred_int input-list)))),,CCE-NoAbs,0.00475,2.3499999999999996,30.390000000000004,SmartLabelNoUB,True,179.36990936473012,287.8493992090225,1406,40,12,"[72.80220889300108, 44.172922380268574, 23.68136603012681, 23.51994253322482, 22.85792661458254, 18.531194232404232, 18.324229139834642, 16.106215182691813, 13.969089064747095, 10.793224681168795, 10.371967729181051, 10.239925775676966]"
(fold plus 0 (map (curry plus (apply pred_int input-img)) (filter (curry le 9) (map_imgs pred_int input-list)))),,CCE-NoAbs,0.00475,2.349999999999999,30.390000000000004,SmartLabelNoUB,True,15.196453563869,55.438380531966686,146,6,2,"[51.91195435076952, 2.982294425368309]"
(length (filter (curry ge (apply pred_int input-img)) (map (curry mult 2)  (map_imgs pred_int input-list)))),,CCE-NoAbs,0.00475,2.349999999999999,30.390000000000008,SmartLabelNoUB,True,6.899494495242834,106.93193834647536,476,1,4,"[67.27706375345588, 36.40812151506543, 2.453412663191557, 0.7081160768866539]"
(fold max 0 (map (curry plus (apply pred_int input-img)) (filter (curry le 2)  (map_imgs pred_int input-list)))),,CCE-NoAbs,0.00475,2.3499999999999996,30.390000000000008,SmartLabelNoUB,True,38.17549404874444,75.7513547129929,717,1,2,"[74.14794801175594, 1.5149947740137577]"
(fold plus 0 (filter (curry ge (apply pred_int input-img)) (map_imgs pred_int input-list))),,CCE-NoAbs,0.00475,2.35,30.389999999999993,SmartLabelNoUB,True,27.842367861419916,148.16909708455205,568,7,6,"[66.83521175011992, 54.325236175209284, 14.564719930291176, 5.197913710027933, 3.7019751332700253, 2.9268838949501514]"
(fold mult 1 (filter (curry le (apply pred_int input-img)) (map (curry mult 3) (map_imgs pred_int input-list)))),,CCE-NoAbs,0.00475,2.3499999999999996,30.389999999999997,SmartLabelNoUB,True,49.68701261281967,68.66045841574669,892,1,2,"[66.85502642393112, 1.714050479233265]"
(length (filter (curry le 8) (filter (curry ge 8) (map_imgs pred_int input-list)))),,CCE-NoAbs,0.00475,2.3499999999999996,30.389999999999997,SmartLabelNoUB,True,47.75556457787752,99.45329220965505,266,2,5,"[62.104092083871365, 26.458747282624245, 7.194486703723669, 2.284270964562893, 1.2704591266810894]"
(fold plus (apply pred_int input-img) (filter (curry ge (apply pred_int input-img)) (map_imgs pred_int input-list))),,CCE-NoAbs,0.00475,2.3499999999999996,30.39,SmartLabelNoUB,True,421.6921886391938,95.44405335560441,932,7,4,"[70.89364444091916, 16.19271945953369, 4.449311140924692, 3.2256944440305233]"
(fold plus 0 (map (curry mult 2) (map_imgs pred_int input-list))),,CCE-NoAbs,0.00475,2.3499999999999996,30.39,SmartLabelNoUB,True,11.429388388991356,19.20743277296424,50,13,1,[18.108415205031633]
(fold max (apply pred_int input-img) (filter (curry ge 9) (map_imgs pred_int input-list))),,CCE-NoAbs,0.00475,2.3499999999999996,30.390000000000004,SmartLabelNoUB,True,11.440287608653307,50.44366407394409,141,47,1,[46.4246614202857]
(fold plus 0 (map (curry plus (apply pred_int input-img)) (map_imgs pred_int input-list))),,CCE-NoAbs,0.00475,2.349999999999999,30.390000000000004,SmartLabelNoUB,True,10.026014108210802,40.59212091937661,87,6,3,"[32.75403414666653, 4.252238567918539, 3.0456814765930176]"
(length (filter (curry le (apply pred_int input-img)) (map_imgs pred_int input-list))),,CCE-NoAbs,0.00475,2.349999999999999,30.390000000000008,SmartLabelNoUB,True,27.250176195055246,179.27868891507387,475,7,21,"[64.29078559204936, 61.07179048657417, 15.332080818712711, 4.782722901552916, 3.4165127128362656, 2.698907971382141, 2.3335291519761086, 2.299010008573532, 2.2651599310338497, 2.246392387896776, 2.144204307347536, 2.090919692069292, 2.0807338319718838, 1.9606710150837898, 1.9566073268651962, 1.9288854077458382, 1.893208771944046, 1.9007164649665356, 1.7913368046283722, 0.6859614625573158, 0.10807828232645988]"
(fold mult 1 (map (curry mult 7) (map_imgs pred_int input-list))),,CCE-NoAbs,0.00475,2.35,30.389999999999993,SmartLabelNoUB,True,5.932722583413124,4.936748381704092,12,10,1,[4.115197770297527]
(length (filter (curry le 9) (filter (curry ge 5) (map_imgs pred_int input-list)))),,CCE-NoAbs,0.00475,2.35,30.389999999999993,SmartLabelNoUB,True,3.1998774521052837,97.18144447356462,359,59,2,"[61.228138241916895, 31.708575129508972]"
(fold max 0 (filter (curry le 2) (map_imgs pred_int input-list))),,CCE-NoAbs,0.00475,2.35,30.389999999999997,SmartLabelNoUB,True,8.865133851766586,160.8609165996313,650,26,8,"[61.437704011797905, 40.945323914289474, 10.652356654405594, 9.262701645493507, 9.243873167783022, 9.208375789225101, 9.229786686599255, 8.884614873677492]"
(fold plus 0 (filter (curry ge 8) (map_imgs pred_int input-list))),,CCE-NoAbs,0.00475,2.3499999999999996,30.389999999999997,SmartLabelNoUB,True,11.070700466632843,270.28447557613254,10709,41,14,"[69.93122380971909, 67.59442122653127, 36.4421375207603, 27.70261587947607, 26.482793796807528, 12.396023642271757, 6.2356825433671474, 4.228520214557648, 4.196972168982029, 4.095073781907558, 4.0571954399347305, 3.263060450553894, 2.79232519865036, 0.7917289882898331]"
(fold max 0 (map (curry mult 2) (map_imgs pred_int input-list))),,CCE-NoAbs,0.00475,2.3499999999999996,30.39,SmartLabelNoUB,True,125.5285424478352,301.6845597065985,3621,51,6,"[72.09727015346289, 70.48706656321883, 42.56183959543705, 38.39601647481322, 37.24033760279417, 36.88766623660922]"
(fold max 0 (map (curry mult 2) (filter (curry ge 5) (map_imgs pred_int input-list)))),,CCE-NoAbs,0.00475,2.3499999999999996,30.389999999999997,SmartLabelNoUB,True,53.46334320679307,88.98274303972721,2487,2,4,"[75.14873365685344, 9.583491910248995, 2.759355340152979, 1.3266120441257954]"
(length (filter (curry ge 1) (map_imgs pred_int input-list))),,CCE-NoAbs,0.00475,2.3499999999999996,30.389999999999997,SmartLabelNoUB,True,24.303275000303984,198.45725777372718,870,94,5,"[65.67894016951323, 34.349044505506754, 31.350259102880955, 30.021601632237434, 29.97909303754568]"
(fold mult 1 (map_imgs pred_int input-list)),,CCE-NoAbs,0.00475,2.3499999999999996,30.389999999999993,SmartLabelNoUB,FAIL,6.057630114257336,7.79181718826294e-05,0,4,0,[]
(fold max 0 (map_imgs pred_int input-list)),,CCE-NoAbs,0.00475,2.35,30.389999999999993,SmartLabelNoUB,True,119.27334982529283,422.0340029038489,1648,131,6,"[72.50510866567492, 71.20949933677912, 71.05931182205677, 67.42165821418166, 65.23338742181659, 64.47555534541607]"
(length (filter (curry ge (apply pred_int input-img)) (map_imgs pred_int input-list))),,CCE-NoAbs,0.00475,2.35,30.38999999999999,SmartLabelNoUB,True,103.15615356341004,124.80103811994195,681,6,18,"[67.02198560535908, 22.15045666694641, 3.7308910377323627, 3.04715459048748, 2.6859698221087456, 2.3299468718469143, 2.2417351566255093, 2.17963008210063, 2.1631953604519367, 2.1468530781567097, 2.1172620318830013, 1.969511967152357, 1.8989501483738422, 1.8669217228889465, 1.8201265148818493, 1.8105596415698528, 1.6736414059996605, 1.6159784719347954]"
(length (filter (curry le 0) (map_imgs pred_int input-list))),,CCE-NoAbs,0.00475,2.35,30.38999999999999,SmartLabelNoUB,True,3.4468957260251045,400.020413659513,5867,115,18,"[69.28074113279581, 70.27786377072334, 36.86017782986164, 33.38023995235562, 32.45355881750584, 31.1406675837934, 30.526033721864223, 15.66169673204422, 10.830651689320803, 10.746585384011269, 9.984679885208607, 8.244018442928791, 7.8496070727705956, 7.811820726841688, 7.304914530366659, 6.807140123099089, 5.096733134239912, 4.557490702718496]"
(fold max 0 (filter (curry ge 5) (map_imgs pred_int input-list))),,CCE-NoAbs,0.00475,2.35,30.389999999999986,SmartLabelNoUB,True,34.785510774701834,232.7924317829311,5913,29,5,"[68.81228095293045, 66.68351850658655, 53.056282844394445, 25.802323445677757, 16.02595766633749]"
(fold max 0 (filter (curry le (apply pred_int input-img)) (map_imgs pred_int input-list))),,CCE-NoAbs,0.00475,2.35,30.389999999999986,SmartLabelNoUB,True,183.96793630719185,177.53218705579638,1106,8,21,"[66.9524236023426, 53.48680632933974, 13.917475126683712, 3.4047950208187103, 3.405742458999157, 3.3639248721301556, 2.9696199260652065, 2.920874409377575, 2.9008597657084465, 2.755530495196581, 2.6882249526679516, 2.6746338941156864, 2.5206617079675198, 2.511893041431904, 2.477481946349144, 2.4353343695402145, 2.431921314448118, 2.295517809689045, 0.8811018243432045, 0.4204549863934517, 0.11634589359164238]"
(fold plus 0 (map (curry mult 6) (map_imgs pred_int input-list))),,CCE-NoAbs,0.00475,2.3499999999999996,30.389999999999986,SmartLabelNoUB,True,3.100521247833967,23.33879156410694,42,19,2,"[14.793245308101177, 6.964050874114037]"
(fold plus 0 (filter (curry ge 2) (map_imgs pred_int input-list))),,CCE-NoAbs,0.00475,2.3499999999999996,30.389999999999983,SmartLabelNoUB,True,12.163335647433996,142.79400304332376,1911,17,2,"[70.38615744560957, 71.00936544686556]"
(length (filter (curry ge (apply pred_int input-img)) (map (curry plus 4) (map_imgs pred_int input-list)))),,CCE-NoAbs,0.00475,2.3499999999999996,30.389999999999983,SmartLabelNoUB,True,32.09922891110182,147.38502878323197,3897,1,5,"[66.09466479718685, 47.170387491583824, 31.927659180015326, 1.4047974236309528, 0.7027699574828148]"
(length (filter (curry ge (apply pred_int input-img)) (filter (curry le 7) (map_imgs pred_int input-list)))),,CCE-NoAbs,0.00475,2.3500000000000005,30.389999999999993,SmartLabelNoUB,True,108.74426462128758,160.65398548170924,972,1,5,"[64.36283826455474, 64.4979262240231, 28.872679207473993, 1.8879442811012268, 0.9479063637554646]"
(length (filter (curry ge 1) (map_imgs pred_int input-list))),,CCE-NoAbs,0.00475,2.35,30.38999999999999,SmartLabelNoUB,True,24.310608360916376,201.82439663633704,3232,94,5,"[66.24005184695125, 36.136500116437674, 31.295312985777855, 30.529711101204157, 30.474188208580017]"
(fold plus 0 (map (curry mult (apply pred_int input-img)) (map_imgs pred_int input-list))),,CCE-NoAbs,0.00475,2.35,30.38999999999999,SmartLabelNoUB,True,54.53600886464119,12.879886869341135,15,7,3,"[5.778022784739733, 3.4357179775834084, 3.0340730659663677]"
(fold max 0 (map (curry plus (apply pred_int input-img)) (map_imgs pred_int input-list))),,CCE-NoAbs,0.00475,2.35,30.389999999999986,SmartLabelNoUB,True,22.202717311680317,274.65701392665505,347,40,12,"[77.71794418245554, 26.056649681180716, 23.69745796173811, 23.532292038202286, 22.868323381990194, 18.54553561285138, 18.387204207479954, 16.059584736824036, 13.913907639682293, 10.793039627373219, 10.36227723583579, 10.234554938971996]"
(length (filter (curry ge 4) (map_imgs pred_int input-list))),,CCE-NoAbs,0.00475,2.35,30.389999999999986,SmartLabelNoUB,True,24.798824723809958,124.37182196229696,696,58,3,"[61.199189465492964, 40.774739529937506, 18.169355932623148]"
(fold max 0 (map (curry plus 5) (map_imgs pred_int input-list))),,CCE-NoAbs,0.00475,2.35,30.389999999999986,SmartLabelNoUB,True,6.211252253502607,786.7392865233123,735,199,16,"[72.01773184165359, 73.81649275496602, 74.24208211898804, 69.79536988213658, 67.36778743937612, 67.05416626110673, 66.05717574805021, 54.40690332278609, 48.26020525768399, 47.911839351058006, 47.9683785662055, 26.692037921398878, 20.299852207303047, 17.473026260733604, 14.864148627966642, 14.648266945034266]"
(length (filter (curry ge 9) (map_imgs pred_int input-list))),,CCE-NoAbs,0.00475,2.35,30.389999999999983,SmartLabelNoUB,True,21.015446785837412,189.2054603099823,894,67,4,"[61.16112218052149, 60.2584785297513, 42.09604747220874, 20.967789743095636]"
(length (filter (curry ge 3) (map_imgs pred_int input-list))),,CCE-NoAbs,0.00475,2.35,30.389999999999983,SmartLabelNoUB,True,76.83958911523223,106.62731693312526,343,60,2,"[63.946157939732075, 38.234189830720425]"
